study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_note
a000851,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,IRIS,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000851,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,IRIS,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000996,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4b2pc/,yes,NA,https://osf.io/4b2pc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000996,sophia,2020-04-24,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000996,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.1016/j.cortex.2019.08.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001016,kongmanas,2020-04-19,yes,NA,no,NA,other,There is a link in the first page which is not described as the link to data repositary,1,1,https://doi.org/10.1016/j.jrp.2019.01.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618301776?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,yes,NA,"There is no data statement about the open data, but there is a link URL in the first page (which is not described as the link to data repositary). This URL leads  the ScienceDirect website which contains data files.",NA,NA
a001016,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/cgzav/,yes,NA,https://osf.io/srcfa/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,1,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,NA,NA
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,2,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,NA,NA
a001051,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.03.007,yes,NA,https://www.sciencedirect.com/science/article/pii/S0022103118304426?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001051,michelle,2020-05-04,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No explit statement or link to open data. Supplementary data link however: at https://doi.org/10.1016/j.jesp.2019.03.007,NA,NA
a001051,sophia,2020-04-05,yes,NA,other,has a reference and link to supplementary data,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.03.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103118304426?via%3Dihub,yes,NA,Science Direct,no,NA,NA,NA,"The link to supplementary data leads to a short article, which didn't link to any other sites that seemed to contain data.",NA,NA
a001051,steve,2020-08-09,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No reference to data in PDF or on journal web page, but online search reveals possible open data - https://osf.io/hszyq/",NA,NA
a001122,matthew,2020-04-17,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mentions an availability to data in the online version of the article, but no access to data in the document itself",NA,NA
a001122,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/4XI0UG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001122,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/4XI0UG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001125,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,no,NA,"Elsevier, which in itself is not a data repository.",no,NA,NA,NA,"The link to elsevier has no hint as to where to find the data. Upon further checking, the data does exist in Mendeley Data repository, but as the link did not redirect anywhere in Mendeley, files were not downloaded.",NA,NA
a001125,oliver,2020-04-28,yes,NA,yes,NA,other,Only link with data statement leads to general page - not data linked to study,1,1,elsevier.com/journals/journal-of-experimental-social-psychology/ 0022-1031/guide-for-authors.,other,"Works, but does not lead to data",Could not resolve,other,Could not resolve,NA,no,NA,NA,NA,NA,NA,NA
a001125,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,1,1,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,https://www.elsevier.com/journals/journal-of-experimental-social-psychology/0022-1031/guide-for-authors,yes,NA,Elsevier,no,NA,NA,NA,lead to a information page for authors,NA,NA
a001125,steve,2020-08-09,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/k29ty5nh48/1,yes,NA,https://data.mendeley.com/datasets/k29ty5nh48/1,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001144,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001144,oliver,2020-04-26,yes,NA,other,"Page mentions ""open data"" under ""supplements""",other,Open data badge icon is hyperlink,1,1,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI,yes,NA,Harvard version of Dataverse,yes,NA,yes,NA,NA,NA,NA
a001149,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,Iris database,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,1,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,other,Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"The linked data seems to be for a completely different study (in the journal Language Learning), nothing to do with the article at all.",NA,NA
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,2,DDBJ database accession no. DRP005397,other,Needed to navigate to Bioinformation and DDBJ Center website and search by accession number,https://ddbj.nig.ac.jp/DRASearch/study?acc=DRP005397,yes,NA,DDBJ,yes,NA,partial,"Total download size exceeded 100MB, downloaded metadata and two data files","The data availability statement reads ""The data have been deposited in the DDBJ database with accession number DRP005397."" but there is no hyperlink in article",NA,NA
a001186,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://midus.colectica.org,yes,NA,https://midus.colectica.org/Account/Login,other,Subscription based repository,Midus,other,Needed login,no,NA,Link led to login page which required login. Could not access any files.,NA,NA
a001186,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://midus.colectica.org/,no,Login required,NA,NA,NA,NA,NA,NA,NA,NA,Login required,NA,NA
a001186,oliver,2020-04-23,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No direct link to dataset, only general landing pages on OSF and Sagepub. Dataset could possibly be found if you manually searched title on Sagepub - however, beyond remit of UoM student account",NA,NA
a001268,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,osf.io/cky7g,yes,NA,https://osf.io/cky7g/,yes,NA,OSF,yes,NA,yes,NA,The URL link to data repositary was in the reference section,NA,NA
a001268,michelle,2020-05-12,yes,NA,no,NA,yes,NA,1,1,https://osf.io/cky7g/,yes,NA,https://osf.io/cky7g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001268,sophia,2020-04-16,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The statement says that the raw data is available on the Open Science Framework but no links are provided.,NA,NA
a001394,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2017.11.003,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656617301095?via%3Dihub,other,Journal's website at ScienceDirect,NA,yes,NA,yes,NA,Only supplementary data found,NA,NA
a001394,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jrp.2017.11.003,other,Leads to main page on ScienceDirect,(resolved url not entered by coder),yes,NA,ScienceDirect,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,NA
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,1,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",NA,NA
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,2,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",NA,NA
a001420,evelyn,2020-04-10,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No link to the data available,NA,NA
a001420,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jesp.2019.03.009,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103118305997?via%3Dihub,yes,NA,Science Direct,no,NA,NA,NA,NA,NA,NA
a001420,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.03.009,yes,NA,https://www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001463,evelyn,2020-04-10,yes,NA,yes,NA,other,DOI provided,1,1,DOI 10.17605/OSF.IO/KZ483,other,OSF respository appears in google search,https://osf.io/kz483/,yes,NA,OSF,yes,NA,yes,NA,DOI link provided. OSF repository with the data files appear when using the DOI link for a google search,NA,NA
a001463,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,osf.io/KZ483/,yes,NA,https://osf.io/KZ483/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a001475,kongmanas,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/PB8X8P,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001475,matthew,2020-04-17,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mentions an availability to data in the online version of the article, but no access to data in the document itself",NA,NA
a001475,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/PB8X8P,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001506,michelle,2020-04-08,yes,NA,yes,NA,other,"2 links but they essentially are the same website, text contains both https://osf.io/zg2su/files/ and https://osf.io/zg2su/",1,1,https://osf.io/zg2su/files/,yes,NA,https://osf.io/zg2su/files/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a001506,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zg2su/files/,yes,NA,https://osf.io/zg2su/files/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
