study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Straightforward, no issues",https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.22977,2019,"Clayton, Jonathan B.; Shields‐Cutler, Robin R.; Hoops, Susan L.; Al‐Ghalith, Gabriel A.; Sha, John C. M.; Johnson, Timothy J.; Knights, Dan",Bacterial community structure and function distinguish gut sites in captive red-shanked doucs (Pygathrix nemaeus)
a000394,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sr9f4/,yes,NA,https://osf.io/sr9f4/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,https://osf.io/sr9f4/,osf.io/sr9f4,FALSE,coded by me alone,Canadian Journal of Experimental Psychology,10.1037/cep0000150,2018,"Titone, Debra; Tiv, Mehrgol; Pexman, Penny M.",The status of women cognitive scientists in Canada: Insights from publicly available NSERC funding data
a000395,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17863/CAM.31530,yes,NA,https://www.repository.cam.ac.uk/handle/1810/284168,yes,NA,Apollo - University of Cambridge Repository,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.17863/CAM.31530,doi.org/10.17863/CAM.31530,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.65,2019,"Teleti, Praveen R.; Rees, W. G.; Dowdeswell, Julian A.; Wilkinson, Clive",A historical Southern Ocean climate dataset from whaling ships’ logbooks
a000398,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1594/PANGAEA.885879,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885879,yes,NA,PANGAEA,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.1594/PANGAEA.885879,doi.org/10.1594/PANGAEA.885879,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.53,2018,"Reavie, Euan D.; Cai, Meijun; Brown, Terry N.",Historical watershed stressors for the Laurentian Great Lakes
a000400,steve,2020-08-09,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials,1,1,https://doi.org/10.1002/jnr.24441,yes,NA,https://onlinelibrary.wiley.com/doi/full/10.1002/jnr.24441,no,NA,NA,other,"Some files exist, but in the body of the text, it is noted that raw data is available upon request",yes,NA,"There are data files included as supplementary material, but raw data was not included - it is available on request",NA,https://doi.org/10.1002/jnr.24441,doi.org/10.1002/jnr.24441,FALSE,recoded by me to resolve issue with not-available data,Journal of Neuroscience Research,10.1002/jnr.24441,2019,"Tse, Karen; Hammond, Dean; Simpson, Deborah; Beynon, Robert J.; Beamer, Edward; Tymianski, Michael; Salter, Michael W.; Sills, Graeme J.; Thippeswamy, Thimmasettappa",The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis
a000400,kongmanas,2020-04-08,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There was no link to the repository, only supplementary information at the end of the article",NA,NA,NA,FALSE,recoded by me to resolve issue with not-available data,Journal of Neuroscience Research,10.1002/jnr.24441,2019,"Tse, Karen; Hammond, Dean; Simpson, Deborah; Beynon, Robert J.; Beamer, Edward; Tymianski, Michael; Salter, Michael W.; Sills, Graeme J.; Thippeswamy, Thimmasettappa",The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis
a000400,sophia,2020-04-26,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me to resolve issue with not-available data,Journal of Neuroscience Research,10.1002/jnr.24441,2019,"Tse, Karen; Hammond, Dean; Simpson, Deborah; Beynon, Robert J.; Beamer, Edward; Tymianski, Michael; Salter, Michael W.; Sills, Graeme J.; Thippeswamy, Thimmasettappa",The impact of postsynaptic density 95 blocking peptide (Tat-NR2B9c) and an iNOS inhibitor (1400W) on proteomic profile of the hippocampus in C57BL/6J mouse model of kainate-induced epileptogenesis
a000418,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1019856,yes,NA,https://archaeologydataservice.ac.uk/archives/view/scarr_eh_2013/,yes,NA,Archaeology Data Service,yes,NA,partial,Link contains over 1000 photos not downloaded,Article also had link to an .STL file for 3D printing available directly from the journal website,NA,http://dx.doi.org/10.5284/1019856,dx.doi.org/10.5284/1019856,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.40.8,2016,"Milner, Nicky; Bamforth, Michael; Beale, Gareth; Carty, Julian C.; Chatzipanagis, Konstantinos; Croft, Shannon; Conneller, Chantal; Elliott, Ben; Fitton, Laura C.; Knight, Becky; Kr�ger, Roland; Aim�e Little; Needham, Andy; Robson, Harry K.; Rowley, Charlotte C. A.; Taylor, Barry",A Unique Engraved Shale Pendant from the Site of Star Carr: the oldest Mesolithic art in Britain
a000420,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,The CEDA Archive,yes,NA,other,Downloads for some files kept timing out,Downloads for some files kept timing out,NA,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.79,2019,"Hawkins, Ed; Burt, Stephen; Brohan, Philip; Lockwood, Michael; Richardson, Harriett; Roy, Marjory; Thomas, Simon",Hourly weather observations from the Scottish Highlands (1883–1904) rescued by volunteer citizen scientists
a000426,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,The CEDA Archive,yes,NA,other,Account required to access data,Account required to access data,NA,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.78,2019,"Hollis, Dan; McCarthy, Mark; Kendon, Michael; Legg, Tim; Simpson, Ian",HadUK-Grid—A new UK dataset of gridded climate observations
a000443,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7289/V5QJ7F8R,yes,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,yes,NA,NCEI,yes,NA,partial,"Ongoing project, hundreds of files across dozens of folders. A sample downloaded to check only","Straightforward, no issues",NA,http://dx.doi.org/10.7289/V5QJ7F8R,dx.doi.org/10.7289/V5QJ7F8R,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.59,2018,"Smith, Shawn R.; Briggs, Kristen; Bourassa, Mark A.; Elya, Jocelyn; Paver, Christopher R.",Shipboard automated meteorological and oceanographic system data archive: 2005–2017
a000464,steve,2020-07-24,yes,NA,yes,NA,yes,NA,2,2,http://neurovault.org/collections/YYMVWBOF/,yes,NA,https://neurovault.org/collections/YYMVWBOF/,yes,NA,NeuroVault,yes,NA,yes,NA,"Downloaded files needed renaming, file extensions might be incorrect",http://neurovault.org/collections/YYMVWBOF/,http://neurovault.org/collections/YYMVWBOF/,neurovault.org/collections/YYMVWBOF,FALSE,recoded by me to include additional data source,Psychological Science,10.1177/0956797617699838,2017,"Brod, Garvin; Bunge, Silvia A.; Shing, Yee Lee",Does One Year of Schooling Improve Children’s Cognitive Control and Alter Associated Brain Activation?
a000464,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/c8gbj/,yes,NA,https://osf.io/c8gbj/,yes,NA,OSF,yes,NA,yes,NA,"Under 'Open Practices' segment, it says individual level imaging data is available upon request",https://osf.io/c8gbj/,https://osf.io/c8gbj/,osf.io/c8gbj,FALSE,recoded by me to include additional data source,Psychological Science,10.1177/0956797617699838,2017,"Brod, Garvin; Bunge, Silvia A.; Shing, Yee Lee",Does One Year of Schooling Improve Children’s Cognitive Control and Alter Associated Brain Activation?
a000464,steve,2020-07-24,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/c8gbj/,yes,NA,https://osf.io/c8gbj/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/c8gbj/,https://osf.io/c8gbj/,osf.io/c8gbj,FALSE,recoded by me to include additional data source,Psychological Science,10.1177/0956797617699838,2017,"Brod, Garvin; Bunge, Silvia A.; Shing, Yee Lee",Does One Year of Schooling Improve Children’s Cognitive Control and Alter Associated Brain Activation?
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,2,BioProject Accession No. PRJNA574440,other,Needed to navigate to BioProject website and search by accession number,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440,yes,NA,BioProject,yes,NA,partial,repo has 31 data files to download - just downloaded the first file in list,No hyperlink to data - just accession number and name of repo,BioProject Accession No. PRJNA574440,BioProject Accession No. PRJNA574440,BioProject Accession No. PRJNA574440,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23061,2019,"Frankel, Jeffrey S.; Mallott, Elizabeth K.; Hopper, Lydia M.; Ross, Stephen R.; Amato, Katherine R.",The effect of captivity on the primate gut microbiome varies with host dietary niche
a000493,kongmanas,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://www.iris‐database.org/iris/app/home/detail?id=york:934328,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23061,2019,"Frankel, Jeffrey S.; Mallott, Elizabeth K.; Hopper, Lydia M.; Ross, Stephen R.; Amato, Katherine R.",The effect of captivity on the primate gut microbiome varies with host dietary niche
a000493,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,no,The link does not work.,NA,NA,NA,NA,NA,NA,NA,NA,The link does not work.,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23061,2019,"Frankel, Jeffrey S.; Mallott, Elizabeth K.; Hopper, Lydia M.; Ross, Stephen R.; Amato, Katherine R.",The effect of captivity on the primate gut microbiome varies with host dietary niche
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK - minor edit required to replace the hyphen in the url text,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,Link works but is likely irrelevant - need to register/agree to download data,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23061,2019,"Frankel, Jeffrey S.; Mallott, Elizabeth K.; Hopper, Lydia M.; Ross, Stephen R.; Amato, Katherine R.",The effect of captivity on the primate gut microbiome varies with host dietary niche
a000512,steve,2020-08-26,yes,NA,yes,NA,other,"Article PDF just links to mendeley.com in general without specific details, but the actual directly links are on journal web page for article (and not in the PDF)",1,1,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,Mendeley,yes,NA,yes,NA,"Link in PDF is only to mendeley.com in general, not the specific link",https://data.mendeley.com/datasets/n23pgm86rr/1,https://data.mendeley.com/datasets/n23pgm86rr/1,data.mendeley.com/datasets/n23pgm86rr/1,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000512,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.103820,yes,NA,https://linkinghub.elsevier.com/retrieve/pii/S0022103118308886,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000512,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,mendeley.com,yes,NA,https://www.mendeley.com/?interaction_required=true,yes,NA,MENDELEY,other,"Link in the article takes you to the general Mendeley website, unlike the other articles where the link takes you to specific data related to that article. Creation of account required",no,NA,"Registration required, and link gets you to the Mendeley home page rather than the site where the data for the article is. ""De-identified data', supplementary data link: at https://
doi.org/10.1016/j.jesp.2019.103820.",NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000525,steve,2020-09-01,yes,NA,no,NA,yes,NA,1,1,https://osf.io/x8jzb/,yes,NA,https://osf.io/x8jzb/,yes,NA,OSF,yes,NA,yes,NA,"The link is buried in the body of the text and is referred to as ""complete materials"" - no explicit mention of open data",NA,https://osf.io/x8jzb/,osf.io/x8jzb,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000525,matthew,2020-04-23,yes,NA,no,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The mention of open data and no link provided,NA,NA,NA,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000525,phuong,2020-04-17,yes,NA,no,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000527,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,yes,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,yes,NA,The CEDA Archive,yes,NA,other,Downloads for some files kept timing out,Note that dataset has been superceded; downloads for some files kept timing out,NA,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.81,2019,"Brugnara, Yuri; Good, Elizabeth; Squintu, Antonello A.; Schrier, Gerard van der; Brönnimann, Stefan",The EUSTACE global land station daily air temperature dataset
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,2,https://10.0.23.196/m9.figshare.9225476,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",https://10.6084/m9.figshare.9225476,https://10.6084/m9.figshare.9225476,10.6084/m9.figshare.9225476,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,2,https://10.6084/m9.figshare.9225476,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.62GB),https://10.6084/m9.figshare.9225476,https://10.6084/m9.figshare.9225476,10.6084/m9.figshare.9225476,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,3,https://10.6084/m9.figshare.9227495,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.89GB),https://10.6084/m9.figshare.9227495,https://10.6084/m9.figshare.9227495,10.6084/m9.figshare.9227495,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,1,https://10.0.23.196/m9.figshare.9249530,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",https://10.6084/m9.figshare.9249530,https://10.6084/m9.figshare.9249530,10.6084/m9.figshare.9249530,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,1,https://10.6084/m9.figshare.9249530,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530,yes,NA,figshare,yes,NA,yes,NA,"Straightforward, no issues",https://10.6084/m9.figshare.9249530,https://10.6084/m9.figshare.9249530,10.6084/m9.figshare.9249530,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000573,steve,2020-08-09,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",https://data.mendeley.com/datasets/3w48v2nbgc/2,https://data.mendeley.com/datasets/3w48v2nbgc/2,data.mendeley.com/datasets/3w48v2nbgc/2,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000573,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.1016/j.jesp.2017.06.015,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103116307910?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000573,sophia,2020-04-27,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Says it's on the JESP website.,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000597,steve,2020-08-08,yes,NA,no,NA,other,"Link on article website, not in PDF",1,1,https://aisel.aisnet.org/trr/vol2/iss1/4/,yes,NA,https://aisel.aisnet.org/trr/vol2/iss1/4/,no,NA,NA,yes,NA,yes,NA,Data source was another article in the same journal,NA,https://aisel.aisnet.org/trr/vol2/iss1/4/,aisel.aisnet.org/trr/vol2/iss1/4,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,evelyn,2020-05-22,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data badge and availability was not found,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,matthew,2020-04-15,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Page did not contain any relevance to open data,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,sophia,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000618,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,yes,NA,figshare,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,http://dx.doi.org/10.6084/m9.figshare.1275172,dx.doi.org/10.6084/m9.figshare.1275172,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.38.9,2015,"University of Bristol; Gray, Stephen",UAV Aerial Survey – Blackquarries Hill Long Barrow (Data Paper)
a000678,steve,2020-08-08,yes,NA,other,"Standard JBPA link to ""Open data"" is there on the first page, but no URL attached. There is a link in a footnote later on.",yes,NA,1,1,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link led to the journal's dataverse page, had to follow a link from that page to get to article data",NA,https://dataverse.harvard.edu/dataverse/JBPA,dataverse.harvard.edu/dataverse/JBPA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000678,matthew,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There was a visible hyperlink in the document, however it was unclickable.",NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000678,sophia,2020-04-17,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000681,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.3371710,yes,NA,https://zenodo.org/record/3371710,yes,NA,Zenodo,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,https://doi.org/10.5281/zenodo.3371710,doi.org/10.5281/zenodo.3371710,FALSE,coded by me alone,Geoscience Data Journal,10.1002/gdj3.82,2019,"Alford, A. Addison; Biggerstaff, Michael I.; Carrie, Gordon D.",Mobile ground-based SMART radar observations and wind retrievals during the landfall of Hurricane Harvey (2017)
a000683,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,Archaeology Data Service,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.38.7,2015,"Riris, Philip; Corteletti, Rafael","A New Record of Pre-Columbian Engravings in Urubici (SC), Brazil using Polynomial Texture Mapping"
a000686,steve,2020-07-09,yes,NA,yes,NA,yes,NA,4,1,https://doi.org/10.5281/zenodo.3548752,yes,NA,https://zenodo.org/record/3548752,yes,NA,Zenodo,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.5281/zenodo.3548752,doi.org/10.5281/zenodo.3548752,FALSE,coded by me alone,Internet Archaeology,10.11141/ia.52.9,2019,"Lefrancq, Coline; Hawkes, Jason; C.m, Jaseera; Mohanty, R. K.",A Typology of Practice: The Archaeological Ceramics from Mahurjhari
