study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_notes,corrected_link_url
a000473,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5061/dryad.d2441,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2441,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000473,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5061/dryad.d2441,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2441,yes,NA,Dryad,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",TRUE,,
a000473,steve,2020-08-26,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5061/dryad.d2441,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2441,yes,NA,Dryad,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000473,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5061/dryad.d2441.,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.d2441,yes,NA,Dryad,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,coder included full stop at the end but that must have been a data entry error since url resolved fine,http://dx.doi.org/10.5061/dryad.d2441
a000491,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,1https://osf.io/pzvue/,yes,NA,https://osf.io/pzvue/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,looks like a typo or mispaste when entering the url,http://osf.io/pzvue
a000491,michelle,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/pzvue,yes,NA,https://osf.io/pzvue/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000492,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/2zbvs/,yes,NA,https://osf.io/2zbvs/,yes,NA,OSF,other,"Seems this is the non view only link of link 1, so same files as link 1 are available",other,Link leads to data files already downloaded via previous link so not downloaded,NA,FALSE,"As coder notes, just a redundant link, can drop",
a000492,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000492,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000492,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,osf.io/2zbvs,yes,NA,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder cleaned url,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,2,BioProject Accession No. PRJNA574440,other,Needed to navigate to BioProject website and search by accession number,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440,yes,NA,BioProject,yes,NA,partial,repo has 31 data files to download - just downloaded the first file in list,No hyperlink to data - just accession number and name of repo,TRUE,,
a000493,kongmanas,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://www.iris‐database.org/iris/app/home/detail?id=york:934328,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,FALSE,issue with hyphen - an encoding issue maybe,https://www.iris-database.org/iris/app/home/detail?id=york:934328
a000493,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,no,The link does not work.,NA,NA,NA,NA,NA,NA,NA,NA,The link does not work.,TRUE,,
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK - minor edit required to replace the hyphen in the url text,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,Link works but is likely irrelevant - need to register/agree to download data,TRUE,,
a000495,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,2,https://github.com/iancballard/magnitude,yes,NA,https://github.com/iancballard/magnitude,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000495,kongmanas,2020-04-15,yes,NA,yes,NA,yes,NA,2,2,https://github.com/iancballard/magnitude,yes,NA,https://github.com/iancballard/magnitude,yes,NA,GitHub,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000495,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,2,2,https://github.com/iancballard/magnitude,yes,NA,https://github.com/iancballard/magnitude,yes,NA,GITHUB,yes,NA,yes,NA,I didn't have any problems with this link,TRUE,,
a000495,kongmanas,2020-04-15,yes,NA,yes,NA,yes,NA,2,1,https://openfmri.org/dataset/ds000223/,yes,NA,https://openneuro.org/datasets/ds000223/versions/00001,yes,NA,OpenNeuro,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000495,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,2,1,https://openfmri.org/dataset/ds000223/,yes,NA,https://openneuro.org/datasets/ds000223/versions/00001/download,yes,NA,OPEN NEURO,yes,NA,other,"Everytime I try to download, it says it cannot because the location chosen has 'system files'",Download not successful,TRUE,,
a000495,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,2,1,https://openneuro.org/datasets/ds000223/versions/00001,yes,NA,https://openneuro.org/datasets/ds000223/versions/00001,yes,NA,Open Neuro,yes,NA,other,Download took over five minutes,Download took over five minutes,FALSE,pasted resolved url,https://openfmri.org/dataset/ds000223/
a000497,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2555766,yes,NA,https://zenodo.org/record/2555766,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000497,kongmanas,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2555766,yes,NA,https://zenodo.org/record/2555766#.XpnDeMgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"Statement about open data being available was in data collection, sample sizes, and reporting of results section",TRUE,,
a000497,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://zenodo.org/record/2555766,yes,NA,https://zenodo.org/record/2555766,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,coder pasted resolved url instead of reported url,https://doi.org/10.5281/zenodo.2555766
a000500,kongmanas,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/grh8s/,yes,NA,https://osf.io/grh8s/,yes,NA,OSF,yes,NA,yes,NA,Statement about open data being available was in method section,TRUE,,
a000500,steve,2020-08-26,yes,NA,no,NA,yes,NA,1,1,https://osf.io/grh8s/,yes,NA,https://osf.io/grh8s/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000500,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,osf.io/rstc5/,yes,NA,https://osf.io/rstc5/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder entered url for another study,
a000501,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,other,"Link works, but is a search of the IRIS archive which returns no results. Searching the IRIS archive more carefully finds the correct links.","https://www.iris-database.org/iris/app/home/detail?id=york:935306, https://www.iris-database.org/iris/app/home/detail?id=york:935307, https://www.iris-database.org/iris/app/home/detail?id=york:935308, https://www.iris-database.org/iris/app/home/detail?id=york:935309, https://www.iris-database.org/iris/app/home/detail?id=york:935310, https://www.iris-database.org/iris/app/home/detail?id=york:935311, https://www.iris-database.org/iris/app/home/detail?id=york:935313",yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"There are seven data sets associated with this article on IRIS, but no indication of this in article or elsewhere",TRUE,,
a000501,aniruddah,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/search?query5Jung1in1press,yes,NA,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,yes,NA,IRIS Digital Repository,no,NA,NA,NA,"The redirected link does not contain any hint of the data files, and seems like account needs to be created anyway, so would not have been possible to get data.",FALSE,strange encoding issue with non-alpha characters,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press
a000501,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,iris-database.org/iris/app/home/search?query=Jung+in+press,other,Link did not lead to dataset,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,yes,NA,IRIS,no,NA,NA,NA,NA,FALSE,left off the http part but essentially correct,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,http://osf.io/5itqa,yes,NA,https://osf.io/5itqa,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000502,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,1,http://osf.io/5itqa,yes,NA,https://osf.io/5itqa,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,http://osf.io/8q769,yes,NA,https://osf.io/8q769,yes,NA,OSF,yes,NA,yes,NA,NA,TRUE,,
a000502,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,2,http://osf.io/8q769,yes,NA,https://osf.io/8q769,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000502,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8q769/,yes,NA,https://osf.io/8q769/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,pasted resolved url,http://osf.io/8q769
a000503,kongmanas,2020-04-12,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/5hzv9/?view_only=94aa2b0312c3463493ca6f61c5fc3811,yes,NA,https://osf.io/5hzv9/?view_only=94aa2b0312c3463493ca6f61c5fc3811,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,explicit link to materials only - link checked and no data code analysis found - safe to drop,
a000503,kongmanas,2020-04-12,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,NA,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000503,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,NA,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,NA,OSF,yes,NA,yes,NA,There was another link for materials but this was excluded.,TRUE,,
a000510,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/n6d9f/,yes,NA,https://osf.io/n6d9f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000510,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/n6d9f/,yes,NA,https://osf.io/n6d9f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000510,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/vqbzw/,yes,NA,https://osf.io/vqbzw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,python script used to collect the data in online expt - not apparent that this is integral to interpreting the actual data,
a000511,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mnz8j/,yes,NA,https://osf.io/mnz8j/,yes,NA,OSF,yes,NA,yes,NA,Not have any problems,TRUE,,
a000511,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https:osf.io/mnz8j/,yes,NA,https:osf.io/mnz8j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,some sort of transcription or copy/paste error by coder to omit //,https://osf.io/mnz8j/
a000512,steve,2020-08-26,yes,NA,yes,NA,other,"Article PDF just links to mendeley.com in general without specific details, but the actual directly links are on journal web page for article (and not in the PDF)",1,1,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,Mendeley,yes,NA,yes,NA,"Link in PDF is only to mendeley.com in general, not the specific link",TRUE,,
a000512,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.103820,yes,NA,https://linkinghub.elsevier.com/retrieve/pii/S0022103118308886,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,this is link that leads to the proper mendeley link,
a000512,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,mendeley.com,yes,NA,https://www.mendeley.com/?interaction_required=true,yes,NA,MENDELEY,other,"Link in the article takes you to the general Mendeley website, unlike the other articles where the link takes you to specific data related to that article. Creation of account required",no,NA,"Registration required, and link gets you to the Mendeley home page rather than the site where the data for the article is. ""De-identified data', supplementary data link: at https://
doi.org/10.1016/j.jesp.2019.103820.",FALSE,"this is the literal link provided, but we know the actual link is on website",
a000524,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/mcvt7/wiki/home/,yes,NA,https://osf.io/mcvt7/wiki/home/,yes,NA,OSF,yes,NA,other,Downloading files approximated to take longer than 10 minutes,Downloading files approximated to take longer than 10 minutes,TRUE,,
a000524,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mcvt7/wiki/home/,yes,NA,https://osf.io/mcvt7/wiki/home/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000524,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/rbejp/wiki/home/,yes,NA,https://osf.io/rbejp/wiki/home/,yes,NA,OSF,other,1 file has been deleted by the owner,other,1 file has been deleted by the owner,1 file has been deleted by the owner,FALSE,explicitly referred to as materials only in paper - checked and no data code here - safe to drop,
a000535,matthew,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rkf9p/,yes,NA,https://osf.io/rkf9p/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,TRUE,,
a000535,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/rkf9p/,yes,NA,https://osf.io/rkf9p/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000535,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/ygwda/,yes,NA,https://osf.io/ygwda/,yes,NA,OSF,other,files are included in the first link so did not download the files from this link,other,Link leads to data files already downloaded via previous link so not downloaded,NA,FALSE,link is just a specific file within main repo - safe to drop,
a000553,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,4,2,https://osf.io/d5s2t,yes,NA,https://osf.io/d5s2t,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links - This link contained 'Registered data entry template',TRUE,,
a000553,steve,2020-08-26,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/d5s2t,yes,NA,https://osf.io/d5s2t,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000553,steve,2020-08-26,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/nz3su,yes,NA,https://osf.io/nz3su/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000553,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,4,4,https://osf.io/nz3su/,yes,NA,https://osf.io/nz3su/,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links - This link contained 'Open analysis',FALSE,pasted resolved url,https://osf.io/nz3su
a000553,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tvuer,yes,NA,https://osf.io/tvuer,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,prereg docs,
a000553,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,4,1,https://osf.io/tvuer/,yes,NA,https://osf.io/tvuer/,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links - This link contained 'Registered materials and protocols',FALSE,prereg docs,
a000553,steve,2020-08-26,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/vwytd,yes,NA,https://osf.io/vwytd/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000553,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,4,3,https://osf.io/vwytd/,yes,NA,https://osf.io/vwytd/,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links - This link contained 'Open data',FALSE,pasted resolved url,https://osf.io/vwytd
a000561,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/ik356/,yes,NA,https://osf.io/ik356/,yes,NA,OSF,yes,NA,yes,NA,"Here two links were provided, and not being able to infer which may act as the data, both links were listed, and the respective files downloaded.",TRUE,,
a000561,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ik356/,yes,NA,https://osf.io/ik356/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000561,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/ik356/,yes,NA,https://osf.io/ik356/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000561,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/kj3r7/,yes,NA,https://osf.io/kj3r7/,yes,NA,OSF,yes,NA,yes,NA,NA,TRUE,"The materials explicitly mentioned separately turned out to be code which produces results in some sense, so include",
a000561,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/kj3r7/,yes,NA,https://osf.io/kj3r7/,yes,NA,OSF,yes,NA,yes,NA,The embedded link is different to the in-text link,TRUE,,
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,2,https://10.0.23.196/m9.figshare.9225476,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",FALSE,malformed url issue,https://10.6084/m9.figshare.9225476
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,1,https://10.0.23.196/m9.figshare.9249530,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",FALSE,malformed url issue,https://10.6084/m9.figshare.9249530
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,2,https://10.6084/m9.figshare.9225476,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.62GB),TRUE,,
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,3,https://10.6084/m9.figshare.9227495,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.89GB),TRUE,,
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,1,https://10.6084/m9.figshare.9249530,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530,yes,NA,figshare,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000563,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,OSF,yes,NA,yes,NA,"Here there were again two links in the article, and both seemed to be relevant sources of data, and are both listed henceforth. Multiple download files in one source, as again, article had seperate studies with seperate data sets.",TRUE,,
a000563,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,OSF,yes,NA,yes,NA,The embedded link is different to the in-text link,TRUE,,
a000563,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a,yes,NA,https://osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a,yes,NA,OSF,yes,NA,yes,NA,NA,TRUE,,
a000563,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a,yes,NA,https://osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a,yes,NA,OSF,yes,NA,yes,NA,The embedded link is different to the in-text link,TRUE,,
a000563,oliver,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/4x8mu,yes,NA,https://osf.io/4x8mu/,yes,NA,OSF,yes,NA,other,"Zip file did download, but computer could not extract zip file",NA,FALSE,coder did not copy full url,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400
a000566,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/physics,yes,NA,https://dataverse.harvard.edu/dataverse/physics,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000566,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/physics,yes,NA,https://dataverse.harvard.edu/dataverse/physics,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000566,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataverse/physics,other,The hyperlink wasn't included,https://dataverse.harvard.edu/dataverse/physics,yes,NA,Havard Dataverse,yes,NA,yes,NA,NA,FALSE,coders comment is confusing - unclear how url wasn't included and also unclear how coder arrived at the resolved url,http://thedata.harvard.edu/dvn/dv/physics
a000573,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.1016/j.jesp.2017.06.015,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103116307910?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,drop - not needed steve coding captures the data,
a000573,steve,2020-08-09,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000575,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,http://hdl.handle.net/2374.MIA/6254,no,Error - cannot connect to server,NA,NA,NA,NA,NA,NA,NA,NA,Error - cannot connect to server when data link is accessed,TRUE,,
a000575,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://sc.lib.miamioh.edu/handle/2374.MIA/6254,yes,NA,https://sc.lib.miamioh.edu/handle/2374.MIA/6254,yes,NA,Miami University Libraries,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,coder pasted resolved url,http://hdl.handle.net/2374.MIA/6254
a000578,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,2,https://drive.google.com/drive/folders/0BxEN1HSrsCEFSWY0UGRMWTFhRFU,yes,NA,https://drive.google.com/drive/folders/0BxEN1HSrsCEFSWY0UGRMWTFhRFU,yes,NA,Google Drive,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,FALSE,"explicitly referred to as materials, and they seem to be so",
a000578,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/8bknh/,yes,NA,https://osf.io/8bknh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000578,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8bknh/,yes,NA,https://osf.io/8bknh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000579,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,4,1,https://osf.io/gytpn/,yes,NA,https://osf.io/gytpn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000579,matthew,2020-04-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/gytpn/,yes,NA,https://osf.io/gytpn/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,TRUE,,
a000579,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,4,3,https://osf.io/w92tr,yes,NA,https://osf.io/w92tr,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,prereg doc and maybe materials?,
a000579,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,4,2,https://osf.io/x6ehp/,yes,NA,https://osf.io/x6ehp/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000579,matthew,2020-04-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/x6ehp/,yes,NA,https://osf.io/x6ehp/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,TRUE,,
a000579,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,4,4,https://osf.io/zk27n/,yes,NA,https://osf.io/zk27n/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,prereg doc and maybe materials?,
a000581,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,1,http://reshare.ukdataservice.ac.uk/852882/,yes,NA,http://reshare.ukdataservice.ac.uk/852882/,yes,NA,ReShare,other,Require login,no,NA,Study 1 and 2 data. Could not access as login required,TRUE,should be included,
a000581,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,1,http://reshare.ukdataservice.ac.uk/852882/,yes,NA,https://reshare.ukdataservice.ac.uk/852882/,yes,NA,ReShare,other,Registration with ReShare required,partial,Was able to download documentation and readme files but not actual data files,"Registration required - ""safeguarded data""",TRUE,,
a000581,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/n8v3c/,yes,NA,https://accounts.osf.io/login?service=https://osf.io/n8v3c/,yes,NA,OSF,other,Require login,no,NA,Study 3 data. Could not access as login required,TRUE,,
a000581,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/n8v3c/,yes,NA,https://accounts.osf.io/login?service=https://osf.io/n8v3c/,yes,NA,OSF,other,OSF account with access required,no,NA,This OSF project not made public,TRUE,,
