study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,use_code,review_notes,corrected_resolved_url,Publication Title,DOI,Publication Year,Author,Title
a000497,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://zenodo.org/record/2555766,yes,NA,https://zenodo.org/record/2555766,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,https://doi.org/10.5281/zenodo.2555766,https://doi.org/10.5281/zenodo.2555766,doi.org/10.5281/zenodo.2555766,zenodo.org/record/2555766,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103824,2019,"Hütter, Mandy; Tigges, David",On the external validity of evaluative conditioning: Evaluative responses generalize to modified instances of conditioned stimuli
a000497,kongmanas,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2555766,yes,NA,https://zenodo.org/record/2555766#.XpnDeMgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"Statement about open data being available was in data collection, sample sizes, and reporting of results section",https://doi.org/10.5281/zenodo.2555766,https://doi.org/10.5281/zenodo.2555766,doi.org/10.5281/zenodo.2555766,zenodo.org/record/2555766#.XpnDeMgzZPY,FALSE,zenodo adds a unique vistor ID to each visit in order to uniquely count visitors. In this case it is not pertinant information and should be left off to avoid potential confusion.,https://zenodo.org/record/2555766,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103824,2019,"Hütter, Mandy; Tigges, David",On the external validity of evaluative conditioning: Evaluative responses generalize to modified instances of conditioned stimuli
a000501,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,other,"Link works, but is a search of the IRIS archive which returns no results. Searching the IRIS archive more carefully finds the correct links.","https://www.iris-database.org/iris/app/home/detail?id=york:935306, https://www.iris-database.org/iris/app/home/detail?id=york:935307, https://www.iris-database.org/iris/app/home/detail?id=york:935308, https://www.iris-database.org/iris/app/home/detail?id=york:935309, https://www.iris-database.org/iris/app/home/detail?id=york:935310, https://www.iris-database.org/iris/app/home/detail?id=york:935311, https://www.iris-database.org/iris/app/home/detail?id=york:935313",yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"There are seven data sets associated with this article on IRIS, but no indication of this in article or elsewhere",https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,iris-database.org/iris/app/home/search?query=Jung+in+press,"www.iris-database.org/iris/app/home/detail?id=york:935306, https://www.iris-database.org/iris/app/home/detail?id=york:935307, https://www.iris-database.org/iris/app/home/detail?id=york:935308, https://www.iris-database.org/iris/app/home/detail?id=york:935309, https://www.iris-database.org/iris/app/home/detail?id=york:935310, https://www.iris-database.org/iris/app/home/detail?id=york:935311, https://www.iris-database.org/iris/app/home/detail?id=york:935313",TRUE,NA,NA,Studies in Second Language Acquisition,10.1017/S0272263118000165,2018,"Jung, Jookyoung; Révész, Andrea",THE EFFECTS OF READING ACTIVITY CHARACTERISTICS ON L2 READING PROCESSES AND NOTICING OF GLOSSED CONSTRUCTIONS
a000501,aniruddah,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/search?query5Jung1in1press,yes,NA,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,yes,NA,IRIS Digital Repository,no,NA,NA,NA,"The redirected link does not contain any hint of the data files, and seems like account needs to be created anyway, so would not have been possible to get data.",https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,iris-database.org/iris/app/home/search?query=Jung+in+press,www.iris-database.org/iris/app/home/search?query=Jung+in+press,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,Studies in Second Language Acquisition,10.1017/S0272263118000165,2018,"Jung, Jookyoung; Révész, Andrea",THE EFFECTS OF READING ACTIVITY CHARACTERISTICS ON L2 READING PROCESSES AND NOTICING OF GLOSSED CONSTRUCTIONS
a000501,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,iris-database.org/iris/app/home/search?query=Jung+in+press,other,Link did not lead to dataset,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,yes,NA,IRIS,no,NA,NA,NA,NA,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,https://www.iris-database.org/iris/app/home/search?query=Jung+in+press,iris-database.org/iris/app/home/search?query=Jung+in+press,www.iris-database.org/iris/app/home/search?query=Jung+in+press,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,Studies in Second Language Acquisition,10.1017/S0272263118000165,2018,"Jung, Jookyoung; Révész, Andrea",THE EFFECTS OF READING ACTIVITY CHARACTERISTICS ON L2 READING PROCESSES AND NOTICING OF GLOSSED CONSTRUCTIONS
a000511,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https:osf.io/mnz8j/,yes,NA,https:osf.io/mnz8j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/mnz8j/,https://osf.io/mnz8j/,https:osf.io/mnz8j,https:osf.io/mnz8j,NA,NA,NA,Psychological Science,10.1177/0956797619861429,2019,"Sellier, Anne-Laure; Scopelliti, Irene; Morewedge, Carey K.",Debiasing Training Improves Decision Making in the Field
a000511,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mnz8j/,yes,NA,https://osf.io/mnz8j/,yes,NA,OSF,yes,NA,yes,NA,Not have any problems,https://osf.io/mnz8j/,https://osf.io/mnz8j/,https:osf.io/mnz8j,osf.io/mnz8j,NA,NA,NA,Psychological Science,10.1177/0956797619861429,2019,"Sellier, Anne-Laure; Scopelliti, Irene; Morewedge, Carey K.",Debiasing Training Improves Decision Making in the Field
a000511,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,https:osf.io/mnz8j/,other,"The link as provided is malformed, but is simple and straightforward to fix (add the two forward slashes). After fixed url text, link resolves correctly",https://osf.io/mnz8j/,yes,NA,OSF,yes,NA,yes,NA,"Apart from url issue, straightforward",NA,https:osf.io/mnz8j/,https:osf.io/mnz8j,osf.io/mnz8j,NA,NA,NA,Psychological Science,10.1177/0956797619861429,2019,"Sellier, Anne-Laure; Scopelliti, Irene; Morewedge, Carey K.",Debiasing Training Improves Decision Making in the Field
a000515,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7bujx/,yes,NA,https://osf.io/7bujx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/7bujx/,osf.io/7bujx,osf.io/7bujx,TRUE,NA,NA,Psychological Science,10.1177/0956797614562863,2015,"McDonald, Melissa M.; Navarrete, Carlos David",Examining the Link Between Conception Risk and Intergroup Bias: The Importance of Conceptual Coherence
a000515,phuong,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7bujx/,yes,NA,https://osf.io/wgfnm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/7bujx/,osf.io/7bujx,osf.io/wgfnm,FALSE,coder pasted in resolved_url for a completely different study to the link_url - drop this record,NA,Psychological Science,10.1177/0956797614562863,2015,"McDonald, Melissa M.; Navarrete, Carlos David",Examining the Link Between Conception Risk and Intergroup Bias: The Importance of Conceptual Coherence
a000518,steve,2020-09-01,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",https://iris-database.org/iris/app/home/detail?id=york:934567,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Link was to home page of repository, had to search and then complete info form to download data",NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/detail?id=york:934567,TRUE,NA,NA,The Modern Language Journal,10.1111/modl.12509,2018,"Plonsky, Luke; Ghanbar, Hessameddin",Multiple Regression in L2 Research: A Methodological Synthesis and Guide to Interpreting R2 Values
a000518,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index,yes,NA,IRIS Digital Repository,yes,NA,yes,NA,"Redirects to home page of IRIS, but searching for authors leads to paper, and hence there are files that were downloaded.",NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/index,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,The Modern Language Journal,10.1111/modl.12509,2018,"Plonsky, Luke; Ghanbar, Hessameddin",Multiple Regression in L2 Research: A Methodological Synthesis and Guide to Interpreting R2 Values
a000532,aniruddah,2020-04-21,yes,NA,yes,NA,other,"This article does not have any explicitly mentioned link to the data, however supplementary materials have been mentioned, which have been downloaded individually and zipped into one file, although the materials were not from a recognized repository, rather a journal database.",1,1,https://doi.org/10.1002/jnr.24485,yes,NA,https://onlinelibrary.wiley.com/doi/abs/10.1002/jnr.24485,no,NA,NA,yes,NA,yes,NA,"This article does not have any explicitly mentioned link to the data, however supplementary materials have been mentioned, which have been downloaded individually and zipped into one file, although the materials were not from a recognized repository, rather a journal database.",NA,https://doi.org/10.1002/jnr.24485,doi.org/10.1002/jnr.24485,onlinelibrary.wiley.com/doi/abs/10.1002/jnr.24485,FALSE,coded by me - coder was not logged in to proxy when coding and hence only saw abstract version not full version - drop this record,NA,Journal of Neuroscience Research,10.1002/jnr.24485,2019,"Raad, Hussein; Robichon, Alain",The pleiotropic effects of Innexin genes expressed in Drosophila glia encompass wing chemosensory sensilla
a000532,steve,2020-08-09,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials,1,1,https://doi.org/10.1002/jnr.24485,yes,NA,https://onlinelibrary.wiley.com/doi/full/10.1002/jnr.24485,no,NA,NA,other,"Files exist, and mentions that data have been provided as supplementary files, but all files are images or Word documents - not the kind of data files expected for a study like this",yes,NA,The open peer review shows that editors recommended data be shared as supplemental files on website - still not clear if that actually happened though,NA,https://doi.org/10.1002/jnr.24485,doi.org/10.1002/jnr.24485,onlinelibrary.wiley.com/doi/full/10.1002/jnr.24485,TRUE,NA,NA,Journal of Neuroscience Research,10.1002/jnr.24485,2019,"Raad, Hussein; Robichon, Alain",The pleiotropic effects of Innexin genes expressed in Drosophila glia encompass wing chemosensory sensilla
a000547,kongmanas,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,http://hdl.handle.net/1902.29/11793,yes,NA,https://dataverse.unc.edu/citation?persistentId=hdl:1902.29/11793,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://hdl.handle.net/1902.29/11793,hdl.handle.net/1902.29/11793,dataverse.unc.edu/citation?persistentId=hdl:1902.29/11793,FALSE,unclear how coder arrived at the resolved_url they claim - that url directs to the other resolved_url value,https://dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793,Psychological Science,10.1177/0956797614553947,2015,"Brown-Iannuzzi, Jazmin L.; Lundberg, Kristjen B.; Kay, Aaron C.; Payne, B. Keith",Subjective Status Shapes Political Preferences
a000547,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,hdl.handle.net/1902.29/11793,yes,NA,https://dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793,yes,NA,Dataverse,yes,NA,yes,NA,NA,NA,hdl.handle.net/1902.29/11793,hdl.handle.net/1902.29/11793,dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793,TRUE,NA,NA,Psychological Science,10.1177/0956797614553947,2015,"Brown-Iannuzzi, Jazmin L.; Lundberg, Kristjen B.; Kay, Aaron C.; Payne, B. Keith",Subjective Status Shapes Political Preferences
a000563,oliver,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/4x8mu,yes,NA,https://osf.io/4x8mu/,yes,NA,OSF,yes,NA,other,"Zip file did download, but computer could not extract zip file",NA,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu,FALSE,coder apparently ignored the view id part of the url - drop,NA,Analyses of Social Issues and Public Policy,10.1111/asap.12172,2019,"Kroeper, Kathryn M.; Muenks, Katherine; Murphy, Mary C.",Marriage Equality: On the Books and on the Ground? An Experimental Audit Study of Beliefs and Behavior towards Same-Sex and Interracial Couples in the Wedding Industry
a000563,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,OSF,yes,NA,yes,NA,"Here there were again two links in the article, and both seemed to be relevant sources of data, and are both listed henceforth. Multiple download files in one source, as again, article had seperate studies with seperate data sets.",https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,TRUE,NA,NA,Analyses of Social Issues and Public Policy,10.1111/asap.12172,2019,"Kroeper, Kathryn M.; Muenks, Katherine; Murphy, Mary C.",Marriage Equality: On the Books and on the Ground? An Experimental Audit Study of Beliefs and Behavior towards Same-Sex and Interracial Couples in the Wedding Industry
a000563,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,OSF,yes,NA,yes,NA,The embedded link is different to the in-text link,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,https://osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,TRUE,NA,NA,Analyses of Social Issues and Public Policy,10.1111/asap.12172,2019,"Kroeper, Kathryn M.; Muenks, Katherine; Murphy, Mary C.",Marriage Equality: On the Books and on the Ground? An Experimental Audit Study of Beliefs and Behavior towards Same-Sex and Interracial Couples in the Wedding Industry
a000581,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/n8v3c/,other,Link led to sign-in page requiring OSF membership,(resolved url not entered by coder),yes,NA,OSF,other,Link led to sign-in page requiring OSF membership,no,NA,NA,https://osf.io/n8v3c/,https://osf.io/n8v3c/,osf.io/n8v3c,(resolved url not entered by coder),FALSE,I need to update my coding,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.02.002,2019,"Liu, Jinyu; Thomas, Jason Michael; Higgs, Suzanne","The relationship between social identity, descriptive social norms and eating intentions and behaviors"
a000581,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/n8v3c/,yes,NA,https://accounts.osf.io/login?service=https://osf.io/n8v3c/,yes,NA,OSF,other,Require login,no,NA,Study 3 data. Could not access as login required,https://osf.io/n8v3c/,https://osf.io/n8v3c/,osf.io/n8v3c,accounts.osf.io/login?service=https://osf.io/n8v3c,FALSE,I need to update my coding,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.02.002,2019,"Liu, Jinyu; Thomas, Jason Michael; Higgs, Suzanne","The relationship between social identity, descriptive social norms and eating intentions and behaviors"
a000581,steve,2020-11-04,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/n8v3c/,yes,NA,https://osf.io/n8v3c/,yes,NA,OSF,other,OSF account with access required,no,NA,"This OSF project not made public. Coding updated to clarify the resolved_url (use url when logged in, which returns the permission needed message, rather than the login redirection url).",https://osf.io/n8v3c/,https://osf.io/n8v3c/,osf.io/n8v3c,osf.io/n8v3c,NA,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.02.002,2019,"Liu, Jinyu; Thomas, Jason Michael; Higgs, Suzanne","The relationship between social identity, descriptive social norms and eating intentions and behaviors"
a000608,kongmanas,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/9ungb/,yes,NA,https://osf.io/9ungb,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,osf.io/9ungb/,osf.io/9ungb,osf.io/9ungb,TRUE,NA,NA,Psychological Science,10.1177/0956797618801013,2018,"Srna, Shalena; Schrift, Rom Y.; Zauberman, Gal",The Illusion of Multitasking and Its Positive Effect on Performance
a000608,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,osf.io/9ungb/.,yes,NA,osf.io/9ungb/.,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,osf.io/9ungb/.,osf.io/9ungb,osf.io/9ungb/.,FALSE,coder added full stop to end of resolved_url and link_url - pasted twice?,https://osf.io/9ungb,Psychological Science,10.1177/0956797618801013,2018,"Srna, Shalena; Schrift, Rom Y.; Zauberman, Gal",The Illusion of Multitasking and Its Positive Effect on Performance
a000615,matthew,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vy62h/,yes,NA,https://osf.io/vy62h/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,NA,https://osf.io/vy62h/,osf.io/vy62h,osf.io/vy62h,TRUE,NA,NA,Psychological Science,10.1177/0956797619870779,2019,"Yashar, Amit; Wu, Xiuyun; Chen, Jiageng; Carrasco, Marisa",Crowding and Binding: Not All Feature Dimensions Behave in the Same Way
a000615,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,osf.io/vy62h,yes,NA,https://osf.io/vy62h/,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary material "" at the journal's website - this link was ignored, since it just contains additional analysis, instead of data.",NA,osf.io/vy62h,osf.io/vy62h,osf.io/vy62h,TRUE,NA,NA,Psychological Science,10.1177/0956797619870779,2019,"Yashar, Amit; Wu, Xiuyun; Chen, Jiageng; Carrasco, Marisa",Crowding and Binding: Not All Feature Dimensions Behave in the Same Way
a000615,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/vy62h,yes,NA,http://www.osf.io/vy62h,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://www.osf.io/vy62h,osf.io/vy62h,www.osf.io/vy62h,FALSE,coder pasted link_url as resolved_url,https://osf.io/vy62h/,Psychological Science,10.1177/0956797619870779,2019,"Yashar, Amit; Wu, Xiuyun; Chen, Jiageng; Carrasco, Marisa",Crowding and Binding: Not All Feature Dimensions Behave in the Same Way
a000688,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",https://iris-database.org/iris/app/home/detail?id=york:936142,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Article just links to the IRIS homepage, searching required to find data/materials",NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/detail?id=york:936142,TRUE,NA,NA,The Modern Language Journal,10.1111/modl.12555,2019,"Dewaele, Jean-Marc; Magdalena, Andrea Franco; Saito, Kazuya",The Effect of Perception of Teacher Characteristics on Spanish EFL Learners’ Anxiety and Enjoyment
a000688,phuong,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=5905D5F3E14607BE2F189A7E919C416B,yes,NA,IRIS,yes,NA,other,an account was required to access the data,NA,NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/index;jsessionid=5905D5F3E14607BE2F189A7E919C416B,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,The Modern Language Journal,10.1111/modl.12555,2019,"Dewaele, Jean-Marc; Magdalena, Andrea Franco; Saito, Kazuya",The Effect of Perception of Teacher Characteristics on Spanish EFL Learners’ Anxiety and Enjoyment
a000688,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=7C12F018F2CB4D304C0F4F45AB231D2D,yes,NA,IRIS repository,other,led to the IRIS homepage,no,NA,I didn't have any problems with this article,NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/index;jsessionid=7C12F018F2CB4D304C0F4F45AB231D2D,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,The Modern Language Journal,10.1111/modl.12555,2019,"Dewaele, Jean-Marc; Magdalena, Andrea Franco; Saito, Kazuya",The Effect of Perception of Teacher Characteristics on Spanish EFL Learners’ Anxiety and Enjoyment
a000718,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,4,3,osf.io/df74g,yes,NA,http://osf.io/df74g,yes,NA,OSF,yes,NA,other,"Mixed. Some zip files opened, others ""operation not permitted""",NA,NA,osf.io/df74g,osf.io/df74g,osf.io/df74g,TRUE,NA,NA,European Journal of Personality,10.1002/per.2224,2019,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence
a000718,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,4,3,https://osf.io/df74g/,yes,NA,https://osf.io/df74g/files/,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links. All files downloaded,NA,https://osf.io/df74g/,osf.io/df74g,osf.io/df74g/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,http://osf.io/df74g,European Journal of Personality,10.1002/per.2224,2019,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence
a000718,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,4,4,osf.io/v9b7j,yes,NA,http://osf.io/v9b7j,yes,NA,OSF,yes,NA,other,"Mixed. Some zip files opened, others ""operation not permitted""",NA,NA,osf.io/v9b7j,osf.io/v9b7j,osf.io/v9b7j,TRUE,NA,NA,European Journal of Personality,10.1002/per.2224,2019,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence
a000718,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,4,4,https://osf.io/v9b7j/,yes,NA,https://osf.io/v9b7j/files/,yes,NA,OSF,yes,NA,yes,NA,Article had 4 links. All files downloaded,NA,https://osf.io/v9b7j/,osf.io/v9b7j,osf.io/v9b7j/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,http://osf.io/v9b7j,European Journal of Personality,10.1002/per.2224,2019,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence
a000720,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,10.6084/m9.figshare.7854731,yes,NA,https://figshare.com/articles/Attachment/7854731,yes,NA,Figshare,yes,NA,yes,NA,"Straightforward, no issues",10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,figshare.com/articles/Attachment/7854731,TRUE,NA,NA,Clinical Psychological Science,10.1177/2167702619866387,2019,"Bryant, Richard A.; Datta, Shiksha",Reconsolidating Intrusive Distressing Memories by Thinking of Attachment Figures
a000720,nguyenlam,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,10.6084/m9.figshare.7854731,other,"Need to access ''figsgare.com'' first, then search for the given code",https://figshare.com/search?q=10.6084%2Fm9.figshare.7854731&searchMode=1,yes,NA,Figshare,yes,NA,yes,NA,"Note in ""Link_works_noneither""",10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,figshare.com/search?q=10.6084%2Fm9.figshare.7854731&searchMode=1,FALSE,coder searched figshare.com for the DOI and pasted search result url,https://figshare.com/articles/Attachment/7854731,Clinical Psychological Science,10.1177/2167702619866387,2019,"Bryant, Richard A.; Datta, Shiksha",Reconsolidating Intrusive Distressing Memories by Thinking of Attachment Figures
a000722,nguyenlam,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://n2t.net/ark:/13030/m5bc629d,yes,NA,https://merritt.cdlib.org/m/ark:%252F13030%252Fm5bc629d,yes,NA,Merritt,yes,NA,yes,NA,Not have any problems,NA,http://n2t.net/ark:/13030/m5bc629d,n2t.net/ark:/13030/m5bc629d,merritt.cdlib.org/m/ark:%252F13030%252Fm5bc629d,FALSE,encoding issue with url - slash / is being double encoded from %2F to %252F,https://merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d,Psychological Science,10.1177/0956797615586403,2015,"Eisenbruch, Adar B.; Simmons, Zachary L.; Roney, James R.",Lady in Red: Hormonal Predictors of Women’s Clothing Choices
a000722,steve,2020-07-25,yes,NA,yes,NA,yes,NA,1,1,http://n2t.net/ark:/13030/m5bc629d,yes,NA,https://merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d,yes,NA,Merritt,yes,NA,yes,NA,"Straightforward, no issues",NA,http://n2t.net/ark:/13030/m5bc629d,n2t.net/ark:/13030/m5bc629d,merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d,TRUE,NA,NA,Psychological Science,10.1177/0956797615586403,2015,"Eisenbruch, Adar B.; Simmons, Zachary L.; Roney, James R.",Lady in Red: Hormonal Predictors of Women’s Clothing Choices
a000745,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/uqg5m/,yes,NA,https://osf.io/uqg5m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,osf.io/uqg5m/,osf.io/uqg5m/,hppt://www.osf.io/uqg5m/#)),osf.io/uqg5m,NA,NA,NA,Psychological Science,10.1177/0956797618784887,2018,"Corbett, Jennifer E.; Munneke, Jaap",“It’s Not a Tumor”: A Framework for Capitalizing on Individual Diversity to Boost Target Detection
a000745,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,hppt://www.osf.io/uqg5m/#)),other,"The embedded url and the in-text url have issues that renders a straight-up attempt to follow the link a failure. However, it is straightforward to fix the url (do not include the invalid protocol at the start and omit the invalid characters at the end) so that it works.",https://osf.io/uqg5m/,yes,NA,OSF,yes,NA,yes,NA,"Apart from url issue, straightforward",NA,hppt://www.osf.io/uqg5m/#)),hppt://www.osf.io/uqg5m/#)),osf.io/uqg5m,NA,NA,NA,Psychological Science,10.1177/0956797618784887,2018,"Corbett, Jennifer E.; Munneke, Jaap",“It’s Not a Tumor”: A Framework for Capitalizing on Individual Diversity to Boost Target Detection
a000745,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,osf.io/uqg5m/#,yes,NA,osf.io/uqg5m/#,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,osf.io/uqg5m/,osf.io/uqg5m/,hppt://www.osf.io/uqg5m/#)),osf.io/uqg5m/#,NA,NA,NA,Psychological Science,10.1177/0956797618784887,2018,"Corbett, Jennifer E.; Munneke, Jaap",“It’s Not a Tumor”: A Framework for Capitalizing on Individual Diversity to Boost Target Detection
a000745,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,osf.io/uqg5m/#,yes,NA,https://osf.io/uqg5m/#,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,osf.io/uqg5m/,osf.io/uqg5m/,hppt://www.osf.io/uqg5m/#)),osf.io/uqg5m/#,NA,NA,NA,Psychological Science,10.1177/0956797618784887,2018,"Corbett, Jennifer E.; Munneke, Jaap",“It’s Not a Tumor”: A Framework for Capitalizing on Individual Diversity to Boost Target Detection
