study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,3,https://figshare.com/s/0bfe19464337b17fb326,yes,NA,https://figshare.com/s/0bfe19464337b17fb326,yes,NA,Figshare,yes,NA,yes,NA,"Straightforward, no issues",https://figshare.com/s/0bfe19464337b17fb326,https://figshare.com/s/0bfe19464337b17fb326,figshare.com/s/0bfe19464337b17fb326,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
a001476,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,2,2,https://forscenter.ch/en/our-surveys/swiss-household-panel/,no,error 404',NA,NA,NA,NA,NA,NA,NA,NA,NA,http://forscenter.ch/en/our-surveys/swiss-household-panel/,http://forscenter.ch/en/our-surveys/swiss-household-panel/,forscenter.ch/en/our-surveys/swiss-household-panel,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,2,http://forscenter.ch/en/our-surveys/swiss-household-panel/,other,"Link as provided results in a 404 error, but the links on the website make it very easy to find the updated location of the data (link via https://forscenter.ch/projects/swiss-household-panel/)",https://forsbase.unil.ch/project/study-public-overview/16970/0/,yes,NA,FORSbase,other,Files require an account login to access,no,NA,Access to data controlled by the FORSbase staff (see https://forsbase.unil.ch/base/faqs/#1.2 - not guaranteed that data can be accessed),http://forscenter.ch/en/our-surveys/swiss-household-panel/,http://forscenter.ch/en/our-surveys/swiss-household-panel/,forscenter.ch/en/our-surveys/swiss-household-panel,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
a001476,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,2,1,http://www.worldvaluessurvey.org/,yes,NA,http://www.worldvaluessurvey.org/wvs.jsp,yes,NA,World Values Survey,no,NA,NA,NA,links to the general homepage for the repository,http://www.worldvaluessurvey.org/,http://www.worldvaluessurvey.org/,www.worldvaluessurvey.org,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,1,http://www.worldvaluessurvey.org/,yes,NA,http://www.worldvaluessurvey.org/wvs.jsp,no,NA,NA,other,"The link is the project homepage, had to follow links to find some files to access (and it is not clear which files are relevant). Also, need to agree with terms of use before downloading (but no registration/approval required per se).",partial,"Many files across different pages, just downloaded codebook for Wave 7 to check","It looks like data is quite easily potentially available, with only a small amount of gatekeeping",http://www.worldvaluessurvey.org/,http://www.worldvaluessurvey.org/,www.worldvaluessurvey.org,FALSE,i fixed issue with broken link,Psychological Science,10.1177/0956797618798620,2018,"Sommet, Nicolas; Morselli, Davide; Spini, Dario",Income Inequality Affects the Psychological Health of Only the People Facing Scarcity
a001501,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.7910/DVN/DEMP8Q,no,DOI not found,NA,NA,NA,NA,NA,NA,NA,NA,Error: DOI not found,NA,https://dx.doi.org/10.7910/DVN/DEMP8Q,dx.doi.org/10.7910/DVN/DEMP8Q,FALSE,i fixed issue with broken link,American Journal of Political Science,10.1111/ajps.12312,2017,"Hemker, Johannes; Rink, Anselm",Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices
a001501,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/DEMP8Q,other,DOI not found; data found by searching Harvard Dataverse by author name,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NMJ4W9,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Original link did not work, DOI does not exist",NA,http://dx.doi.org/10.7910/DVN/DEMP8Q,dx.doi.org/10.7910/DVN/DEMP8Q,FALSE,i fixed issue with broken link,American Journal of Political Science,10.1111/ajps.12312,2017,"Hemker, Johannes; Rink, Anselm",Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,3,http://journals.sagepub.com/doi/suppl/10.1177/0956797618761661,yes,NA,https://journals.sagepub.com/doi/suppl/10.1177/0956797618761661,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",http://journals.sagepub.com/doi/suppl/10.1177/0956797618761661,http://journals.sagepub.com/doi/suppl/10.1177/0956797618761661,journals.sagepub.com/doi/suppl/10.1177/0956797618761661,FALSE,i coded an additional link,Psychological Science,10.1177/0956797618761661,2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan",Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://nces.ed.gov/ecls/dataproducts.asp,no,Error 403: Forbidden - access is denied,NA,NA,NA,NA,NA,NA,NA,NA,Error 403 - Forbidden access to link 2,https://nces.ed.gov/ecls/dataproducts.asp,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,FALSE,i coded an additional link,Psychological Science,10.1177/0956797618761661,2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan",Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,2,https://nces.ed.gov/ecls/dataproducts.asp,yes,NA,https://nces.ed.gov/ecls/dataproducts.asp,yes,NA,NCES,yes,NA,partial,Total download size exceeded 100MB,"Site has many large files for download, but all seem publicly available",https://nces.ed.gov/ecls/dataproducts.asp,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,FALSE,i coded an additional link,Psychological Science,10.1177/0956797618761661,2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan",Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,ICPSR,other,"Text in the article mentions: Our data-use agreement prevented us from posting these data online, but the data set is available on request from the ICPSR website - so cannot seem to access open data",no,NA,Cannot seem to access open data as need to request it from ICPSR,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,FALSE,i coded an additional link,Psychological Science,10.1177/0956797618761661,2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan",Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,https://www.icpsr.umich.edu/web/ICPSR/series/00233,yes,NA,ICPSR,other,Permission required to access data files,no,NA,Permission required to access data files,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,FALSE,i coded an additional link,Psychological Science,10.1177/0956797618761661,2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan",Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes
