study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,review_coding,review_note
a000311,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/du5jc/,yes,NA,https://osf.io/du5jc/,yes,NA,OSF,yes,NA,other,files over 100MB,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",NA,https://osf.io/du5jc/,osf.io/du5jc,NA,https://osf.io/du5jc/,osf.io/du5jc,NA,NA
a000318,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://github.com/langcog/KTE,yes,NA,https://github.com/langcog/KTE,yes,NA,Github,yes,NA,other,Data files exceeded 100MB,I didn't have any problems with this article,NA,https://github.com/langcog/KTE,github.com/langcog/KTE,NA,https://github.com/langcog/KTE,github.com/langcog/KTE,NA,NA
a000318,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://github.com/langcog/KTE,yes,NA,https://github.com/langcog/KTE,yes,NA,Github,yes,NA,other,file over 100MB,I didn't have any problems with this article,NA,https://github.com/langcog/KTE,github.com/langcog/KTE,NA,https://github.com/langcog/KTE,github.com/langcog/KTE,NA,NA
a000340,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7a9tt/,yes,NA,https://osf.io/7a9tt/,yes,NA,OSF,yes,NA,other,files size exceeded 100MB,I didn't have any problems with this article,NA,https://osf.io/7a9tt/,osf.io/7a9tt,NA,https://osf.io/7a9tt/,osf.io/7a9tt,NA,NA
a000340,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7a9tt/,yes,NA,https://osf.io/7a9tt/,yes,NA,OSF,yes,NA,other,File size > 100 MB,Did not download files as they were greater than 100MB,NA,https://osf.io/7a9tt/,osf.io/7a9tt,NA,https://osf.io/7a9tt/,osf.io/7a9tt,NA,NA
a000345,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/rf3ys/,yes,NA,https://osf.io/rf3ys/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,https://osf.io/rf3ys/,https://osf.io/rf3ys/,osf.io/rf3ys,NA,https://osf.io/rf3ys/,osf.io/rf3ys,NA,NA
a000345,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rf3ys/,yes,NA,https://osf.io/rf3ys/,yes,NA,OSF,yes,NA,other,was able to download one zip file but the second was over 100MB,I didn't have any problems with this article,https://osf.io/rf3ys/,https://osf.io/rf3ys/,osf.io/rf3ys,NA,https://osf.io/rf3ys/,osf.io/rf3ys,NA,NA
a000359,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5284/1011888,yes,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,yes,NA,Archaeology Data Service,yes,NA,partial,"Hundreds of files organised into seven sections, downloaded one file from each section",NA,NA,https://doi.org/10.5284/1011888,doi.org/10.5284/1011888,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,archaeologydataservice.ac.uk/archives/view/t5_framework_2011,NA,NA
a000359,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5284/1011888,yes,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,yes,NA,Archaeology Data Service,yes,NA,partial,Repository contained hundreds of files organised into seven sections (folder). Downloaded at least one file from each section to check,"Straightforward, no issues",NA,https://doi.org/10.5284/1011888,doi.org/10.5284/1011888,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,archaeologydataservice.ac.uk/archives/view/t5_framework_2011,NA,NA
a000391,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,4,3,European Bioinformations Institute Accession No. PRJEB11414,other,Needed to navigate to European Bioinformatics Institute website and search by accession number,https://www.ebi.ac.uk/ena/browser/view/PRJEB11414,yes,NA,European Nucleotide Archive,yes,NA,partial,Files exceed 100MB - single file plus metadata downloaded,Large genetic dataset many GB,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,NA,https://www.ebi.ac.uk/ena/browser/view/PRJEB11414,www.ebi.ac.uk/ena/browser/view/PRJEB11414,NA,NA
a000392,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/RJAUNW,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,yes,NA,Harvard Dataverse Network,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,http://dx.doi.org/10.7910/DVN/RJAUNW,dx.doi.org/10.7910/DVN/RJAUNW,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,NA,NA
a000392,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/RJAUNW,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,yes,NA,Harvard Dataverse Network,yes,NA,other,over 100MB file,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/RJAUNW,dx.doi.org/10.7910/DVN/RJAUNW,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW,NA,NA
a000407,evelyn,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,http://hdl.handle.net/10871/24754.,yes,NA,https://ore.exeter.ac.uk/repository/handle/10871/24754,yes,NA,ORE: Open Research Exeter,yes,NA,other,Total data file size is 5.188GB,Total data file size is 5.188GB and was therefore not downloaded,NA,http://hdl.handle.net/10871/24754.,hdl.handle.net/10871/24754,NA,https://ore.exeter.ac.uk/repository/handle/10871/24754,ore.exeter.ac.uk/repository/handle/10871/24754,NA,NA
a000407,kongmanas,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,http://hdl.handle.net/10871/24754,yes,NA,https://ore.exeter.ac.uk/repository/handle/10871/24754,yes,NA,The University of exeter repositary,yes,NA,other,It took more than 15 minutes to download The data files,It took more than 15 minutes to download The data files,NA,http://hdl.handle.net/10871/24754,hdl.handle.net/10871/24754,NA,https://ore.exeter.ac.uk/repository/handle/10871/24754,ore.exeter.ac.uk/repository/handle/10871/24754,NA,NA
a000409,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.4742935.v2,yes,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,yes,NA,Figshare,yes,NA,other,File >100MB,File 375MB. Did not upload to Drive,https://doi.org/10.6084/m9.figshare.4742935.v2,https://doi.org/10.6084/m9.figshare.4742935.v2,doi.org/10.6084/m9.figshare.4742935.v2,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,NA,NA
a000409,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.4742935.v2,yes,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,yes,NA,Figshare,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,https://doi.org/10.6084/m9.figshare.4742935.v2,https://doi.org/10.6084/m9.figshare.4742935.v2,doi.org/10.6084/m9.figshare.4742935.v2,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,NA,NA
a000426,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,http://catalogue.ceda.ac.uk/uuid/4dc84 50d88 9a491 ebb20 e724d ebe2dfb,yes,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,The CEDA Archive,yes,NA,other,Account required for access,NA,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,NA,NA
a000426,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,The CEDA Archive,yes,NA,other,Account required to access data,Account required to access data,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,NA,NA
a000429,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,2,1,http://reshare.ukdataservice.ac.uk/852716/,yes,NA,http://reshare.ukdataservice.ac.uk/852716/,yes,NA,UK Data Service,yes,NA,no,NA,Unable to download files without login/appropriate access,NA,http://reshare.ukdataservice.ac.uk/852716/,reshare.ukdataservice.ac.uk/852716,NA,http://reshare.ukdataservice.ac.uk/852716/,reshare.ukdataservice.ac.uk/852716,NA,NA
a000429,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,http://reshare.ukdataservice.ac.uk/852716/,yes,NA,http://reshare.ukdataservice.ac.uk/852716/,yes,NA,UK Data Service,yes,NA,no,NA,required a sign in,NA,http://reshare.ukdataservice.ac.uk/852716/,reshare.ukdataservice.ac.uk/852716,NA,http://reshare.ukdataservice.ac.uk/852716/,reshare.ukdataservice.ac.uk/852716,NA,NA
a000443,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.7289/V5QJ7F8R,yes,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,yes,NA,NCEI (NOAA),yes,NA,partial,"Ongoing project with hundreds of files, downloaded a sample to check",NA,NA,https://dx.doi.org/10.7289/V5QJ7F8R,dx.doi.org/10.7289/V5QJ7F8R,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,NA,NA
a000443,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7289/V5QJ7F8R,yes,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,yes,NA,NCEI,yes,NA,partial,"Ongoing project, hundreds of files across dozens of folders. A sample downloaded to check only","Straightforward, no issues",NA,http://dx.doi.org/10.7289/V5QJ7F8R,dx.doi.org/10.7289/V5QJ7F8R,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,NA,NA
a000446,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/k3fj6/,yes,NA,https://osf.io/k3fj6/,yes,NA,OSF,yes,NA,other,Download size exceeded 100MB,Download size exceeded 100MB.,NA,https://osf.io/k3fj6/,osf.io/k3fj6,NA,https://osf.io/k3fj6/,osf.io/k3fj6,NA,NA
a000446,nguyenlam,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/k3fj6/,yes,NA,https://osf.io/k3fj6/,yes,NA,OSF,yes,NA,other,"Extremely large file (approx 5GB). It can be donwloaded within 15 miniutes but it takes hours to upload to Drive, so I do not upload it yet.","- Note in ""download_success_other"": the file's size is too large to upload to Drive;
- Along with the hyberlink to data, the link can also be accessed directly by clicking to the badge in 1st page;
- There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data.",NA,https://osf.io/k3fj6/,osf.io/k3fj6,NA,https://osf.io/k3fj6/,osf.io/k3fj6,NA,NA
a000475,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qknug/,yes,NA,https://osf.io/qknug/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,https://osf.io/qknug/,osf.io/qknug,NA,https://osf.io/qknug/,osf.io/qknug,NA,NA
a000475,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,www.osf.io/qknug,yes,NA,https://osf.io/qknug,yes,NA,OSF,yes,NA,other,All file sizes exceeded 100MB,Did not download the files as the file sizes were too big,NA,www.osf.io/qknug,osf.io/qknug,NA,https://osf.io/qknug,osf.io/qknug,NA,NA
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,2,BioProject Accession No. PRJNA574440,other,Needed to navigate to BioProject website and search by accession number,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440,yes,NA,BioProject,yes,NA,partial,repo has 31 data files to download - just downloaded the first file in list,No hyperlink to data - just accession number and name of repo,BioProject Accession No. PRJNA574440,BioProject Accession No. PRJNA574440,BioProject Accession No. PRJNA574440,NA,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440,www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440,NA,NA
a000527,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5285/7925d ed722 d743f a8259 a93ac c7073f2,yes,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,yes,NA,The CEDA Archive,yes,NA,other,Some files timed out,NA,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,NA,NA
a000527,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,yes,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,yes,NA,The CEDA Archive,yes,NA,other,Downloads for some files kept timing out,Note that dataset has been superceded; downloads for some files kept timing out,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,NA,NA
a000539,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/px8h3/,yes,NA,https://osf.io/px8h3/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,NA,https://osf.io/px8h3/,osf.io/px8h3,NA,https://osf.io/px8h3/,osf.io/px8h3,NA,NA
a000539,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,osf.io/px8h3/,yes,NA,https://osf.io/px8h3/,yes,NA,OSF,yes,NA,other,File >100 MB,NA,NA,osf.io/px8h3/,osf.io/px8h3,NA,https://osf.io/px8h3/,osf.io/px8h3,NA,NA
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,2,https://10.6084/m9.figshare.9225476,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.62GB),https://10.6084/m9.figshare.9225476,https://10.6084/m9.figshare.9225476,10.6084/m9.figshare.9225476,NA,https://figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,NA,NA
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,3,https://10.6084/m9.figshare.9227495,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.89GB),https://10.6084/m9.figshare.9227495,https://10.6084/m9.figshare.9227495,10.6084/m9.figshare.9227495,NA,https://figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,NA,NA
a000581,steve,2020-11-04,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/n8v3c/,yes,NA,https://osf.io/n8v3c/,yes,NA,OSF,other,OSF account with access required,no,NA,"This OSF project not made public. Coding updated to clarify the resolved_url (use url when logged in, which returns the permission needed message, rather than the login redirection url).",https://osf.io/n8v3c/,https://osf.io/n8v3c/,osf.io/n8v3c,https://osf.io/n8v3c/,https://osf.io/n8v3c/,osf.io/n8v3c,NA,NA
a000583,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/u8sdh/,yes,NA,https://osf.io/u8sdh/,yes,NA,OSF,yes,NA,other,File >100MB,File was very large (>100MB) so not uploaded to Drive,NA,https://osf.io/u8sdh/,osf.io/u8sdh,NA,https://osf.io/u8sdh/,osf.io/u8sdh,NA,NA
a000583,oliver,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,osf.io/u8sdh/,yes,NA,https://osf.io/u8sdh/,yes,NA,OSF,yes,NA,other,File >100MB,NA,NA,osf.io/u8sdh/,osf.io/u8sdh,NA,https://osf.io/u8sdh/,osf.io/u8sdh,NA,NA
a000601,steve,2020-11-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4bwq3/,other,"link works, but links to an OSF Registries page which does not include any data files. But, if one visits the project that the linked project is a frozen registration of, one can find files. Additionally, the second project contains a link to analysis scripts on GitHub that is not provided in the article","https://osf.io/fc463/, https://github.com/arotto/lottery",yes,NA,"OSF, Github",other,"Could get data files from OSF, code files from Github, but Github also mentions that the user needs a US Census API key to access US Census data - this was not mentioned at any point before, and counts as data requiring registration/permission",partial,"Downloaded OSF data, Github code, but not US Census data",This is a complex case - look at notes,NA,https://osf.io/4bwq3/,osf.io/4bwq3,"https://osf.io/fc463/, https://github.com/arotto/lottery","https://osf.io/fc463/, https://github.com/arotto/lottery","osf.io/fc463/, https://github.com/arotto/lottery",NA,NA
a000618,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,yes,NA,figshare,yes,NA,partial,Over 100MB of data files,NA,NA,http://dx.doi.org/10.6084/m9.figshare.1275172,dx.doi.org/10.6084/m9.figshare.1275172,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,NA,NA
a000618,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,yes,NA,figshare,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,http://dx.doi.org/10.6084/m9.figshare.1275172,dx.doi.org/10.6084/m9.figshare.1275172,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,NA,NA
a000651,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sqp6z/,yes,NA,https://osf.io/sqp6z/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,NA,https://osf.io/sqp6z/,osf.io/sqp6z,NA,https://osf.io/sqp6z/,osf.io/sqp6z,NA,NA
a000651,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,osf.io/sqp6z/,yes,NA,https://osf.io/sqp6z/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,NA,osf.io/sqp6z/,osf.io/sqp6z,NA,https://osf.io/sqp6z/,osf.io/sqp6z,NA,NA
a000655,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://db.humanconnectome.org/,yes,NA,https://db.humanconnectome.org/app/template/Login.vm,yes,NA,Connectome db,other,Require login,no,NA,Could not access as login needed,NA,https://db.humanconnectome.org/,db.humanconnectome.org,NA,https://db.humanconnectome.org/app/template/Login.vm,db.humanconnectome.org/app/template/Login.vm,NA,NA
a000655,michelle,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://db.humanconnectome.org,yes,NA,https://db.humanconnectome.org/app/template/Login.vm,yes,NA,CONNECT TO ME DB,other,Link directs to log in screen - seems as if login is required to access data,no,NA,"Login seems to be required to access data, but there was a supplementary data link: https://doi.org/10.1016/j.cortex.2019.04.015.",NA,https://db.humanconnectome.org,db.humanconnectome.org,NA,https://db.humanconnectome.org/app/template/Login.vm,db.humanconnectome.org/app/template/Login.vm,NA,NA
a000673,michelle,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/HI1X4O,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,yes,NA,HAVARD DATAVERSE,yes,NA,other,File size > 100MB,Did not download files as they were greater than 100MB,NA,https://doi.org/10.7910/DVN/HI1X4O,doi.org/10.7910/DVN/HI1X4O,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,NA,NA
a000673,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/HI1X4O,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,yes,NA,Harvard Dataverse Network,yes,NA,other,zip file was over 100MB,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/HI1X4O,doi.org/10.7910/DVN/HI1X4O,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O,NA,NA
a000681,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.3371710,yes,NA,https://zenodo.org/record/3371710#.Xy1cjGovPUo,yes,NA,Zenodo,yes,NA,partial,Over 100MB of data files,NA,NA,https://doi.org/10.5281/zenodo.3371710,doi.org/10.5281/zenodo.3371710,https://zenodo.org/record/3371710,https://zenodo.org/record/3371710,zenodo.org/record/3371710,NA,NA
a000681,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.3371710,yes,NA,https://zenodo.org/record/3371710,yes,NA,Zenodo,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,https://doi.org/10.5281/zenodo.3371710,doi.org/10.5281/zenodo.3371710,https://zenodo.org/record/3371710,https://zenodo.org/record/3371710,zenodo.org/record/3371710,NA,NA
a000683,andy,2020-08-25,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,Archaeology Data Service,yes,NA,partial,Over 100MB of data files,No issues,NA,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,NA,NA
a000683,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,Archaeology Data Service,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,NA,NA
a000717,andy,2020-08-31,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.18113/D3W375,yes,NA,http://www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,yes,NA,datacommons@psu,yes,NA,partial,Over 100MB of data files,No issues,NA,https://doi.org/10.18113/D3W375,doi.org/10.18113/D3W375,NA,http://www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,NA,NA
a000717,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.18113/D3W375,yes,NA,http://www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,yes,NA,datacommons@psu,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues",NA,https://doi.org/10.18113/D3W375,doi.org/10.18113/D3W375,NA,http://www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171,NA,NA
a000792,andy,2020-08-31,yes,NA,yes,NA,yes,NA,6,3,10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,yes,NA,https://catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,yes,NA,UK Centre for Ecology & Hydrology,yes,NA,other,Account required to access data,"DOIs only, not URLs; account required to access data",NA,10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,NA,https://catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,NA,NA
