study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_url,link_number,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,use_code,review_note
a000955,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,ICPSR,yes,NA,other,"2 out of the 4 files were over 100MB, the other two gave different options for the type of file wanted (e.g. documentation only. Some file types such as SAS required a log in. I was able to download the 'documentation only' files for these two.",NA,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a000955,steve,2020-11-05,yes,NA,yes,NA,yes,NA,1,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,1,yes,NA,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,ICPSR,other,"Account required, may need to be from an approved institution",no,NA,"link chain to data files was 2 steps, somewhat clear which of the available datasets were relevant, account/access needed to download files",NA,http://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,https://www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,TRUE,
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,other,requires a login to access data/materials,https://midus.colectica.org/Account/Login,yes,NA,Midus,other,requires login to access files,other,requires login to access files,Login required to access and download files,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/Account/Login,no,NA,NA,other,Requires login,no,NA,Link required login,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,other,"Works, but takes me to login screen",https://midus.colectica.org/Account/Login,other,Not 100% sure,MIDUS,other,Could not access files without login,other,Could not download without login,"I am not sure if the second link is related to Open Data, as the links were put together as data and materials available under the two links",http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,1,yes,NA,https://midus.colectica.org/Account/Login,other,"The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment. The data link is the official page of the survey.",NA,other,Need to create an account to be able to download but there is an error when register new account.,no,NA,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success"" and ""is_repository_other"" columns.",http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,https://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/,other,I'm not sure if it is repository,MIDUS,yes,NA,other,files are larger than 100MB,NA,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/Account/Login,other,needed a login - don't know,NA,other,needed a login - don't know,no,NA,needed a login,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: steve coded, I have the correct way to handle this case, where an account is required"
a001027,steve,2020-11-05,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,"Login required, no indication of whether files available",no,NA,"Straight up login page, with no indication of what might be behind the login page (whether data, materials, other things).",http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,https://midus.colectica.org/Account/Login,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,TRUE,
a001027,adrian,2020-04-03,yes,NA,yes,NA,yes,NA,1,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,ICPSR,other,Data had been updated to V7. Link to updated data provided and downloaded.,yes,NA,"2 links were given, but one (http://midus.colectica.org/) required a login so was ignored. Downloaded data was for updated study (V7) done in 2017",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,aniruddah,2020-04-08,yes,NA,yes,NA,yes,NA,1,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V7,yes,NA,ICPSR (Inter-university Consortium for Political and Social Research,yes,NA,yes,NA,"Two links were provided in this article, but both lead to the same data repository - ICPSR - and hence only one link is chosen here.",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""","The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,yes,NA,other,Need to register to access to NACDA,The registration is needed to download the data file,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/version/6,other,NACDA,NA,other,"Link gave me another link, saying data has been updated since the research, however, this link did not work",no,NA,Link did not lead to data,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,other,"Files exist, but the link in the article directs to the website stating the data (version 6) has now been updated (version 7)",partial,"Could download all 'Document only' data, when I tried to download the other ones such as 'SAS', 'SPSS' etc, it takes me into a login screen","I have put in the Document Only download in the data file, but other remaining ones could not be done",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,yes,NA,other,Need to create an account to be able to download buy I have created one and downloaded data successfully.,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,oliver,2020-04-02,yes,NA,yes,NA,yes,NA,1,doi.org/10.3886/ICPSR04652.v6,1,other,"Outdated link. Redirects you to landing page where you click ""V7""",https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/versions/V7,other,"Seems to be repository - however, is specialised/obscure. UMich version of NACDA, which is tied to ICPSR. TBC",NACDA,yes,NA,other,Highly stratified files. Need NACDA membership to download.,NA,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,other,I'm not sure if it is repository,NACDA,yes,NA,other,files are larger than 100MB,NA,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,National Archive of Computerized Data on Aging,yes,NA,other,the website offered different types of file download - I selected 'documentation only' option,the data was updated in the archive since use within the article.,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,FALSE,"iter01: steve coded, I have the correct way to handle this case (superceded version of data no longer available)"
a001027,steve,2020-11-05,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,yes,NA,ICPSR,other,"The v6 of the files is no longer available, superceded by v7. v6 may be available upon request for replication purposes according to note on page.",no,NA,"There was a v7 of the data (behind a login), but v6 does not seem to be available, need to contact ICPSR)",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,TRUE,
a001066,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,http://reshare.ukdataservice.ac.uk/852127/,1,yes,NA,http://reshare.ukdataservice.ac.uk/852127/,yes,NA,UK Data Service,yes,NA,other,one out of the three files required log in access,I didn't have any problems with this article,http://reshare.ukdataservice.ac.uk/852127/,http://reshare.ukdataservice.ac.uk/852127/,reshare.ukdataservice.ac.uk/852127,NA,http://reshare.ukdataservice.ac.uk/852127/,reshare.ukdataservice.ac.uk/852127,FALSE,"iter01: steve coded, I have the correct way to handle this case - partial availability of files, partial permission required"
a001066,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,http://reshare.ukdataservice.ac.uk/852127/,1,yes,NA,https://reshare.ukdataservice.ac.uk/852127/,yes,NA,ReShare,other,"One file only available to registered users - ""safeguarded data""",partial,Was able to download some files which were labelled as open access,One file had protected access - also a note that data had been anonymised,http://reshare.ukdataservice.ac.uk/852127/,http://reshare.ukdataservice.ac.uk/852127/,reshare.ukdataservice.ac.uk/852127,NA,https://reshare.ukdataservice.ac.uk/852127/,reshare.ukdataservice.ac.uk/852127,TRUE,
a001113,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,3,https://doi.org/10.5160/psychdata.zrce16dy99,1,yes,NA,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,yes,NA,PSYCHDATA,yes,NA,no,NA,Cannot download data from link without filling in form,https://doi.org/10.5160/psychdata.zrce16dy99,https://doi.org/10.5160/psychdata.zrce16dy99,doi.org/10.5160/psychdata.zrce16dy99,NA,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,FALSE,"iter01: steve coded, I have the correct way to handle this case, where approval is required"
a001113,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.5160/psychdata.zrce16dy99,1,yes,NA,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,yes,NA,PsychData,other,"Agreement needs to be generated and signed, and then approval needs to be given to access data",no,NA,Link indicated that the original link to data had been superceded by a new version of the data. Also registration/request needed to access data,https://doi.org/10.5160/psychdata.zrce16dy99,https://doi.org/10.5160/psychdata.zrce16dy99,doi.org/10.5160/psychdata.zrce16dy99,NA,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,TRUE,
a001138,kongmanas,2020-04-16,yes,NA,yes,NA,yes,NA,3,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,3,yes,NA,https://osf.io/u95vg/,yes,NA,OSF,yes,NA,yes,NA,"The three links in the article just connected to the same destination. So, there is one data file got upload to Google Drive.",NA,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4,NA,https://osf.io/u95vg/,osf.io/u95vg,FALSE,"iter01: steve coded, I have the correct way to handle this case (link to materials which was not apparent from article)"
a001138,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,3,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,3,yes,NA,https://osf.io/u95vg/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4,NA,https://osf.io/u95vg/,osf.io/u95vg,FALSE,"iter01: steve coded, I have the correct way to handle this case (link to materials which was not apparent from article)"
a001138,steve,2020-11-07,yes,NA,yes,NA,yes,NA,3,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,3,yes,NA,https://osf.io/u95vg/,yes,NA,OSF,other,"This is explicitly a ""materials"" resource file which is not apparent from the article statement",yes,NA,"This was a link to a specific file: Pavani_17_Material1.docx - it is explicitly a ""materials"" resource",NA,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4,NA,https://osf.io/u95vg/,osf.io/u95vg,TRUE,
a001149,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,1,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,Iris database,yes,NA,yes,NA,I didn't have any problems with this article,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,FALSE,"iter01: steve coded, I have the correct way to handle the registration form required"
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,1,other,Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"The linked data seems to be for a completely different study (in the journal Language Learning), nothing to do with the article at all.",https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,TRUE,
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,https://github.com/rnorouzian/i/blob/master/i.r,3,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,no,NA,NA,NA,No file found. Page was long wall of text (Looks like an R program),https://github.com/rnorouzian/i/blob/master/i.r,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,NA,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,FALSE,"iter01: steve coded, this is code associated with reproducing results, so it counts"
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,https://github.com/rnorouzian/i/blob/master/i.r,3,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article,https://github.com/rnorouzian/i/blob/master/i.r,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,NA,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,TRUE,
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,https://github.com/rnorouzian/i/blob/master/i.r,3,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,GITHUB,other,"Link directs to a page with coding. I believe this is the file but not 100% sure if so, and if it is, there doesn't seem to be a download button",no,NA,Cannot see how to download the coding from the website,https://github.com/rnorouzian/i/blob/master/i.r,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,NA,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,FALSE,"iter01: steve coded, this is code associated with reproducing results, so it counts"
a001285,steve,2020-09-02,yes,NA,yes,NA,yes,NA,3,https://github.com/rnorouzian/i/blob/master/i.r,3,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,yes,NA,yes,NA,This link looks redundant - already linked to via IRIS link (although no way to see that ahead of time),https://github.com/rnorouzian/i/blob/master/i.r,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,NA,https://github.com/rnorouzian/i/blob/master/i.r,github.com/rnorouzian/i/blob/master/i.r,TRUE,
a001314,nguyenlam,2020-04-18,yes,NA,yes,NA,yes,NA,1,https://osf.io/vjacn/,1,yes,NA,https://osf.io/vjacn,yes,NA,OSF,other,"Although there isn't any file in osf repository, it contains a link to Github ""repsoitory"" which does contain data for replication. Since authors do not mention Github link directly in the article, I won't code Github link as a separate row for this article. 
- The Github Link: https://github.com/MandyZChen/Unifying-Space-Exp",yes,NA,"Note in ""files_exist"": There is no files in OSF repository, but it contains a link to Github which does contain data.",NA,https://osf.io/vjacn/,osf.io/vjacn,https://github.com/MandyZChen/Unifying-Space-Exp,https://github.com/MandyZChen/Unifying-Space-Exp,github.com/MandyZChen/Unifying-Space-Exp,FALSE,"iter01: others coded, need to recode - a two-step link situation"
a001314,steve,2020-11-24,yes,NA,yes,NA,yes,NA,1,https://osf.io/vjacn/,1,other,"the link works, but is merely a placeholder link to the actual data repo which is hosted on GitHub",https://github.com/MandyZChen/Unifying-Space-Exp,yes,NA,GitHub,yes,NA,yes,NA,"The link issue was a little unusual, but otherwise straightforward",NA,https://osf.io/vjacn/,osf.io/vjacn,https://github.com/MandyZChen/Unifying-Space-Exp,https://github.com/MandyZChen/Unifying-Space-Exp,github.com/MandyZChen/Unifying-Space-Exp,TRUE,iter02: steve coded this correctly
a001430,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,2,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,1,yes,NA,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,yes,NA,no,NA,"Something went wrong and data files cannot be downloaded. The data files cannot be downloaded, but there is a link to ""supplementary data"" stated in the article",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,FALSE,"iter01: steve coded, this is a problematic case"
a001430,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,1,other,"Had to edit URL to remove non-alpha characters around the ""&"" in the string. Also, this is a link to the upload page for the authors - it is not for public use!!!",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,other,"There are files listed for upload, but they are not accessible",no,NA,This is a problematic error - it seems to allow any user to mess with the upload of data to the authors' repository???,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,TRUE,
a001471,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,1,yes,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,I didn't have any problems with this article,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,TRUE,
