study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_url,link_number,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,use_code,review_note
a000720,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,10.6084/m9.figshare.7854731,1,yes,NA,https://figshare.com/articles/Attachment/7854731,yes,NA,Figshare,yes,NA,yes,NA,"Straightforward, no issues",10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,10.6084/m9.figshare.7854731,TRUE,this is the way to deal with DOIs instead of hyperlinks
a000777,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,1,dx.doi.org/10.7910/DVN/LWED0F,1,no,Could not resolve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,FALSE,this is an other case that I have coded to finalise
a000777,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/LWED0F,1,no,"""DOI not found"" page",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,FALSE,this is an other case that I have coded to finalise
a000777,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/LWED0F,1,other,Link provided does not work but searching on Harvard Dataverse located the data repository,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link provided did not work, had to search for correct repo",NA,http://dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,TRUE,this is an other case that I have coded to finalise
a000785,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,https://iris-database.org/,1,yes,NA,https://iris-database.org/iris/app/home/detail?id=york%3a936215&ref=search,yes,NA,IRIS,other,Need to register to before access to download,no,NA,The registration is needed to download the data file,NA,https://iris-database.org/,iris-database.org,FALSE,this is an other case that I have coded to finalise
a000785,matthew,2020-04-26,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,yes,NA,https://iris-database.org/iris/app/home/session-timeout,yes,NA,IRIS Database,no,NA,NA,NA,Required a login.,NA,https://iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a000785,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r",other,IRIS repo just links to files hosted on Github,IRIS/Github,other,Registration form required before data can be downloaded,yes,NA,IRIS repo just links to files hosted on Github,NA,https://iris-database.org,iris-database.org,TRUE,this is an other case that I have coded to finalise
a000808,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,TRUE,link works on check
a000808,kongmanas,2020-04-13,yes,NA,yes,NA,other,The article does not contain the URL to an online repository but it allows to click 'Open Data' which automatically connects to repository destination,1,N/A,1,other,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,FALSE,coder is commenting about the format of the hyperlink - irrelevant
a000808,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is the text 'Open Data' with a hyperlink",yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,TRUE,link works on check
a000845,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,https://www.iris-database.org,1,yes,NA,https://www.iris-database.org/iris/app/home/index,yes,NA,IRIS Digital Repository,yes,NA,yes,NA,"Redirects to home page of IRIS, but searching for authors leads to paper, and hence there are files that were downloaded.",NA,https://www.iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a000845,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,https://www.iris-database.org,1,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=922D67DCE96ADC3EEBE163426726A9DC,yes,NA,IRIS Database,other,the link led to the IRIS homepage,no,NA,I didn't have any problems with this article,NA,https://www.iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a000845,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://www.iris-database.org,1,other,"link works, but is to the generic homepage. Searching required to find actual data",https://iris-database.org/iris/app/home/detail?id=york:935657,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Article just links to the IRIS homepage, searching required to find data/materials",NA,https://www.iris-database.org,iris-database.org,TRUE,this is an other case that I have coded to finalise
a000849,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/NQOWDE,1,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,NA,http://dx.doi.org/10.7910/DVN/NQOWDE,dx.doi.org/10.7910/DVN/NQOWDE,FALSE,this is an other case that I have coded to finalise
a000849,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/NQOWDE,1,yes,NA,https://ezid.cdlib.org/,yes,NA,EZID,no,NA,NA,NA,"Redirected to homepage, no data pertaining to article to download",NA,http://dx.doi.org/10.7910/DVN/NQOWDE,dx.doi.org/10.7910/DVN/NQOWDE,FALSE,this is an other case that I have coded to finalise
a000849,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/NQOWDE,1,other,"Link leads to https://ezid.cdlib.org/ with a ""No such identifier."" message - searching Harvard Dataverse locates the correct data repo",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link provided did not work, had to search for correct repo",NA,http://dx.doi.org/10.7910/DVN/NQOWDE,dx.doi.org/10.7910/DVN/NQOWDE,TRUE,this is an other case that I have coded to finalise
a000909,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,https://dx.doi.org/10.7910/DVN/UQAIZI,1,no,"Error message, ""HTTP Status 404"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"Error message, ""HTTP Status 404"" appears",NA,https://dx.doi.org/10.7910/DVN/UQAIZI,dx.doi.org/10.7910/DVN/UQAIZI,FALSE,link works on check
a000909,kongmanas,2020-04-19,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/UQAIZI,1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UQAIZI,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/UQAIZI,dx.doi.org/10.7910/DVN/UQAIZI,TRUE,link works on check
a000920,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,https://osf.io/zpjbg,1,yes,NA,https://osf.io/zpjbg,yes,NA,OSF,other,"On the link given in the article, the files have been removed because it contained data that couldn't be made public. However, a new link is provided: https://osf.io/q82nf, which has the data with the sensitive data removed",yes,NA,"No issues, but had to go through a new link to access data",NA,https://osf.io/zpjbg,osf.io/zpjbg,FALSE,"coder acknowledges need to visit new link, but did not code optimally"
a000920,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,osf.io/zpjbg,1,other,"Link withdrawn - registration removed due to containing sensitive user info. Link redirected to landing page containing new link that lead to original dateset, but without the sensitive user info.",https://osf.io/q82nf/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/zpjbg,osf.io/zpjbg,TRUE,this is the best way to handle this scenario
a000948,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,https://osf.io/677jr/,1,yes,NA,https://osf.io/677jr/,yes,NA,OSF,yes,NA,yes,NA,"Link does not redirect to data directly, but rather have to open another link to get to the data files.",NA,https://osf.io/677jr/,osf.io/677jr,FALSE,this is an other case that I have coded to finalise
a000948,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,osf.io/677jr/,1,other,"Leads to ""public profile"" page with multiple sets of data for multiple studies. No direct link to data associated with study.","Not clear which sets are related to study, as they share overlapping characteristics",yes,NA,OSF,other,"Leads to ""public profile"" page with multiple sets of data for multiple studies. No direct link to data associated with study.",no,NA,NA,NA,osf.io/677jr/,osf.io/677jr,FALSE,this is an other case that I have coded to finalise
a000948,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,1,https://osf.io/677jr/,1,yes,NA,https://osf.io/677jr/,yes,NA,OSF,yes,NA,yes,NA,"The data file was a pdf with graphs but no raw data. Other than that, I didn't have any problems with this article.",NA,https://osf.io/677jr/,osf.io/677jr,FALSE,this is an other case that I have coded to finalise
a000948,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://osf.io/677jr/,1,other,"Link leads to a list of different OSF projects for the first author, need to select the relevant OSF project for the article",https://osf.io/37g64/,yes,NA,OSF,other,"Repo only contains a PDF of the article, no auxiliary data files",no,NA,"Links to a list of projects, not specific project, and then closest match only had a preprint document no data",NA,https://osf.io/677jr/,osf.io/677jr,TRUE,this is an other case that I have coded to finalise
a000957,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,https://osf.io/3wz2j/,1,yes,NA,https://osf.io/3wz2j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/3wz2j/,osf.io/3wz2j,FALSE,"coder automatically fixed trivial issue in url and kept going, which is fair enough"
a000957,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,osf.io/3wz2j,1,yes,NA,https://osf.io/3wz2j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,osf.io/3wz2j,osf.io/3wz2j,FALSE,"coder automatically fixed trivial issue in url and kept going, which is fair enough"
a000957,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,http://www.osf_.io/3wz2j,1,other,"there is a typo in the document, https://osf.io/3wz2j/ works and leads to the correct repository page",https://osf.io/3wz2j/,yes,NA,OSF,yes,NA,other,"the main data file was over 100MB, but the other two were able to be downloaded.",NA,NA,http://www.osf_.io/3wz2j,osf.io/3wz2j,TRUE,this is the best way to handle this scenario
a001005,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,https://osf.io/x8bv9/DOI10.17605/OSF.IO/X8BV9,1,no,"Says page isnot found. However, the article also mentions to access data, one can contact the author Elisa Martin-Arevalo (emartina@ugr.es)",NA,NA,NA,NA,NA,NA,NA,NA,"Link given does not work, but article also mentions to contact author for data and materials",https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,FALSE,coder did not try to fix url to make it work
a001005,phuong,2020-04-10,yes,NA,yes,NA,yes,NA,1,"https://osf.io/x8bv9/ DOI 10.17605/
OSF.IO/X8BV9",1,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,FALSE,coder did not try to fix url to make it work
a001005,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,1,other,link is garbled version of two separate links pointing to the same place; easy to determine the intended link,https://osf.io/x8bv9/,yes,NA,OSF,yes,NA,yes,NA,"Url in PDF is garbled - clicking directly results in an error, but in-text url is clear",https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,TRUE,this is the best way to handle this scenario
a001010,kongmanas,2020-04-23,yes,NA,yes,NA,yes,NA,1,DOI 10.17605/OSF.IO/EKV2D,1,other,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",https://osf.io/ekv2d/,yes,NA,OSF,yes,NA,yes,NA,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,FALSE,DOIs which work can be simply coded as yes
a001010,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,osf.io/EKV2D/,1,yes,NA,https://osf.io/EKV2D/,yes,NA,OSF,yes,NA,yes,NA,NA,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,TRUE,DOIs which work can be simply coded as yes
a001017,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,https://doi.org/10.1016/j.jesp.2018.03.014,1,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub,other,Journal's website at ScienceDirect,NA,other,Redirected to Mendeley Data,yes,NA,"ScienceDirect link led to another link to download the files at MendeleyData with link ""https://data.mendeley.com/datasets/hgtxmx7zpn/1"". Files downloaded ok from Mendeley",NA,https://doi.org/10.1016/j.jesp.2018.03.014,doi.org/10.1016/j.jesp.2018.03.014,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001017,steve,2020-07-25,yes,NA,yes,NA,yes,NA,1,https://doi.org/10.1016/j.jesp.2018.03.014,1,other,"Led to journal page for article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub), which then linked to data and code",https://data.mendeley.com/datasets/hgtxmx7zpn/1,yes,NA,Mendeley,yes,NA,yes,NA,"Article PDF did not have a direct link to data, had to go via journal page for article",NA,https://doi.org/10.1016/j.jesp.2018.03.014,doi.org/10.1016/j.jesp.2018.03.014,TRUE,this is the best way to handle this scenario
a001027,adrian,2020-04-03,yes,NA,yes,NA,yes,NA,1,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,ICPSR,other,Data had been updated to V7. Link to updated data provided and downloaded.,yes,NA,"2 links were given, but one (http://midus.colectica.org/) required a login so was ignored. Downloaded data was for updated study (V7) done in 2017",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,aniruddah,2020-04-08,yes,NA,yes,NA,yes,NA,1,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V7,yes,NA,ICPSR (Inter-university Consortium for Political and Social Research,yes,NA,yes,NA,"Two links were provided in this article, but both lead to the same data repository - ICPSR - and hence only one link is chosen here.",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""","The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,yes,NA,other,Need to register to access to NACDA,The registration is needed to download the data file,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/version/6,other,NACDA,NA,other,"Link gave me another link, saying data has been updated since the research, however, this link did not work",no,NA,Link did not lead to data,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,other,"Files exist, but the link in the article directs to the website stating the data (version 6) has now been updated (version 7)",partial,"Could download all 'Document only' data, when I tried to download the other ones such as 'SAS', 'SPSS' etc, it takes me into a login screen","I have put in the Document Only download in the data file, but other remaining ones could not be done",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,yes,NA,other,Need to create an account to be able to download buy I have created one and downloaded data successfully.,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success""",http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,oliver,2020-04-02,yes,NA,yes,NA,yes,NA,1,doi.org/10.3886/ICPSR04652.v6,1,other,"Outdated link. Redirects you to landing page where you click ""V7""",https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/versions/V7,other,"Seems to be repository - however, is specialised/obscure. UMich version of NACDA, which is tied to ICPSR. TBC",NACDA,yes,NA,other,Highly stratified files. Need NACDA membership to download.,NA,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,FALSE,coder prematurely opted for other - should have waited until files_exist
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,other,I'm not sure if it is repository,NACDA,yes,NA,other,files are larger than 100MB,NA,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://doi.org/10.3886/ICPSR04652.v6,1,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,National Archive of Computerized Data on Aging,yes,NA,other,the website offered different types of file download - I selected 'documentation only' option,the data was updated in the archive since use within the article.,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,TRUE,link works on check
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,other,requires a login to access data/materials,https://midus.colectica.org/Account/Login,yes,NA,Midus,other,requires login to access files,other,requires login to access files,Login required to access and download files,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,FALSE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,other,Need to register to access to the MIDUS Portal’s content and functionality.,(not completed by coder),other,(not completed by coder),NA,other,(not completed by coder),other,(not completed by coder),The registration is needed to access to the link destination,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,FALSE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/Account/Login,no,NA,NA,other,Requires login,no,NA,Link required login,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,TRUE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,other,"Works, but takes me to login screen",https://midus.colectica.org/Account/Login,other,Not 100% sure,MIDUS,other,Could not access files without login,other,Could not download without login,"I am not sure if the second link is related to Open Data, as the links were put together as data and materials available under the two links",http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,FALSE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,1,yes,NA,https://midus.colectica.org/Account/Login,other,"The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment. The data link is the official page of the survey.",NA,other,Need to create an account to be able to download but there is an error when register new account.,no,NA,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success"" and ""is_repository_other"" columns.",http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,TRUE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,https://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/,other,I'm not sure if it is repository,MIDUS,yes,NA,other,files are larger than 100MB,NA,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,TRUE,"link works on check, just requires a login (better addressed in files_exist)"
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org/,2,yes,NA,https://midus.colectica.org/Account/Login,other,needed a login - don't know,NA,other,needed a login - don't know,no,NA,needed a login,http://midus.colectica.org/,http://midus.colectica.org/,midus.colectica.org,TRUE,"link works on check, just requires a login (better addressed in files_exist)"
a001035,michelle,2020-04-29,no,NA,yes,NA,yes,NA,1,https://osf.io/g3dfy/,1,yes,NA,https://osf.io/g3dfy,yes,NA,OSF,yes,NA,yes,NA,No Open Data badge,NA,https://osf.io/g3dfy/,osf.io/g3dfy,TRUE,link works on check
a001035,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,https://osf.io/g3dfy/,1,no,OSF page not found' error,NA,NA,NA,NA,NA,NA,NA,NA,page not found,NA,https://osf.io/g3dfy/,osf.io/g3dfy,FALSE,link works on check
a001044,oliver,2020-04-07,yes,NA,yes,NA,yes,NA,1,osf.io/qwa42/,1,yes,NA,https://osf.io/qwa42,yes,NA,OSF,yes,NA,other,File >100MB,NA,https://osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d/,https://osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d/,osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d,FALSE,"coder cleaned url before trying, missed this important issue"
a001044,steve,2020-07-25,yes,NA,yes,NA,yes,NA,1,https://osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d/,1,other,"URL as written led to a ""page not found"" error. Omitting the view_only slug resulted in a valid destination",https://osf.io/qwa42/,yes,NA,OSF,yes,NA,partial,Total download size exceeded 100MB,Large data set (EEG data),https://osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d/,https://osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d/,osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d,TRUE,this is the best way to handle this scenario
a001057,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,1,http://doi:10.7910/DVN/FMJDCD,1,no,The urls is invalid,NA,NA,NA,NA,NA,NA,NA,NA,The url provided in the article is invalid,NA,http://doi:10.7910/DVN/FMJDCD,doi:10.7910/DVN/FMJDCD,FALSE,this is an other case that I have coded to finalise
a001057,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,http://doi:10.7910/DVN/FMJDCD,1,other,"The given does not directly lead to repository page, but lead to a Google search result page. The correct link to data reposiitory is the first result on Googel search page.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD,yes,NA,Harvard Daraverse,yes,NA,yes,NA,"Note in ""link_work_noother""",NA,http://doi:10.7910/DVN/FMJDCD,doi:10.7910/DVN/FMJDCD,FALSE,this is an other case that I have coded to finalise
a001057,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,http://doi:10.7910/DVN/FMJDCD,1,other,"The link for this DOI is malformed, but can fairly easily be corrected. Once corrected, it works",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Apart from url issue, straightforward",NA,http://doi:10.7910/DVN/FMJDCD,doi:10.7910/DVN/FMJDCD,TRUE,this is an other case that I have coded to finalise
a001094,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,https://osf.io/fpdbh,1,yes,NA,https://osf.io/fpdbh,yes,NA,OSF,yes,NA,yes,NA,Link was not very coded properly. Had to manually type it out in browser,https://osf.io/fpdbh/,https://osf.io/fpdbh/,osf.io/fpdbh,FALSE,this is an other case that I have coded to finalise
a001094,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,https://osf.io/fpdbh/%2013Identifiers,1,no,"""page not found""",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://osf.io/fpdbh/,https://osf.io/fpdbh/,osf.io/fpdbh,FALSE,this is an other case that I have coded to finalise
