"batch_id","batch_date","study_id","Author","Publication Year","Title","Publication Title","DOI","pdf_filename"
"batch0915","2024-04-05","a001794","Chung, Yong Hoon; Brady, Timothy F.; Störmer, Viola S.",2023,"No Fixed Limit for Storing Simple Visual Features: Realistic Objects Provide an Efficient Scaffold for Holding Features in Mind","Psychological Science","10.1177/09567976231171339","a001794.pdf"
"batch0915","2024-04-05","a001795","Clark, Cory J.; Graso, Maja; Redstone, Ilana; Tetlock, Philip E.",2023,"Harm Hypervigilance in Public Reactions to Scientific Evidence","Psychological Science","10.1177/09567976231168777","a001795.pdf"
"batch0915","2024-04-05","a001796","Sereno, Margaret E.; Robles, Kelly E.; Kikumoto, Atsushi; Bies, Alexander J.",2020,"The Effects of Three-Dimensional Context on Shape Perception","Psychological Science","10.1177/0956797620901749","a001796.pdf"
"batch0915","2024-04-05","a001798","Oh, DongWon; Martin, Jared D.; Freeman, Jonathan B.",2022,"Personality Across World Regions Predicts Variability in the Structure of Face Impressions","Psychological Science","10.1177/09567976211072814","a001798.pdf"
"batch0915","2024-04-05","a001799","Van De Calseyde, Philippe P. F. M.; Efendić, Emir",2022,"Taking a Disagreeing Perspective Improves the Accuracy of People’s Quantitative Estimates","Psychological Science","10.1177/09567976211061321","a001799.pdf"
"batch0915","2024-04-05","a001800","Wilks, Matti; Caviola, Lucius; Kahane, Guy; Bloom, Paul",2021,"Children Prioritize Humans Over Animals Less Than Adults Do","Psychological Science","10.1177/0956797620960398","a001800.pdf"
"batch0915","2024-04-05","a001801","Bars, Solène Le; Bourgeois-Gironde, Sacha; Wyart, Valentin; Sari, Izel; Pacherie, Elisabeth; Chambon, Valérian",2022,"Motor Coordination and Strategic Cooperation in Joint Action","Psychological Science","10.1177/09567976211053275","a001801.pdf"
"batch0915","2024-04-05","a001805","Colombatto, Clara; Everett, Jim A. C.; Senn, Julien; Maréchal, Michel André; Crockett, M. J.",2023,"Vaccine Nationalism Counterintuitively Erodes Public Trust in Leaders","Psychological Science","10.1177/09567976231204699","a001805.pdf"
"batch0915","2024-04-05","a001806","Atari, Mohammad; Mostafazadeh Davani, Aida; Dehghani, Morteza",2020,"Body Maps of Moral Concerns","Psychological Science","10.1177/0956797619895284","a001806.pdf"
"batch0915","2024-04-05","a001807","Sun, Rui; Sauter, Disa",2021,"Sustained Stress Reduces the Age Advantages in Emotional Experience of Older Adults: Commentary on Carstensen et al. (2020)","Psychological Science","10.1177/09567976211052476","a001807.pdf"
"batch0915","2024-04-05","a001808","Bechlivanidis, Christos; Buehner, Marc J.; Tecwyn, Emma C.; Lagnado, David A.; Hoerl, Christoph; McCormack, Teresa",2022,"Human Vision Reconstructs Time to Satisfy Causal Constraints","Psychological Science","10.1177/09567976211032663","a001808.pdf"
"batch0915","2024-04-05","a001809","Elmer, Timon",2021,"In Which Direction Does Happiness Predict Subsequent Social Interactions? A Commentary on Quoidbach et al. (2019)","Psychological Science","10.1177/0956797620956981","a001809.pdf"
"batch0915","2024-04-05","a001810","Shaw, Heather; Taylor, Paul J.; Ellis, David A.; Conchie, Stacey M.",2022,"Behavioral Consistency in the Digital Age","Psychological Science","10.1177/09567976211040491","a001810.pdf"
"batch0915","2024-04-05","a001812","Grossmann, Igor; Dorfman, Anna; Oakes, Harrison; Santos, Henri C.; Vohs, Kathleen D.; Scholer, Abigail A.",2021,"Training for Wisdom: The Distanced-Self-Reflection Diary Method","Psychological Science","10.1177/0956797620969170","a001812.pdf"
"batch0915","2024-04-05","a001813","Van Paridon, Jeroen; Ostarek, Markus; Arunkumar, Mrudula; Huettig, Falk",2021,"Does Neuronal Recycling Result in Destructive Competition? The Influence of Learning to Read on the Recognition of Faces","Psychological Science","10.1177/0956797620971652","a001813.pdf"
"batch0915","2024-04-05","a001814","Dunn, James D.; Varela, Victor P. L.; Nicholls, Victoria I.; Papinutto, Michael; White, David; Miellet, Sebastien",2022,"Face-Information Sampling in Super-Recognizers","Psychological Science","10.1177/09567976221096320","a001814.pdf"
"batch0915","2024-04-05","a001815","Li, Qinggong; Zhang, Wenyu; Heyman, Gail D.; Compton, Brian J.; Lee, Kang",2020,"Susceptibility to Being Lured Away by a Stranger: A Real-World Field Test of Selective Trust in Early Childhood","Psychological Science","10.1177/0956797620966526","a001815.pdf"
"batch0915","2024-04-05","a001816","Chalabaev, Aïna; Sieber, Stefan; Sander, David; Cullati, Stéphane; Maltagliati, Silvio; Sarrazin, Philippe; Boisgontier, Matthieu P.; Cheval, Boris",2022,"Early-Life Socioeconomic Circumstances and Physical Activity in Older Age: Women Pay the Price","Psychological Science","10.1177/09567976211036061","a001816.pdf"
"batch0915","2024-04-05","a001818","Lee, Chang-Yuan; Morewedge, Carey K.",2022,"Noise Increases Anchoring Effects","Psychological Science","10.1177/09567976211024254","a001818.pdf"
"batch0915","2024-04-05","a001820","Hansen, Niels Chr.; Kragness, Haley E.; Vuust, Peter; Trainor, Laurel; Pearce, Marcus T.",2021,"Predictive Uncertainty Underlies Auditory Boundary Perception","Psychological Science","10.1177/0956797621997349","a001820.pdf"
"batch0915","2024-04-05","a001821","McCarley, Jason S.; Yamani, Yusuke",2021,"Psychometric Curves Reveal Three Mechanisms of Vigilance Decrement","Psychological Science","10.1177/09567976211007559","a001821.pdf"
"batch0915","2024-04-05","a001822","Gandhi, Natasha; Zou, Wanling; Meyer, Caroline; Bhatia, Sudeep; Walasek, Lukasz",2022,"Computational Methods for Predicting and Understanding Food Judgment","Psychological Science","10.1177/09567976211043426","a001822.pdf"
"batch0915","2024-04-05","a001824","Prasad, Deepasri; Bainbridge, Wilma A.",2022,"The Visual Mandela Effect as Evidence for Shared and Specific False Memories Across People","Psychological Science","10.1177/09567976221108944","a001824.pdf"
"batch0915","2024-04-05","a001826","Donnelly, Grant E.; Guge, Paige M.; Howell, Ryan T.; John, Leslie K.",2021,"A Salient Sugar Tax Decreases Sugary-Drink Buying","Psychological Science","10.1177/09567976211017022","a001826.pdf"
"batch0915","2024-04-05","a001827","Goldy, Sean P.; Jones, Nickolas M.; Piff, Paul K.",2022,"The Social Effects of an Awesome Solar Eclipse","Psychological Science","10.1177/09567976221085501","a001827.pdf"
"batch0915","2024-04-05","a001829","Jasko, Katarzyna; Webber, David; Molinario, Erica; Kruglanski, Arie W.; Touchton-Leonard, Katharine",2021,"Ideological Extremism Among Syrian Refugees Is Negatively Related to Intentions to Migrate to the West","Psychological Science","10.1177/0956797621996668","a001829.pdf"
"batch0915","2024-04-05","a001830","Pasek, Michael H.; Kelly, John Michael; Shackleford, Crystal; White, Cindel J. M.; Vishkin, Allon; Smith, Julia M.; Norenzayan, Ara; Shariff, Azim; Ginges, Jeremy",2023,"Thinking About God Encourages Prosociality Toward Religious Outgroups: A Cross-Cultural Investigation","Psychological Science","10.1177/09567976231158576","a001830.pdf"
"batch0915","2024-04-05","a001831","FitzGibbon, Lily; Komiya, Asuka; Murayama, Kou",2021,"The Lure of Counterfactual Curiosity: People Incur a Cost to Experience Regret","Psychological Science","10.1177/0956797620963615","a001831.pdf"
"batch0915","2024-04-05","a001836","Rabinovitch, Hagai; Bereby-Meyer, Yoella; Budescu, David V.",2020,"Achieving More With Less: Intuitive Correction in Selection","Psychological Science","10.1177/0956797620903717","a001836.pdf"
"batch0915","2024-04-05","a001837","Ovalle-Fresa, Rebecca; Uslu, Arif Sinan; Rothen, Nicolas",2021,"Levels of Processing Affect Perceptual Features in Visual Associative Memory","Psychological Science","10.1177/0956797620965519","a001837.pdf"
"batch0915","2024-04-05","a001839","Miller, Jane E.; Park, Inkyung; Smith, Andrew R.; Windschitl, Paul D.",2021,"Do People Prescribe Optimism, Overoptimism, or Neither?","Psychological Science","10.1177/09567976211004545","a001839.pdf"
"batch0915","2024-04-05","a001840","Szumowska, Ewa; Wójcik, Natalia; Szwed, Paulina; Kruglanski, Arie W.",2022,"Says Who? Credibility Effects in Self-Verification Strivings","Psychological Science","10.1177/09567976211049439","a001840.pdf"
"batch0915","2024-04-05","a001841","Molto, Lisa; Nalborczyk, Ladislas; Palluel-Germain, Richard; Morgado, Nicolas",2020,"Action Effects on Visual Perception of Distances: A Multilevel Bayesian Meta-Analysis","Psychological Science","10.1177/0956797619900336","a001841.pdf"
"batch0915","2024-04-05","a001843","Roberts, Ian D.; Teoh, Yi Yang; Hutcherson, Cendri A.",2022,"Time to Pay Attention? Information Search Explains Amplified Framing Effects Under Time Pressure","Psychological Science","10.1177/09567976211026983","a001843.pdf"
"batch0915","2024-04-05","a001844","Karinen, Annika K.; Wesseldijk, Laura W.; Jern, Patrick; Tybur, Joshua M.",2021,"Sex, Drugs, and Genes: Illuminating the Moral Condemnation of Recreational Drugs","Psychological Science","10.1177/0956797621997350","a001844.pdf"
"batch0915","2024-04-05","a001845","Van Prooijen, Jan-Willem; Wahring, Iris; Mausolf, Laura; Mulas, Nicole; Shwan, Shayda",2023,"Just Dead, Not Alive: Reconsidering Belief in Contradictory Conspiracy Theories","Psychological Science","10.1177/09567976231158570","a001845.pdf"
"batch0915","2024-04-05","a001846","Jimenez, Tyler; Helm, Peter J.; Arndt, Jamie",2022,"Racial Prejudice Predicts Police Militarization","Psychological Science","10.1177/09567976221112936","a001846.pdf"
"batch0915","2024-04-05","a001848","Ebert, Tobias; Berkessel, Jana B.; Jonsson, Thorsteinn",2023,"Political Person–Culture Match and Longevity: The Partisanship–Mortality Link Depends on the Cultural Context","Psychological Science","10.1177/09567976231196145","a001848.pdf"
"batch0915","2024-04-05","a001849","Langer, Markus; König, Cornelius J.; Siegel, Rudolf; Fredenhagen, Therese; Schunck, Alexander G.; Hähne, Viviane; Baur, Tobias",2022,"Vocal-Stress Diary: A Longitudinal Investigation of the Association of Everyday Work Stressors and Human Voice Features","Psychological Science","10.1177/09567976211068110","a001849.pdf"
"batch0915","2024-04-05","a001851","Holmes, Emma; To, Grace; Johnsrude, Ingrid S.",2021,"How Long Does It Take for a Voice to Become Familiar? Speech Intelligibility and Voice Recognition Are Differentially Sensitive to Voice Training","Psychological Science","10.1177/0956797621991137","a001851.pdf"
"batch0915","2024-04-05","a001853","Lowe, Cassandra J.; Cho, Isu; Goldsmith, Samantha F.; Morton, J. Bruce",2021,"The Bilingual Advantage in Children’s Executive Functioning Is Not Related to Language Status: A Meta-Analytic Review","Psychological Science","10.1177/0956797621993108","a001853.pdf"
"batch0915","2024-04-05","a001854","Mazar, Asaf; Wood, Wendy",2022,"Illusory Feelings, Elusive Habits: People Overlook Habits in Explanations of Behavior","Psychological Science","10.1177/09567976211045345","a001854.pdf"
"batch0915","2024-04-05","a001857","Kikumoto, Atsushi; Sameshima, Tesufuaishin; Mayr, Ulrich",2022,"The Role of Conjunctive Representations in Stopping Actions","Psychological Science","10.1177/09567976211034505","a001857.pdf"
"batch0915","2024-04-05","a001858","Morris, Adam; Phillips, Jonathan; Huang, Karen; Cushman, Fiery",2021,"Generating Options and Choosing Between Them Depend on Distinct Forms of Value Representation","Psychological Science","10.1177/09567976211005702","a001858.pdf"
"batch0915","2024-04-05","a001861","Austen, Joseph M.; Pickering, Corran; Sprengel, Rolf; Sanderson, David J.",2021,"Dissociating Representations of Time and Number in Reinforcement-Rate Learning by Deletion of the GluA1 AMPA Receptor Subunit in Mice","Psychological Science","10.1177/0956797620960392","a001861.pdf"
"batch0915","2024-04-05","a001862","Maister, Lara; De Beukelaer, Sophie; Longo, Matthew R.; Tsakiris, Manos",2021,"The Self in the Mind’s Eye: Revealing How We Truly See Ourselves Through Reverse Correlation","Psychological Science","10.1177/09567976211018618","a001862.pdf"
"batch0915","2024-04-05","a001863","Prinsloo, Emily; Barasz, Kate; John, Leslie K.; Norton, Michael I.",2022,"Opportunity Neglect: An Aversion to Low-Probability Gains","Psychological Science","10.1177/09567976221091801","a001863.pdf"
"batch0915","2024-04-05","a001865","McGue, Matt; Willoughby, Emily A.; Rustichini, Aldo; Johnson, Wendy; Iacono, William G.; Lee, James J.",2020,"The Contribution of Cognitive and Noncognitive Skills to Intergenerational Social Mobility","Psychological Science","10.1177/0956797620924677","a001865.pdf"
"batch0915","2024-04-05","a001867","Sana, Faria; Yan, Veronica X.",2022,"Interleaving Retrieval Practice Promotes Science Learning","Psychological Science","10.1177/09567976211057507","a001867.pdf"
"batch0915","2024-04-05","a001871","Rastle, Kathleen; Lally, Clare; Davis, Matthew H.; Taylor, J. S. H.",2021,"The Dramatic Impact of Explicit Instruction on Learning to Read in a New Writing System","Psychological Science","10.1177/0956797620968790","a001871.pdf"
"batch0915","2024-04-05","a001872","Madan, Christopher R.; Spetch, Marcia L.; Machado, Fernanda M. D. S.; Mason, Alice; Ludvig, Elliot A.",2021,"Encoding Context Determines Risky Choice","Psychological Science","10.1177/0956797620977516","a001872.pdf"
"batch0915","2024-04-05","a001873","Cao, Jiyin; Kong, Dejun Tony; Galinsky, Adam D.",2020,"Breaking Bread Produces Bigger Pies: An Empirical Extension of Shared Eating to Negotiations and a Commentary on Woolley and Fishbach (2019)","Psychological Science","10.1177/0956797620939532","a001873.pdf"
"batch0915","2024-04-05","a001874","Ma, Fengling; Gu, Xinxin; Tang, Linghui; Luo, Xianming; Compton, Brian J.; Heyman, Gail D.",2023,"If They Won’t Know, I Won’t Wait: Anticipated Social Consequences Drive Children’s Performance on Self-Control Tasks","Psychological Science","10.1177/09567976231198194","a001874.pdf"
"batch0915","2024-04-05","a001880","He, Qiliang; Beveridge, Elizabeth H.; Vargas, Vanesa; Salen, Ashley; Brown, Thackery I.",2023,"Effects of Acute Stress on Rigid Learning, Flexible Learning, and Value-Based Decision-Making in Spatial Navigation","Psychological Science","10.1177/09567976231155870","a001880.pdf"
"batch0915","2024-04-05","a001881","Young, Andrew G.; Shtulman, Andrew",2020,"Children’s Cognitive Reflection Predicts Conceptual Understanding in Science and Mathematics","Psychological Science","10.1177/0956797620954449","a001881.pdf"
"batch0915","2024-04-05","a001883","Vohs, Kathleen D.; Schmeichel, Brandon J.; Lohmann, Sophie; Gronau, Quentin F.; Finley, Anna J.; Ainsworth, Sarah E.; Alquist, Jessica L.; Baker, Michael D.; Brizi, Ambra; Bunyi, Angelica; Butschek, Grant J.; Campbell, Collier; Capaldi, Jonathan; Cau, Chuting; Chambers, Heather; Chatzisarantis, Nikos L. D.; Christensen, Weston J.; Clay, Samuel L.; Curtis, Jessica; De Cristofaro, Valeria; Del Rosario, Kareena; Diel, Katharina; Doğruol, Yasemin; Doi, Megan; Donaldson, Tina L.; Eder, Andreas B.; Ersoff, Mia; Eyink, Julie R.; Falkenstein, Angelica; Fennis, Bob M.; Findley, Matthew B.; Finkel, Eli J.; Forgea, Victoria; Friese, Malte; Fuglestad, Paul; Garcia-Willingham, Natasha E.; Geraedts, Lea F.; Gervais, Will M.; Giacomantonio, Mauro; Gibson, Bryan; Gieseler, Karolin; Gineikiene, Justina; Gloger, Elana M.; Gobes, Carina M.; Grande, Maria; Hagger, Martin S.; Hartsell, Bethany; Hermann, Anthony D.; Hidding, Jasper J.; Hirt, Edward R.; Hodge, Josh; Hofmann, Wilhelm; Howell, Jennifer L.; Hutton, Robert D.; Inzlicht, Michael; James, Lily; Johnson, Emily; Johnson, Hannah L.; Joyce, Sarah M.; Joye, Yannick; Kaben, Jan Helge; Kammrath, Lara K.; Kelly, Caitlin N.; Kissell, Brian L.; Koole, Sander L.; Krishna, Anand; Lam, Christine; Lee, Kelemen T.; Lee, Nick; Leighton, Dana C.; Loschelder, David D.; Maranges, Heather M.; Masicampo, E. J.; Mazara, Kennedy; McCarthy, Samantha; McGregor, Ian; Mead, Nicole L.; Mendes, Wendy B.; Meslot, Carine; Michalak, Nicholas M.; Milyavskaya, Marina; Miyake, Akira; Moeini-Jazani, Mehrad; Muraven, Mark; Nakahara, Erin; Patel, Krishna; Petrocelli, John V.; Pollak, Katja M.; Price, Mindi M.; Ramsey, Haley J.; Rath, Maximilian; Robertson, Jacob A.; Rockwell, Rachael; Russ, Isabella F.; Salvati, Marco; Saunders, Blair; Scherer, Anne; Schütz, Astrid; Schmitt, Kristin N.; Segerstrom, Suzanne C.; Serenka, Benjamin; Sharpinskyi, Konstantyn; Shaw, Meaghan; Sherman, Janelle; Song, Yu; Sosa, Nicholas; Spillane, Kaitlyn; Stapels, Julia; Stinnett, Alec J.; Strawser, Hannah R.; Sweeny, Kate; Theodore, Dominic; Tonnu, Karine; Van Oldenbeuving, Yasmijn; vanDellen, Michelle R.; Vergara, Raiza C.; Walker, Jasmine S.; Waugh, Christian E.; Weise, Feline; Werner, Kaitlyn M.; Wheeler, Craig; White, Rachel A.; Wichman, Aaron L.; Wiggins, Bradford J.; Wills, Julian A.; Wilson, Janie H.; Wagenmakers, Eric-Jan; Albarracín, Dolores",2021,"A Multisite Preregistered Paradigmatic Test of the Ego-Depletion Effect","Psychological Science","10.1177/0956797621989733","a001883.pdf"
"batch0915","2024-04-05","a001884","Ohata, Ryu; Asai, Tomohisa; Imaizumi, Shu; Imamizu, Hiroshi",2022,"I Hear My Voice; Therefore I Spoke: The Sense of Agency Over Speech Is Enhanced by Hearing One’s Own Voice","Psychological Science","10.1177/09567976211068880","a001884.pdf"
"batch0915","2024-04-05","a001886","Wahlheim, Christopher N.; Alexander, Timothy R.; Peske, Carson D.",2020,"Reminders of Everyday Misinformation Statements Can Enhance Memory for and Beliefs in Corrections of Those Statements in the Short Term","Psychological Science","10.1177/0956797620952797","a001886.pdf"
"batch0915","2024-04-05","a001887","Xu, Shan; Song, Yiying; Liu, Jia",2023,"The Development of Spatial Cognition and Its Malleability Assessed in Mass Population via a Mobile Game","Psychological Science","10.1177/09567976221137313","a001887.pdf"
"batch0915","2024-04-05","a001888","Cheng, Phillip (Xin); Rich, Anina N.; Le Pelley, Mike E.",2021,"Reward Rapidly Enhances Visual Perception","Psychological Science","10.1177/09567976211021843","a001888.pdf"
"batch0915","2024-04-05","a001890","Bogdanov, Mario; Nitschke, Jonas P.; LoParco, Sophia; Bartz, Jennifer A.; Otto, A. Ross",2021,"Acute Psychosocial Stress Increases Cognitive-Effort Avoidance","Psychological Science","10.1177/09567976211005465","a001890.pdf"
"batch0915","2024-04-05","a001891","Gebauer, Jochen E.; Eck, Jennifer; Entringer, Theresa M.; Bleidorn, Wiebke; Rentfrow, Peter J.; Potter, Jeff; Gosling, Samuel D.",2020,"The Well-Being Benefits of Person-Culture Match Are Contingent on Basic Personality Traits","Psychological Science","10.1177/0956797620951115","a001891.pdf"
"batch0915","2024-04-05","a001893","Walker, Caren M.; Rett, Alexandra; Bonawitz, Elizabeth",2020,"Design Drives Discovery in Causal Learning","Psychological Science","10.1177/0956797619898134","a001893.pdf"
"batch0915","2024-04-05","a001894","Witt, Jessica K.; Kemmerer, David; Linkenauger, Sally A.; Culham, Jody C.",2020,"Reanalysis Suggests Evidence for Motor Simulation in Naming Tools Is Limited: A Commentary on Witt, Kemmerer, Linkenauger, and Culham (2010)","Psychological Science","10.1177/0956797620940555","a001894.pdf"
"batch0915","2024-04-05","a001898","Gandolfo, Marco; Nägele, Hendrik; Peelen, Marius V.",2023,"Predictive Processing of Scene Layout Depends on Naturalistic Depth of Field","Psychological Science","10.1177/09567976221140341","a001898.pdf"
"batch0915","2024-04-05","a001900","Kodapanakkal, Rabia I.; Brandt, Mark J.; Kogler, Christoph; Van Beest, Ilja",2022,"Moral Frames Are Persuasive and Moralize Attitudes; Nonmoral Frames Are Persuasive and De-Moralize Attitudes","Psychological Science","10.1177/09567976211040803","a001900.pdf"
"batch0915","2024-04-05","a001901","Cone, Jeremy; Flaharty, Kathryn; Ferguson, Melissa J.",2021,"The Long-Term Effects of New Evidence on Implicit Impressions of Other People","Psychological Science","10.1177/0956797620963559","a001901.pdf"
"batch0915","2024-04-05","a001902","Constant, Martin; Liesefeld, Heinrich R.",2021,"Massive Effects of Saliency on Information Processing in Visual Working Memory","Psychological Science","10.1177/0956797620975785","a001902.pdf"
"batch0915","2024-04-05","a001903","Wang, Jinjing (Jenny); Yang, Yang; Macias, Carla; Bonawitz, Elizabeth",2021,"Children With More Uncertainty in Their Intuitive Theories Seek Domain-Relevant Information","Psychological Science","10.1177/0956797621994230","a001903.pdf"
"batch0915","2024-04-05","a001904","Teoh, Yi Yang; Hutcherson, Cendri A.",2022,"The Games We Play: Prosocial Choices Under Time Pressure Reflect Context-Sensitive Information Priorities","Psychological Science","10.1177/09567976221094782","a001904.pdf"
"batch0915","2024-04-05","a001905","Porter, Tenelle; Catalán Molina, Diego; Cimpian, Andrei; Roberts, Sylvia; Fredericks, Afiya; Blackwell, Lisa S.; Trzesniewski, Kali",2022,"Growth-Mindset Intervention Delivered by Teachers Boosts Achievement in Early Adolescence","Psychological Science","10.1177/09567976211061109","a001905.pdf"
"batch0915","2024-04-05","a001907","Koomen, Rebecca; Grueneisen, Sebastian; Herrmann, Esther",2020,"Children Delay Gratification for Cooperative Ends","Psychological Science","10.1177/0956797619894205","a001907.pdf"
"batch0915","2024-04-05","a001908","Michaelson, Laura E.; Munakata, Yuko",2020,"Same Data Set, Different Conclusions: Preschool Delay of Gratification Predicts Later Behavioral Outcomes in a Preregistered Study","Psychological Science","10.1177/0956797619896270","a001908.pdf"
"batch0915","2024-04-05","a001910","Gordon, Amie M.; Cross, Emily; Ascigil, Esra; Balzarini, Rhonda; Luerssen, Anna; Muise, Amy",2022,"Feeling Appreciated Buffers Against the Negative Effects of Unequal Division of Household Labor on Relationship Satisfaction","Psychological Science","10.1177/09567976221081872","a001910.pdf"
"batch0915","2024-04-05","a001911","Vial, Andrea C.; Muradoglu, Melis; Newman, George E.; Cimpian, Andrei",2022,"An Emphasis on Brilliance Fosters Masculinity-Contest Cultures","Psychological Science","10.1177/09567976211044133","a001911.pdf"
"batch0915","2024-04-05","a001912","Crawford, Jarret T.; Ruscio, John",2021,"Asking People to Explain Complex Policies Does Not Increase Political Moderation: Three Preregistered Failures to Closely Replicate Fernbach, Rogers, Fox, and Sloman’s (2013) Findings","Psychological Science","10.1177/0956797620972367","a001912.pdf"
"batch0915","2024-04-05","a001913","Smiley, Adam H.; Fisher, Matthew",2022,"The Golden Age Is Behind Us: How the Status Quo Impacts the Evaluation of Technology","Psychological Science","10.1177/09567976221102868","a001913.pdf"
"batch0915","2024-04-05","a001915","Bian, Lin; Baillargeon, Renée",2022,"When Are Similar Individuals a Group? Early Reasoning About Similarity and In-Group Support","Psychological Science","10.1177/09567976211055185","a001915.pdf"
"batch0915","2024-04-05","a001916","Van Stekelenburg, Aart; Schaap, Gabi; Veling, Harm; Buijzen, Moniek",2021,"Boosting Understanding and Identification of Scientific Consensus Can Help to Correct False Beliefs","Psychological Science","10.1177/09567976211007788","a001916.pdf"
"batch0915","2024-04-05","a001917","Sherman, Susan M.; Grange, James A.",2020,"Exploring the Impact of Mindfulness on False-Memory Susceptibility","Psychological Science","10.1177/0956797620929302","a001917.pdf"
"batch0915","2024-04-05","a001918","Pfattheicher, Stefan; Nockur, Laila; Böhm, Robert; Sassenrath, Claudia; Petersen, Michael Bang",2020,"The Emotional Path to Action: Empathy Promotes Physical Distancing and Wearing of Face Masks During the COVID-19 Pandemic","Psychological Science","10.1177/0956797620964422","a001918.pdf"
"batch0915","2024-04-05","a001919","Goldenberg, Amit; Weisz, Erika; Sweeny, Timothy D.; Cikara, Mina; Gross, James J.",2021,"The Crowd-Emotion-Amplification Effect","Psychological Science","10.1177/0956797620970561","a001919.pdf"
"batch0915","2024-04-05","a001920","Freud, Erez; Di Giammarino, Daniela; Stajduhar, Andreja; Rosenbaum, R. Shayna; Avidan, Galia; Ganel, Tzvi",2022,"Recognition of Masked Faces in the Era of the Pandemic: No Improvement Despite Extensive Natural Exposure","Psychological Science","10.1177/09567976221105459","a001920.pdf"
"batch0915","2024-04-05","a001922","Napp, Clotilde; Breda, Thomas",2023,"The Gender-Equality Paradox in Chess Holds Among Young Players: A Commentary on the Vishkin (2022) Study","Psychological Science","10.1177/09567976231202450","a001922.pdf"
"batch0915","2024-04-05","a001926","Lin, Hause; Saunders, Blair; Friese, Malte; Evans, Nathan J.; Inzlicht, Michael",2020,"Strong Effort Manipulations Reduce Response Caution: A Preregistered Reinvention of the Ego-Depletion Paradigm","Psychological Science","10.1177/0956797620904990","a001926.pdf"
"batch0915","2024-04-05","a001928","Bailey, Erica R.; Levy, Aharon",2022,"Are You for Real? Perceptions of Authenticity Are Systematically Biased and Not Accurate","Psychological Science","10.1177/09567976211056623","a001928.pdf"
"batch0915","2024-04-05","a001929","Breslav, Alexander D. S.; Zucker, Nancy L.; Schechter, Julia C.; Majors, Alesha; Bidopia, Tatyana; Fuemmeler, Bernard F.; Kollins, Scott H.; Huettel, Scott A.",2022,"Shuffle the Decks: Children Are Sensitive to Incidental Nonrandom Structure in a Sequential-Choice Task","Psychological Science","10.1177/09567976211042007","a001929.pdf"
"batch0915","2024-04-05","a001930","Hatz, Laura E.; Park, Sanghyuk; McCarty, Kayleigh N.; McCarthy, Denis M.; Davis-Stober, Clintin P.",2020,"Young Adults Make Rational Sexual Decisions","Psychological Science","10.1177/0956797620925036","a001930.pdf"
"batch0915","2024-04-05","a001932","Choi, Yong Min; Chong, Sang Chul",2020,"Effects of Selective Attention on Mean-Size Computation: Weighted Averaging and Perceptual Enlargement","Psychological Science","10.1177/0956797620943834","a001932.pdf"
"batch0915","2024-04-05","a001934","Leong, Yuan Chang; Dziembaj, Roma; D’Esposito, Mark",2021,"Pupil-Linked Arousal Biases Evidence Accumulation Toward Desirable Percepts During Perceptual Decision-Making","Psychological Science","10.1177/09567976211004547","a001934.pdf"
"batch0915","2024-04-05","a001935","Gross, Jörg; Faber, Nadira S.; Kappes, Andreas; Nussberger, Anne-Marie; Cowen, Philip J.; Browning, Michael; Kahane, Guy; Savulescu, Julian; Crockett, Molly J.; De Dreu, Carsten K. W.",2021,"When Helping Is Risky: The Behavioral and Neurobiological Trade-off of Social and Risk Preferences","Psychological Science","10.1177/09567976211015942","a001935.pdf"
"batch0915","2024-04-05","a001938","Bechler, Christopher J.; Tormala, Zakary L.; Rucker, Derek D.",2021,"The Attitude–Behavior Relationship Revisited","Psychological Science","10.1177/0956797621995206","a001938.pdf"
"batch0915","2024-04-05","a001940","Desiraju, Shweta; Dietvorst, Berkeley J.",2023,"Reason Defaults: Presenting Defaults With Reasons for Choosing Each Option Helps Decision-Makers With Minority Interests","Psychological Science","10.1177/09567976231198184","a001940.pdf"
"batch0915","2024-04-05","a001942","Martin, Alexander; Culbertson, Jennifer",2020,"Revisiting the Suffixing Preference: Native-Language Affixation Patterns Influence Perception of Sequences","Psychological Science","10.1177/0956797620931108","a001942.pdf"
"batch0915","2024-04-05","a001943","Graves, Kathryn N.; Antony, James W.; Turk-Browne, Nicholas B.",2020,"Finding the Pattern: On-Line Extraction of Spatial Structure During Virtual Navigation","Psychological Science","10.1177/0956797620948828","a001943.pdf"
"batch0915","2024-04-05","a001944","Choi, Dawoon; Batterink, Laura J.; Black, Alexis K.; Paller, Ken A.; Werker, Janet F.",2020,"Preverbal Infants Discover Statistical Word Patterns at Similar Rates as Adults: Evidence From Neural Entrainment","Psychological Science","10.1177/0956797620933237","a001944.pdf"
"batch0915","2024-04-05","a001945","Cao, Runnan; Zhang, Na; Yu, Hongbo; Webster, Paula J.; Paul, Lynn K.; Li, Xin; Lin, Chujun; Wang, Shuo",2023,"Comprehensive Social Trait Judgments From Faces in Autism Spectrum Disorder","Psychological Science","10.1177/09567976231192236","a001945.pdf"
"batch0915","2024-04-05","a001946","Leung, Ashley; Tunkel, Alexandra; Yurovsky, Daniel",2021,"Parents Fine-Tune Their Speech to Children’s Vocabulary Knowledge","Psychological Science","10.1177/0956797621993104","a001946.pdf"
