article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,
a000103,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/VEPHLS,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VEPHLS,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000122,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,https://osf.io/j5zyf/,yes,,https://osf.io/j5zyf/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000206,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,https://osf.io/afdkq/,yes,,https://osf.io/afdkq/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000273,kongmanas,2020-04-12,yes,,yes,,yes,,2,1,https://osf.io/tqmeh/,yes,,https://osf.io/tqmeh/,yes,,OSF,yes,,yes,,"The two links in the article just connected to the same destination. So, there is one data file got upload to Google Drive. ",
a000273,kongmanas,2020-04-12,yes,,yes,,yes,,2,2,https://osf.io/37u8s/,yes,,https://osf.io/37u8s/,yes,,OSF,yes,,yes,,"The two links in the article just connected to the same destination. So, there is one data file got upload to Google Drive. ",
a000388,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,https://doi.org/10.6084/m9.figshare.4743547.v1,yes,,https://figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1,yes,,figshare,yes,,yes,,I didn't have any problems with this article,
a000401,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,https://osf.io/c5ju9,yes,,https://osf.io/c5ju9/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000438,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,osf.io/snfjx,yes,,https://osf.io/snfjx/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000483,kongmanas,2020-04-12,yes,,yes,,yes,,1,1,https://osf.io/tewvk/,yes,,https://osf.io/tewvk/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000503,kongmanas,2020-04-12,yes,,yes,,yes,,2,1,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,,https://osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000503,kongmanas,2020-04-12,yes,,yes,,yes,,2,2,https://osf.io/5hzv9/?view_only=94aa2b0312c3463493ca6f61c5fc3811,yes,,https://osf.io/5hzv9/?view_only=94aa2b0312c3463493ca6f61c5fc3811,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000629,kongmanas,2020-04-13,yes,,yes,,yes,,2,1,osf.io/d2ncs,yes,,https://osf.io/d2ncs/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000629,kongmanas,2020-04-13,yes,,yes,,yes,,2,2,osf.io/473gq,yes,,https://osf.io/473gq/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000657,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/GDFJ4N,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GDFJ4N,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000710,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/btkjw,yes,,https://osf.io/btkjw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000712,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b,yes,,https://osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000713,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/EMF9H,yes,,https://osf.io/emf9h/,yes,,OSF,yes,,other, It took more than 15 minutes to download The data files,It took more than 15 minutes to download The data files,
a000808,kongmanas,2020-04-13,yes,,yes,,other,The article does not contain the URL to an online repository but it allows to click 'Open Data' which automatically connects to repository destination,1,1,N/A,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,,Harvard Dataverse,yes,,yes,,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination. ",
a000824,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/pz4he/,yes,,https://osf.io/pz4he/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000844,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/3r96f/,yes,,https://osf.io/3r96f/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000865,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75,yes,,https://osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000916,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/jkktw,yes,,https://osf.io/jkktw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000925,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/TJ1ZXX,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJ1ZXX,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000926,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/J2FA5R,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J2FA5R,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000949,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,http://osf.io/r6idy/,yes,,https://osf.io/r6idy,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000982,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/LZGQOH,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001000,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://osf.io/54skn/files/,yes,,https://osf.io/54skn/files/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001066,kongmanas,2020-04-13,yes,,yes,,yes,,1,1,https://doi.org/10.1016/j.cortex.2019.09.007,yes,,https://www.sciencedirect.com/science/article/pii/S0010945219303272?via%3Dihub,other,The data file is in the ScienceDirect website,,yes,,other,Need to register to before access to download,The data file is in the ScienceDirect website and the registration is needed to download the data file,may be ask Steve
a001084,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/O6VHZZ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6VHZZ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001275,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/dxvrq,yes,,https://osf.io/dxvrq,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001284,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/dqgep/,yes,,https://osf.io/dqgep/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a001302,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,doi:10.7910/DVN/BXXWWW,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001327,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,osf.io/fgn9y,yes,,https://osf.io/fgn9y/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001329,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://doi.org/10.1016/j.jrp.2019.02.001,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0092656619300200?via%3Dihub,other,The data file is in the ScienceDirect website,,yes,,other,Need to register to before access to download,The data file is in the ScienceDirect website and the registration is needed to download the data file,
a001370,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/dq3w9/,yes,,https://osf.io/dq3w9/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a001414,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/XJQALC,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJQALC,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001468,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/nav9h/,yes,,https://osf.io/nav9h/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001554,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/Y43XZR,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Y43XZR,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001582,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,osf.io/kcp9z,yes,,https://osf.io/kcp9z/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001590,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/XZFHCP,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZFHCP,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001603,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/e652h/,yes,,https://osf.io/e652h/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001635,kongmanas,2020-04-14,yes,,yes,,yes,,1,1,https://osf.io/psfwz/,yes,,https://osf.io/psfwz/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
batch0038,,,,,,,,,,,,,,,,,,,,,,,
a000023,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://osf.io/jbq9v,yes,,https://osf.io/jbq9v/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000141,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,osf.io/7tssz,yes,,https://osf.io/7tssz/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000213,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://osf.io/aj98f/,yes,,https://osf.io/aj98f,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000250,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/TZRNKD,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TZRNKD,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000333,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://osf.io/x3prf,yes,,https://osf.io/x3prf/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000352,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/RLLL1V,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000399,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,http://dx.doi.org/10.5061/dryad.5t0b8,yes,,https://datadryad.org/stash/dataset/doi:10.5061/dryad.5t0b8,yes,,Dryad,yes,,yes,,I didn't have any problems with this article,
a000422,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://osf.io/sgwv6/,yes,,https://osf.io/sgwv6,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000466,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/SEHMGR,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SEHMGR,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000495,kongmanas,2020-04-15,yes,,yes,,yes,,2,1,https://openfmri.org/dataset/ds000223/,yes,,https://openneuro.org/datasets/ds000223/versions/00001,yes,,OpenNeuro,yes,,yes,,I didn't have any problems with this article,
a000495,kongmanas,2020-04-15,yes,,yes,,yes,,2,2,https://github.com/iancballard/magnitude,yes,,https://github.com/iancballard/magnitude,yes,,GitHub,yes,,yes,,I didn't have any problems with this article,
a000497,kongmanas,2020-04-15,yes,,yes,,yes,,1,1,https://doi.org/10.5281/zenodo.2555766,yes,,https://zenodo.org/record/2555766#.XpnDeMgzZPY,yes,,Zenodo ,yes,,yes,,"Statement about open data being available was in data collection, sample sizes, and reporting of results section",
a000500,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/grh8s/,yes,,https://osf.io/grh8s/,yes,,OSF,yes,,yes,,Statement about open data being available was in method section,
a000534,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/t46nw/,yes,,https://osf.io/t46nw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000547,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,http://hdl.handle.net/1902.29/11793,yes,,https://dataverse.unc.edu/citation?persistentId=hdl:1902.29/11793,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000670,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/9ej2c/,yes,,https://osf.io/9ej2c,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000723,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/9p6t5,yes,,https://osf.io/9p6t5/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000765,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/yck8s/,yes,,https://osf.io/yck8s/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000882,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/nyq9j,yes,,https://osf.io/nyq9j/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000887,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/3xgtk/,yes,,https://osf.io/3xgtk,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000931,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/9bsa7/,yes,,https://osf.io/9bsa7/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001001,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,http://osf.io/ietwv/,yes,,https://osf.io/ietwv/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001023,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/eky4s/,yes,,https://osf.io/eky4s/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001060,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://figshare.com/s/18a543c101a17a1d5560,yes,,https://figshare.com/s/18a543c101a17a1d5560,yes,,figshare,yes,,yes,,I didn't have any problems with this article,
a001138,kongmanas,2020-04-16,yes,,yes,,yes,,3,1,https://osf.io/traf4/,yes,,https://osf.io/traf4/,yes,,OSF,yes,,yes,,"The three links in the article just connected to the same destination. So, there is one data file got upload to Google Drive. ",
a001138,kongmanas,2020-04-16,yes,,yes,,yes,,3,2,https://osf.io/pdy6b,yes,,https://osf.io/pdy6b/,yes,,OSF,yes,,yes,,"The three links in the article just connected to the same destination. So, there is one data file got upload to Google Drive. ",
a001138,kongmanas,2020-04-16,yes,,yes,,yes,,3,3,https://osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4/,yes,,https://osf.io/u95vg/,yes,,OSF,yes,,yes,,"The three links in the article just connected to the same destination. So, there is one data file got upload to Google Drive. ",
a001142,kongmanas,2020-04-16,yes,,yes,,yes,,1,1,https://osf.io/c2gaf,yes,,https://osf.io/c2gaf/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001176,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,,Harvard Dataverse,yes,,other,Need to register to before access to download,The registration is needed to download the data file,
a001197,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/re48w,yes,,https://osf.io/re48w,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001295,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/v8aih/,yes,,https://osf.io/v8aih/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001316,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/9cmxw/,yes,,https://osf.io/9cmxw/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001319,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/3DK6JA,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DK6JA,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001320,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,osf.io/4e7h9/,yes,,https://osf.io/4e7h9/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001340,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793.,yes,,https://figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793,yes,,figshare,yes,,yes,,I didn't have any problems with this article,
a001341,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/kewpu/,yes,,https://osf.io/kewpu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001565,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/kvb99/,yes,,https://osf.io/kvb99/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001572,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/vq49b/,yes,,https://osf.io/vq49b/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001619,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/stv79/,yes,,https://osf.io/stv79/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001621,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://dx.doi.org/10.6084/m9.figshare.c.3468495.v2,yes,,https://figshare.com/collections/Mental_Representations_of_Welfare_Recipients/3468495/2,yes,,figshare,yes,,yes,,I didn't have any problems with this article,
a001639,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/hekts,yes,,https://osf.io/hekts/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001662,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/qwy4b/,yes,,https://osf.io/qwy4b,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001663,kongmanas,2020-04-17,yes,,yes,,yes,,1,1,https://osf.io/ceqth/,yes,,https://osf.io/ceqth/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
batch0044,,,,,,,,,,,,,,,,,,,,,,,
a000090,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://osf.io/e9mhc/,yes,,https://osf.io/e9mhc,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000118,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,osf.io/b5sar/,yes,,https://osf.io/b5sar/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000157,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/EWRXPU,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EWRXPU,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000287,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://osf.io/fctr8/,yes,,https://osf.io/fctr8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000348,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/ZRZGTT,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000367,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/YM4LDG,no,the link destination was not found,,,,,,,,,The provided link didn't work,
a000417,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://doi.org/10.1016/j.jrp.2018.02.003,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0092656618300151?via%3Dihub,other,The data file is in the ScienceDirect t website,,yes,,other,Need to register to before access to download,The data file is in the ScienceDirect website and the registration is needed to download the data file,
a000440,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,10.17605/OSF.IO/ZFPMD,yes,The URL link to data repositary was in the reference section,https://osf.io/zfpmd/,yes,,OSF,yes,,yes,,The URL link to data repositary was in the reference section,
a000493,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://www.iris‐database.org/iris/app/home/detail?id=york:934328,no,the link destination was not found,,,,,,,,,The provided link didn't work,
a000505,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,osf.io/mvz3r/,yes,,https://osf.io/mvz3r/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000628,kongmanas,2020-04-18,yes,,yes,,yes,,1,1,https://osf.io/4qbxv/,yes,,https://osf.io/4qbxv,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000687,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/WCJSF,yes,,https://osf.io/wcjsf/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000746,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/ys8ct/wiki/home/,yes,,https://osf.io/ys8ct/wiki/home/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000768,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/maf3d,yes,,https://osf.io/maf3d/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000772,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/43fmu/,yes,,https://osf.io/43fmu/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000803,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/n9xep/,yes,,https://osf.io/n9xep/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000833,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/rmnk2,yes,,https://osf.io/rmnk2/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000879,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/chpfn/,yes,,https://osf.io/chpfn,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000909,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/UQAIZI,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UQAIZI,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000919,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/usgz3/,yes,,https://osf.io/usgz3/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000967,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/3R2QY,yes,,https://osf.io/3r2qy/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001014,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/j7hdm,yes,,https://osf.io/j7hdm,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001016,kongmanas,2020-04-19,yes,,no,,other,There is a link in the first page which is not described as the link to data repositary ,1,1,https://doi.org/10.1016/j.jrp.2019.01.001,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0092656618301776?via%3Dihub,other,The data file is in the ScienceDirect website,,yes,,yes,,"There is no data statement about the open data, but there is a link URL in the first page (which is not described as the link to data repositary). This URL leads  the ScienceDirect website which contains data files.",
a001085,kongmanas,2020-04-19,yes,,yes,,yes,,1,1,https://osf.io/5tfzh/,yes,,https://osf.io/5tfzh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001116,kongmanas,2020-04-19,yes,,yes,,yes,,2,1,https://osf.io/x3jav,yes,,https://osf.io/x3jav/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001116,kongmanas,2020-04-20,yes,,yes,,yes,,2,2,https://cancercontrol.cancer.gov/brp/hbrb/flashe.html,yes,,https://cancercontrol.cancer.gov/brp/hbrb/flashe.html,other,The data file is in the National Cancer Institutue website,,other,data file is confidential and is only sent via email as request ,,,The data file is in the National Cancer Institutue website. It is confidential and is only sent via email as request ,
a001235,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,osf.io/49rmq/,yes,,https://osf.io/49rmq,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001266,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/QO6EMT,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QO6EMT,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001268,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,osf.io/cky7g,yes,,https://osf.io/cky7g/,yes,,OSF,yes,,yes,,The URL link to data repositary was in the reference section,
a001281,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/H13U6G,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001288,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://dx.doi.org/10.17617/3.2v,yes,,https://edmond.mpdl.mpg.de/imeji/collection/64vBL2yNY36dYZQv,yes,,Edmond Repository (MPDL),yes,,yes,,I didn't have any problems with this article,
a001362,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://osf.io/t79ca/,yes,,https://osf.io/t79ca/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001430,kongmanas,2020-04-20,yes,,yes,,yes,,2,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,,Mendeley,yes,,no,Something went wrong and data files cannot be downloaded,"The data files cannot be downloaded, but there is a link to ""supplementary data"" stated in the article ",
a001430,kongmanas,2020-04-20,yes,,yes,,yes,,2,2,https://doi.org/10.1016/j.jesp.2018.01.007,yes,,https://www.sciencedirect.com/science/article/abs/pii/S0022103117306236?via%3Dihub,other,The data file is in the ScienceDirect website,,yes,,other,Need to register to before access to download,The registration is needed to download the data file,
a001459,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/EL6ZCZ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EL6ZCZ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
