article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,orig_row
a000411,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/8R3LTP,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8R3LTP,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,113
a000475,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,www.osf.io/qknug,yes,NA,https://osf.io/qknug,yes,NA,OSF,yes,NA,other,All file sizes exceeded 100MB,Did not download the files as the file sizes were too big,114
a000480,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/FS90RJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FS90RJ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,115
a000504,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,116
a000512,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,mendeley.com,yes,NA,https://www.mendeley.com/?interaction_required=true,yes,NA,MENDELEY,other,"Link in the article takes you to the general Mendeley website, unlike the other articles where the link takes you to specific data related to that article. Creation of account required",no,NA,"Registration required, and link gets you to the Mendeley home page rather than the site where the data for the article is. ""De-identified data', supplementary data link: at https://
doi.org/10.1016/j.jesp.2019.103820.",117
a000539,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/px8h3/,yes,NA,https://osf.io/px8h3/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,118
a000558,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zuwxt/,yes,NA,https://osf.io/zuwxt/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,119
a000561,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ik356/,yes,NA,https://osf.io/ik356/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,120
a000577,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nmt5f/,yes,NA,https://osf.io/nmt5f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,121
a000594,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xzp9s,yes,NA,https://osf.io/xzp9s/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,122
a000638,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/59wda/,yes,NA,https://osf.io/59wda/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big; Link to analysis,123
a000936,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7rajd/,yes,NA,https://osf.io/7rajd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,124
a000945,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,125
a000979,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/aj2fx/,yes,NA,https://osf.io/aj2fx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,126
a001006,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yq5jw/,yes,NA,https://osf.io/yq5jw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,127
a001033,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bpj7m/,yes,NA,https://osf.io/bpj7m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,128
a001041,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/z53m4,yes,NA,https://osf.io/bvjny/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,129
a001049,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/X88LYH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,130
a001056,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,osf.io/9fdhb,yes,NA,https://osf.io/9fdhb/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,131
a001147,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,no,Error 404 Page Not found,NA,NA,NA,NA,NA,NA,NA,NA,Error 404 - page not found,132
a001178,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t2856/,yes,NA,https://osf.io/t2856/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,133
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/dux3n/?view_only1⁄4452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,134
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/dux3n,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,"I believe this link is the exact same as the first link, but one of them is a 'view only' version. FIle size exceeded 100MB on this link as well (same files) - supplementary data link (was ignored as there was a link to open data): https://doi.org/10.1016/j.cortex.2019.09.012.",135
a001252,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jfxtr,yes,NA,https://osf.io/jfxtr/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,136
a001263,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tfwum/?view_only1⁄40cc13036c196453d940a4dafc35b715c,yes,NA,https://osf.io/tfwum/?view_only1%E2%81%8440cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big - supplementary data link (but ignored as open data link was provided): https://doi.org/10.1016/j.cortex.2019.06.004.,137
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,1,www.osf.io/p7xcj,yes,NA,https://osf.io/p7xcj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,138
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/cxc6f/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,Next 2 links - page was not found,139
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/y3zcn/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,140
a001303,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4exy7,yes,NA,https://osf.io/4exy7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,141
a001412,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/u65by/,yes,NA,https://osf.io/u65by/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,142
a001449,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/34cd8/,yes,NA,https://osf.io/34cd8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,143
a001496,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/SRPTCV,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SRPTCV,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,144
a001538,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,osf.io/ygzx3,yes,NA,https://osf.io/ygzx3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,145
a001539,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://github.com/BlackHershey/blink-TS,yes,NA,https://github.com/BlackHershey/blink-TS,yes,NA,GITHUB,yes,NA,yes,NA,I didn't have any problems with this article,146
a001564,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/n9sd6/,yes,NA,https://osf.io/n9sd6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,147
a000029,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/k67ba/,yes,NA,https://osf.io/k67ba/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,148
a000035,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9tu5r/,yes,NA,https://osf.io/9tu5r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,149
a000036,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g9yrc,yes,NA,https://osf.io/g9yrc,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,150
a000082,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/anc5m/,yes,NA,https://osf.io/anc5m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,151
a000130,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pr39h/,yes,NA,https://osf.io/pr39h/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,152
a000194,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6wxgf/,yes,NA,https://osf.io/6wxgf/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,153
a000199,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/p2z8a/,yes,NA,https://osf.io/p2z8a/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,154
a000229,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7c9bw/,yes,NA,https://osf.io/7c9bw/,yes,NA,OSF,yes,NA,other,"Downloaded most files, but there are a lot of different files that it took > 15 mins, a couple of files under 'Idan eng' and 'Idan foreign' left to download",Not all files downloaded due to lengthy time,155
a000231,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9SF3TI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,yes,NA,HAVARD DATAVERSE,yes,NA,other,Files were not downloading even after > 15 minutes so did not continue,Did not download files,156
a000232,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/rfc6r,yes,NA,https://osf.io/rfc6r,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,157
a000232,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/bfefu,yes,NA,https://osf.io/bfefu,yes,NA,OSF,yes,NA,yes,NA,NA,158
a000328,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650.,yes,NA,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,159
a000329,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gw9jh/,yes,NA,https://osf.io/gw9jh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,160
a000372,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,161
a000441,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/HUZGPJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HUZGPJ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,162
a000464,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/c8gbj/,yes,NA,https://osf.io/c8gbj/,yes,NA,OSF,yes,NA,yes,NA,"Under 'Open Practices' segment, it says individual level imaging data is available upon request",163
a000507,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qcdgp/,yes,NA,https://osf.io/qcdgp,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,164
a000519,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9tgy4/,yes,NA,https://osf.io/9tgy4/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,165
a000571,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vcqmd/,yes,NA,https://osf.io/vcqmd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,166
a000598,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/XYUWYJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYUWYJ,yes,NA,HAVARD DATAVERSE,yes,NA,other,File size > 100 MB,Did not download the file as file size was too big,167
a000635,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/XU8ZWB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XU8ZWB,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,168
a000636,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7uvcp/,yes,NA,https://osf.io/7uvcp/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,169
a000645,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/egtrb,yes,NA,https://osf.io/egtrb,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.103876",170
a000768,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/maf3d,yes,NA,https://osf.io/maf3d/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,171
a000776,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9IKGYY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,172
a000783,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gm95y/,yes,NA,https://osf.io/gm95y/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,173
a000872,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/q8zx3/,yes,NA,https://osf.io/q8zx3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,174
a000872,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/965xu/,yes,NA,https://osf.io/965xu/,yes,NA,OSF,yes,NA,yes,NA,NA,175
a000872,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/mrq5g/,yes,NA,https://osf.io/mrq5g/,yes,NA,OSF,yes,NA,yes,NA,NA,176
a000873,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/hjt65/,yes,NA,https://osf.io/hjt65/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,177
a000905,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pfuyq,yes,NA,https://osf.io/pfuyq,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,178
a000906,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NS3NMH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,179
a000939,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gdyu4/,yes,NA,https://osf.io/gdyu4,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,180
a000970,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,osf.io/zgq7m,yes,NA,https://osf.io/zgq7m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,181
a001026,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wc3sj/,yes,NA,https://osf.io/wc3sj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,182
a001116,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://cancercontrol.cancer.gov/brp/hbrb/flashe.html,yes,NA,https://cancercontrol.cancer.gov/brp/hbrb/flashe.html,yes,NA,FLASHE,other,"To access the flashe data resource page, need to enter in email (seems like set up is required)",no,NA,Data not downloaded from first link as appears set up is required,183
a001116,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/x3jav/,yes,NA,https://osf.io/x3jav/,yes,NA,OSF,yes,NA,yes,NA,"Link to 'project page', says all relevant info is at this link, so assuming it also includes open data",184
a001151,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/79sqe/,yes,NA,https://osf.io/79sqe/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,185
a001229,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vqke2,yes,NA,https://osf.io/vqke2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,186
a001343,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xefc4/,yes,NA,https://osf.io/xefc4,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,187
a001386,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,osf.io/exp4n,yes,NA,https://osf.io/exp4n/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,188
a001490,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/,yes,NA,https://osf.io/,yes,NA,OSF,other,"Link is just to the OSF homepage, not to a specific link pertaining to the article",no,NA,Link is not specified - directs to OSF homepage,189
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,ICPSR,other,"Text in the article mentions: Our data-use agreement prevented us from posting these data online, but the data set is available on request from the ICPSR website - so cannot seem to access open data",no,NA,Cannot seem to access open data as need to request it from ICPSR,190
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://nces.ed.gov/ecls/dataproducts.asp,no,Error 403: Forbidden - access is denied,NA,NA,NA,NA,NA,NA,NA,NA,Error 403 - Forbidden access to link 2,191
a001567,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6csnh/,yes,NA,https://osf.io/6csnh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,192
a000004,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4sqn3/,yes,NA,https://osf.io/4sqn3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,193
a000007,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wds5y,yes,NA,https://osf.io/wds5y/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,194
a000015,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/f3dh6,yes,NA,https://osf.io/f3dh6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,195
a000038,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6ayhs,yes,NA,https://osf.io/6ayhs/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,196
a000063,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ucn6q,yes,NA,https://osf.io/ucn6q/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,197
a000147,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,osf.io/cwenz,yes,NA,https://osf.io/cwenz/,yes,NA,OSF,yes,NA,other,1 of the zip files (Github zip file) > 100MB,Did not download one of the zip files due to size,198
a000160,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,http://childes.talkbank.org/,yes,NA,https://childes.talkbank.org/,yes,NA,TALKBANK,other,"Cannot seem to find specific data to the article, tried going on 'Browse Database' but no indication of which data was used",no,NA,Cannot find appropriate data via website given in article,199
a000205,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g6tnd/,yes,NA,https://osf.io/g6tnd,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,200
a000243,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://datadryad.org//resource/doi:10.5061/dryad.q88sm,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.q88sm,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article,201
a000253,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ewr45,yes,NA,https://osf.io/ewr45,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,202
a000457,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gjc5b/,yes,NA,https://osf.io/gjc5b/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,203
a000492,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,204
a000492,michelle,2020-04-20,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/2zbvs/,yes,NA,https://osf.io/2zbvs/,yes,NA,OSF,other,"Seems this is the non view only link of link 1, so same files as link 1 are available",other,Link leads to data files already downloaded via previous link so not downloaded,NA,205
a000535,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/rkf9p/,yes,NA,https://osf.io/rkf9p/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,206
a000535,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/ygwda/,yes,NA,https://osf.io/ygwda/,yes,NA,OSF,other,files are included in the first link so did not download the files from this link,other,Link leads to data files already downloaded via previous link so not downloaded,NA,207
a000649,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3qskj/,yes,NA,https://osf.io/3qskj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,208
a000652,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x9kqz/,yes,NA,https://osf.io/x9kqz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,209
a000658,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9cxwb/,yes,NA,https://osf.io/9cxwb/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,210
a000663,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/z7kq2/,yes,NA,https://osf.io/z7kq2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,211
a000668,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/TIXGF8,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TIXGF8,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,212
a000730,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.17605/osf.io/hzpgy,yes,NA,https://osf.io/hzpgy/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,213
a000807,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x9h8b/,yes,NA,https://osf.io/x9h8b/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,214
a000831,michelle,2020-04-21,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Under open practices, it says: 'Materials and data for the experiment
are available at (will be available upon publication).' But there is a link to supplementary data: at http://dx.doi.org/10.1016/j.jesp.2017.09.002.",215
a000853,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/3DMNPE,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DMNPE,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,216
a000974,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xscvw/,yes,NA,https://osf.io/xscvw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,217
a000993,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/72b89/,yes,NA,https://osf.io/72b89/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,218
a001076,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/a63ez,yes,NA,https://osf.io/a63ez/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,219
a001086,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/articles/Fictional_First_Memories/6115676,yes,NA,https://figshare.com/articles/Fictional_First_Memories/6115676,yes,NA,FIGSHARE,yes,NA,yes,NA,I didn't have any problems with this article,220
a001106,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pfjsd/,yes,NA,https://osf.io/pfjsd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,221
a001107,michelle,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/FTFJTV,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FTFJTV,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,222
a001129,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7pw8r/,yes,NA,https://osf.io/7pw8r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,223
a001152,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sbntf/?view_only1⁄412aeec9cda114f6eb138064f6c45aefe,yes,NA,https://osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,224
