"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a001944","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/6a9je/","yes",,"https://osf.io/6a9je/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Choi, Dawoon; Batterink, Laura J.; Black, Alexis K.; Paller, Ken A.; Werker, Janet F.","Preverbal Infants Discover Statistical Word Patterns at Similar Rates as Adults: Evidence From Neural Entrainment","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620933237","1161-1173","9",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001837","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://doi.org/10.17605/OSF.IO/6DE2B","yes",,"https://osf.io/6de2b/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Ovalle-Fresa, Rebecca; Uslu, Arif Sinan; Rothen, Nicolas","Levels of Processing Affect Perceptual Features in Visual Associative Memory","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620965519","267-279","2",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002030","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://doi.org/10.17605/OSF.IO/6DR7Y","yes",,"https://osf.io/6dr7y/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Harati, Hamidreza; Talhelm, Thomas","Cultures in Water-Scarce Environments Are More Long-Term Oriented","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231172500","754-770","7",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001676","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/6fk9a/","yes",,"https://osf.io/6fk9a/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Liu, Xinyu; Engel, Stephen A.","Higher-Level Meta-Adaptation Mitigates Visual Distortions Produced by Lower-Level Adaptation","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620907090","654-662","6",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002107","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/6r4zy/","yes",,"https://osf.io/6r4zy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Ekstrom, Pierce D.; Le Forestier, Joel M.; Lai, Calvin K.","Racial Demographics Explain the Link Between Racial Disparities in Traffic Stops and County-Level Racial Attitudes","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211053573","497-509","4",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002162","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/6t3du","yes",,"https://osf.io/6t3du/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Frey, Renato","Psychological Drivers of Individual Differences in Risk Perception: A Systematic Case Study Focusing on 5G","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621998312","1592-1604","10",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001810","EG","30/5/2024","yes",,"yes",,"yes",,3,1,"https://osf.io/6x3fs/","yes",,"https://osf.io/6x3fs/","yes",,"OSF","other","The data sets used in the present study are listed in Table 1 in the supplemental material at https://osf.io/6x3fs/. Requests to access the data should be directed to the rel- evant authors.'The data sets used in the present study are listed in Table 1 in the supplemental material at https://osf.io/6x3fs/. Requests to access the data should be directed to the rel- evant authors.","yes",,"This is a meta-analysis. This row lists the metadata for the studies included in the data analysis. As per files_exist_other, authors direct reader to contact authors of references listed in Table 1.","yes","yes","yes","no",,,2022,"Shaw, Heather; Taylor, Paul J.; Ellis, David A.; Conchie, Stacey M.","Behavioral Consistency in the Digital Age","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040491","364-370","3",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002068","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/6zxc5","yes",,"https://osf.io/6zxc5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Vessel, Edward A.; Pasqualette, Laura; Uran, Cem; Koldehoff, Sarah; Bignardi, Giacomo; Vinck, Martin","Self-Relevance Predicts the Aesthetic Appeal of Real and Synthetic Artworks Generated via Neural Style Transfer","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231188107","1007-1023","9",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001778","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/7236z","yes",,"https://osf.io/7236z/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Biderman, Dan; Shir, Yarden; Mudrik, Liad","B or 13? Unconscious Top-Down Contextual Effects at the Categorical but Not the Lexical Level","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620915887","663-677","6",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001796","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/72q3w/","yes",,"https://osf.io/72q3w/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Sereno, Margaret E.; Robles, Kelly E.; Kikumoto, Atsushi; Bies, Alexander J.","The Effects of Three-Dimensional Context on Shape Perception","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620901749","381-396","4",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001427","EG","12/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/78cqx/","yes",,"https://osf.io/78cqx/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Onyeador, Ivuoma N.; Wittlin, Natalie M.; Burke, Sara E.; Dovidio, John F.; Perry, Sylvia P.; Hardeman, Rachel R.; Dyrbye, Liselotte N.; Herrin, Jeph; Phelan, Sean M.; van Ryn, Michelle","The Value of Interracial Contact for Reducing Anti-Black Bias Among Non-Black Physicians: A Cognitive Habits and Growth Evaluation (CHANGE) Study Report","Psychological Science","0956-7976","10.1177/0956797619879139","18-30","1",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001929","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7bfy9/","yes",,"https://osf.io/7bfy9/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Breslav, Alexander D. S.; Zucker, Nancy L.; Schechter, Julia C.; Majors, Alesha; Bidopia, Tatyana; Fuemmeler, Bernard F.; Kollins, Scott H.; Huettel, Scott A.","Shuffle the Decks: Children Are Sensitive to Incidental Nonrandom Structure in a Sequential-Choice Task","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211042007","550-562","4",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001898","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7btfq/","yes",,"https://osf.io/7btfq/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Gandolfo, Marco; Nägele, Hendrik; Peelen, Marius V.","Predictive Processing of Scene Layout Depends on Naturalistic Depth of Field","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221140341","394-405","3",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001824","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7cmwf/","yes",,"https://osf.io/7cmwf/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Prasad, Deepasri; Bainbridge, Wilma A.","The Visual Mandela Effect as Evidence for Shared and Specific False Memories Across People","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221108944","1971-1988","12",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001768","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7d3xh/","yes",,"https://osf.io/7d3xh/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Pennycook, Gordon; McPhetres, Jonathon; Zhang, Yunhao; Lu, Jackson G.; Rand, David G.","Fighting COVID-19 Misinformation on Social Media: Experimental Evidence for a Scalable Accuracy-Nudge Intervention","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620939054","770-780","7",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001752","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7drza","yes",,"https://osf.io/7drza/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Kunz, Sonja; Haasova, Simona; Pivecka, Niklas; Schmidt, Justus; Florack, Arnd","Food Is All Around: How Contexts Create Misbeliefs About the Health–Taste Relationship","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231158288","568-580","5",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001843","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7j6kh/","yes",,"https://osf.io/7j6kh/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Roberts, Ian D.; Teoh, Yi Yang; Hutcherson, Cendri A.","Time to Pay Attention? Information Search Explains Amplified Framing Effects Under Time Pressure","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211026983","90-104","1",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001957","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/7jfbp","yes",,"https://osf.io/7jfbp/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Bejjani, Christina; Dolgin, Jack; Zhang, Ziwei; Egner, Tobias","Disentangling the Roles of Cue Visibility and Knowledge in Adjusting Cognitive Control: A Preregistered Direct Replication of the Farooqui and Manly (2015) Study","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620904045","468-479","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001774","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7jm53/","yes",,"https://osf.io/7jm53/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Stelter, Marleen; Essien, Iniobong; Sander, Carsten; Degner, Juliane","Racial Bias in Police Traffic Stops: White Residents’ County-Level Prejudice and Stereotypes Are Related to Disproportionate Stopping of Black Drivers","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211051272","483-496","4",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001884","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7sbpk/","yes",,"https://osf.io/7sbpk/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Ohata, Ryu; Asai, Tomohisa; Imaizumi, Shu; Imamizu, Hiroshi","I Hear My Voice; Therefore I Spoke: The Sense of Agency Over Speech Is Enhanced by Hearing One’s Own Voice","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211068880","1226-1239","8",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001674","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7tfqz","yes",,"https://osf.io/7tfqz/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Scullin, Michael K.; Gao, Chenlu; Fillmore, Paul","Bedtime Music, Involuntary Musical Imagery, and Sleep","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621989724","985-997","7",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001993","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/7xbyf/","yes",,"https://osf.io/7xbyf/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Sala, Giovanni; Nishita, Yukiko; Tange, Chikako; Tomida, Makiko; Gondo, Yasuyuki; Shimokata, Hiroshi; Otsuka, Rei","No Appreciable Effect of Education on Aging-Associated Declines in Cognition: A 20-Year Follow-Up Study","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231156793","527-536","5",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001724","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/82zuc/","yes",,"https://osf.io/82zuc/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Bauer, Christina A.; Boemelburg, Raphael; Walton, Gregory M.","Resourceful Actors, Not Weak Victims: Reframing Refugees’ Stigmatized Identity Enhances Long-Term Academic Engagement","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211028978","1896-1906","12",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002037","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/847df/","yes",,"https://osf.io/847df/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Keck, Steffen; Tang, Wenjie","Enhancing the Wisdom of the Crowd With Cognitive-Process Diversity: The Benefits of Aggregating Intuitive and Analytical Judgments","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620941840","1272-1282","10",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002150","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/84yhe/","yes",,"https://osf.io/84yhe/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Berman, Jonathan Z.; Kupor, Daniella","Moral Choice When Harming Is Unavoidable","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620948821","1294-1301","10",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001772","EG","30/5/2024","yes",,"yes",,"other","link not provided for study 1 and pilot study.",1,1,"https://osf.io/84ztd/","yes",,"https://osf.io/84ztd/","yes",,"OSF","other","Data not provided for study 1 and for pilot study.","yes",,"Link only given for studies 2:4. Data for studies 1 and the pilot study did not have a link.","yes","yes","yes","yes","yes","yes",2021,"Garcia-Rada, Ximena; Kim, Tami","Shared Time Scarcity and the Pursuit of Extraordinary Experiences","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211026981","1871-1883","12",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002233","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/85kwv","yes",,"https://osf.io/85kwv/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Williams, Jamal R.; Markov, Yuri A.; Tiurina, Natalia A.; Störmer, Viola S.","What You See Is What You Hear: Sounds Alter the Contents of Visual Perception","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221121348","2109-2122","12",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001829","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/86tbg/","yes",,"https://osf.io/86tbg/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Jasko, Katarzyna; Webber, David; Molinario, Erica; Kruglanski, Arie W.; Touchton-Leonard, Katharine","Ideological Extremism Among Syrian Refugees Is Negatively Related to Intentions to Migrate to the West","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621996668","1362-1374","9",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001781","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/87rbg/","yes",,"https://osf.io/87rbg/","yes",,"OSF","yes",,"yes",,"Study 1 Data: Psychological Science Accelerator 001","yes","yes","yes","yes","yes","yes",2021,"Hester, Neil; Xie, Sally Y.; Hehman, Eric","Little Between-Region and Between-Country Variance When People Form Impressions of Others","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211019950","1907-1917","12",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001886","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/89zmj/","yes",,"https://osf.io/89zmj/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Wahlheim, Christopher N.; Alexander, Timothy R.; Peske, Carson D.","Reminders of Everyday Misinformation Statements Can Enhance Memory for and Beliefs in Corrections of Those Statements in the Short Term","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620952797","1325-1339","10",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001987","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/8ebyx/","yes",,"https://osf.io/8ebyx/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Beck, Emorie D.; Jackson, Joshua J.","Personalized Prediction of Behaviors and Experiences: An Idiographic Person–Situation Test","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221093307","1767-1782","10",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002147","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/8h52v","yes",,"https://osf.io/8h52v/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Caron, Emilie E.; Reynolds, Michael G.; Ralph, Brandon C. W.; Carriere, Jonathan S. A.; Besner, Derek; Smilek, Daniel","Does Posture Influence the Stroop Effect?","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620953842","1452-1460","11",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002008","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/8ntuc/","yes",,"https://osf.io/8ntuc/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Stern, Julia; Gerlach, Tanja M.; Penke, Lars","Probing Ovulatory-Cycle Shifts in Women’s Preferences for Men’s Behaviors","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619882022","424-436","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a002121","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/8v6u9/","yes",,"https://osf.io/8v6u9/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Román-Caballero, Rafael; Martín-Arévalo, Elisa; Lupiáñez, Juan","Changes in Response Criterion and Lapse Rate as General Mechanisms of Vigilance Decrement: Commentary on McCarley and Yamani (2021)","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221121342","132-136","1",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002226","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/8vgm2","yes",,"https://osf.io/8vgm2/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Schafmeister, Felix","The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211005767","1537-1548","10",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001911","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/92vn6/","yes",,"https://osf.io/92vn6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Vial, Andrea C.; Muradoglu, Melis; Newman, George E.; Cimpian, Andrei","An Emphasis on Brilliance Fosters Masculinity-Contest Cultures","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211044133","595-612","4",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002227","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/92zvr","yes",,"https://osf.io/92zvr/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Lively, Zachary; Robinson, Maria M.; Benjamin, Aaron S.","Memory Fidelity Reveals Qualitative Changes in Interactions Between Items in Visual Working Memory","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621997367","1426-1441","9",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001695","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/948zd/","yes",,"https://osf.io/948zd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Burgoyne, Alexander P.; Hambrick, David Z.; Macnamara, Brooke N.","How Firm Are the Foundations of Mind-Set Theory? The Claims Appear Stronger Than the Evidence","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619897588","258-267","3",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001950","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/94r87/","yes",,"https://osf.io/94r87/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Haddara, Nadia; Rahnev, Dobromir","The Impact of Feedback on Perceptual Decision-Making and Metacognition: Reduction in Bias but No Change in Sensitivity","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211032887","259-275","2",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001883","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/952mv","yes",,"https://osf.io/952mv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Vohs, Kathleen D.; Schmeichel, Brandon J.; Lohmann, Sophie; Gronau, Quentin F.; Finley, Anna J.; Ainsworth, Sarah E.; Alquist, Jessica L.; Baker, Michael D.; Brizi, Ambra; Bunyi, Angelica; Butschek, Grant J.; Campbell, Collier; Capaldi, Jonathan; Cau, Chuting; Chambers, Heather; Chatzisarantis, Nikos L. D.; Christensen, Weston J.; Clay, Samuel L.; Curtis, Jessica; De Cristofaro, Valeria; Del Rosario, Kareena; Diel, Katharina; Doğruol, Yasemin; Doi, Megan; Donaldson, Tina L.; Eder, Andreas B.; Ersoff, Mia; Eyink, Julie R.; Falkenstein, Angelica; Fennis, Bob M.; Findley, Matthew B.; Finkel, Eli J.; Forgea, Victoria; Friese, Malte; Fuglestad, Paul; Garcia-Willingham, Natasha E.; Geraedts, Lea F.; Gervais, Will M.; Giacomantonio, Mauro; Gibson, Bryan; Gieseler, Karolin; Gineikiene, Justina; Gloger, Elana M.; Gobes, Carina M.; Grande, Maria; Hagger, Martin S.; Hartsell, Bethany; Hermann, Anthony D.; Hidding, Jasper J.; Hirt, Edward R.; Hodge, Josh; Hofmann, Wilhelm; Howell, Jennifer L.; Hutton, Robert D.; Inzlicht, Michael; James, Lily; Johnson, Emily; Johnson, Hannah L.; Joyce, Sarah M.; Joye, Yannick; Kaben, Jan Helge; Kammrath, Lara K.; Kelly, Caitlin N.; Kissell, Brian L.; Koole, Sander L.; Krishna, Anand; Lam, Christine; Lee, Kelemen T.; Lee, Nick; Leighton, Dana C.; Loschelder, David D.; Maranges, Heather M.; Masicampo, E. J.; Mazara, Kennedy; McCarthy, Samantha; McGregor, Ian; Mead, Nicole L.; Mendes, Wendy B.; Meslot, Carine; Michalak, Nicholas M.; Milyavskaya, Marina; Miyake, Akira; Moeini-Jazani, Mehrad; Muraven, Mark; Nakahara, Erin; Patel, Krishna; Petrocelli, John V.; Pollak, Katja M.; Price, Mindi M.; Ramsey, Haley J.; Rath, Maximilian; Robertson, Jacob A.; Rockwell, Rachael; Russ, Isabella F.; Salvati, Marco; Saunders, Blair; Scherer, Anne; Schütz, Astrid; Schmitt, Kristin N.; Segerstrom, Suzanne C.; Serenka, Benjamin; Sharpinskyi, Konstantyn; Shaw, Meaghan; Sherman, Janelle; Song, Yu; Sosa, Nicholas; Spillane, Kaitlyn; Stapels, Julia; Stinnett, Alec J.; Strawser, Hannah R.; Sweeny, Kate; Theodore, Dominic; Tonnu, Karine; Van Oldenbeuving, Yasmijn; vanDellen, Michelle R.; Vergara, Raiza C.; Walker, Jasmine S.; Waugh, Christian E.; Weise, Feline; Werner, Kaitlyn M.; Wheeler, Craig; White, Rachel A.; Wichman, Aaron L.; Wiggins, Bradford J.; Wills, Julian A.; Wilson, Janie H.; Wagenmakers, Eric-Jan; Albarracín, Dolores","A Multisite Preregistered Paradigmatic Test of the Ego-Depletion Effect","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621989733","1566-1581","10",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001964","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/9cges","yes",,"https://osf.io/9cges/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Patel, Devanshi; Krems, Jaimie Arona; Stout, Madison E.; Byrd-Craven, Jennifer; Hawkins, Misty A. W.","Parents of Children With High Weight Are Viewed as Responsible for Child Weight and Thus Stigmatized","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221124951","35-46","1",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
