batch_id,coder,date_assigned,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0015,adrian,2020-04-03,2020-04-03,a000705,"Asbrock, Frank; Kauff, Mathias",2015,Authoritarian Disbeliefs in Diversity,The Journal of Social Psychology,batch0015/a000705/a000705_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000718,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",2019,Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence,European Journal of Personality,batch0015/a000718/a000718_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000787,"Iannone, Nicole E.; McCarty, Megan K.; Branch, Sara E.; Kelly, Janice R.",2018,Connecting in the Twitterverse: Using Twitter to satisfy unmet belonging needs,The Journal of Social Psychology,batch0015/a000787/a000787_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000796,"Jordan, Jillian J.; Sommers, Roseanna; Bloom, Paul; Rand, David G.",2017,Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling,Psychological Science,batch0015/a000796/a000796_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000816,"Kool, Wouter; Gershman, Samuel J.; Cushman, Fiery A.",2017,Cost-Benefit Arbitration Between Multiple Reinforcement-Learning Systems,Psychological Science,batch0015/a000816/a000816_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000910,"Lupo, Amber K.; Zárate, Michael A.",2019,Guilty by association: Time-dependent memory consolidation facilitates the generalization of negative – but not positive – person memories to group and self-judgments,Journal of Experimental Social Psychology,batch0015/a000910/a000910_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a000986,"Wilson, John Paul; Young, Steven G.; Rule, Nicholas O.; Hugenberg, Kurt",2018,Configural processing and social judgments: Face inversion particularly disrupts inferences of human-relevant traits,Journal of Experimental Social Psychology,batch0015/a000986/a000986_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001008,Anglim Jeromy; Morse Gavin; De Vries Reinout E.; MacCann Carolyn; Marty Andrew; Mõttus René,2017,Comparing Job Applicants to Non‐applicants Using an Item‐level Bifactor Model on the HEXACO Personality Inventory,European Journal of Personality,batch0015/a001008/a001008_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001015,"Lau, Tatiana; Morewedge, Carey K.; Cikara, Mina",2016,Overcorrection for Social-Categorization Information Moderates Impact Bias in Affective Forecasting,Psychological Science,batch0015/a001015/a001015_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001059,"Block, Katharina; Croft, Alyssa; De Souza, Lucy; Schmader, Toni",2019,Do people care if men don't care about caring? The asymmetry in support for changing gender roles,Journal of Experimental Social Psychology,batch0015/a001059/a001059_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001110,"Cuddy, Amy J. C.; Schultz, S. Jack; Fosse, Nathan E.",2018,<i>P</i> -Curving a More Comprehensive Body of Research on Postural Feedback Reveals Clear Evidential Value for Power-Posing Effects: Reply to Simmons and Simonsohn (2017),Psychological Science,batch0015/a001110/a001110_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001186,"Slatcher, Richard B.; Selcuk, Emre; Ong, Anthony D.",2015,Perceived Partner Responsiveness Predicts Diurnal Cortisol Profiles 10 Years Later,Psychological Science,batch0015/a001186/a001186_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001206,"Ballingrud, Gordon; Dougherty, Keith L.",2018,Coalitional Instability and the Three-Fifths Compromise,American Journal of Political Science,batch0015/a001206/a001206_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001245,"Cook, Scott J.; Weidmann, Nils B.",2019,Lost in Aggregation: Improving Event Analysis with Report-Level Data,American Journal of Political Science,batch0015/a001245/a001245_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001250,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",2019,Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood,European Journal of Personality,batch0015/a001250/a001250_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001285,"Norouzian, Reza; de Miranda, Michael; Plonsky, Luke",2018,The Bayesian Revolution in Second Language Research: An Applied Approach,Language Learning,batch0015/a001285/a001285_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001352,"Ballard, Timothy; Sewell, David K.; Cosgrove, Daniel; Neal, Andrew",2019,Information Processing Under Reward Versus Under Punishment,Psychological Science,batch0015/a001352/a001352_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001376,"Shepperd, James A.; Pogge, Gabrielle; Losee, Joy E.; Lipsey, Nikolette P.; Redford, Liz",2018,Gun attitudes on campus: United and divided by safety needs,The Journal of Social Psychology,batch0015/a001376/a001376_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001482,"Powell, Derek; Yu, Jingqi; DeWolf, Melissa; Holyoak, Keith J.",2017,The Love of Large Numbers: A Popularity Bias in Consumer Choice,Psychological Science,batch0015/a001482/a001482_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001501,"Hemker, Johannes; Rink, Anselm",2017,Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,American Journal of Political Science,batch0015/a001501/a001501_article.pdf
batch0015,adrian,2020-04-03,2020-04-03,a001653,"Bakker, Marjan; Hartgerink, Chris H. J.; Wicherts, Jelte M.; Maas, Han L. J. van der",2016,Researchers’ Intuitions About Power in Psychological Research,Psychological Science,batch0015/a001653/a001653_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000039,"Bonica, Adam",2018,Inferring Roll-Call Scores from Campaign Contributions Using Supervised Machine Learning,American Journal of Political Science,batch0016/a000039/a000039_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000051,"Fernandes, Joana G.; Franco, Nuno H.; Grierson, Andrew J.; Hultgren, Jan; Furley, Andrew J. W.; Olsson, I. Anna S.",2019,"Methodological standards, quality of reporting and regulatory compliance in animal research on amyotrophic lateral sclerosis: a systematic review",BMJ Open Science,batch0016/a000051/a000051_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000107,"Ludwig, Rita M.; Srivastava, Sanjay; Berkman, Elliot T.",2019,Predicting Exercise With a Personality Facet: Planfulness and Goal Achievement,Psychological Science,batch0016/a000107/a000107_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000168,"Daly, Michael; Robinson, Eric; Sutin, Angelina R.",2017,Does Knowing Hurt? Perceiving Oneself as Overweight Predicts Future Physical Health and Well-Being,Psychological Science,batch0016/a000168/a000168_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000189,"Garcia, Darren J.; Skadberg, Rebecca M.; Schmidt, Megan; Bierma, Shane; Shorter, Rebecca L.; Waugh, Mark H.",2018,It's not that Difficult: An Interrater Reliability Study of the DSM–5 Section III Alternative Model for Personality Disorders,Journal of Personality Assessment,batch0016/a000189/a000189_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000251,"Dai, Junyi; Pachur, Thorsten; Pleskac, Timothy J.; Hertwig, Ralph",2019,What the Future Holds and When: A Description–Experience Gap in Intertemporal Choice,Psychological Science,batch0016/a000251/a000251_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000358,"Buchwald, Adam; Calhoun, Holly; Rimikis, Stacey; Lowe, Mara Steinberg; Wellner, Rebecca; Edwards, Dylan J.",2019,Using tDCS to facilitate motor learning in speech production: The role of timing,Cortex,batch0016/a000358/a000358_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000365,"Cruz, Cesi; Schneider, Christina J.",2017,Foreign Aid and Undeserved Credit Claiming,American Journal of Political Science,batch0016/a000365/a000365_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000390,"King, Gary; Lucas, Christopher; Nielsen, Richard A.",2017,The Balance‐Sample Size Frontier in Matching Methods for Causal Inference,American Journal of Political Science,batch0016/a000390/a000390_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000407,"Elchlepp, Heike; Best, Maisy; Lavric, Aureliu; Monsell, Stephen",2017,Shifting Attention Between Visual Dimensions as a Source of Switch Costs,Psychological Science,batch0016/a000407/a000407_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000496,"Yin, Shouhang; Sui, Jie; Chiu, Yu-Chin; Chen, Antao; Egner, Tobias",2019,Automatic Prioritization of Self-Referential Stimuli in Working Memory,Psychological Science,batch0016/a000496/a000496_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000671,"Geary, David C.; vanMarle, Kristy; Chu, Felicia W.; Rouder, Jeffrey; Hoard, Mary K.; Nugent, Lara",2018,Early Conceptual Understanding of Cardinality Predicts Superior School-Entry Number-System Knowledge,Psychological Science,batch0016/a000671/a000671_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000674,"Davydenko, Mariya; Peetz, Johanna",2019,Does it matter if a week starts on Monday or Sunday? How calendar format can boost goal motivation,Journal of Experimental Social Psychology,batch0016/a000674/a000674_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000684,"Bischof, Daniel; Wagner, Markus",2019,Do Voters Polarize When Radical Parties Enter Parliament?,American Journal of Political Science,batch0016/a000684/a000684_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000685,"Hjortskov, Morten; Andersen, Simon Calmar; Jakobsen, Morten",2018,Encouraging Political Voices of Underrepresented Citizens through Coproduction: Evidence from a Randomized Field Trial,American Journal of Political Science,batch0016/a000685/a000685_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000736,"Kosmidis, Spyros",2018,International Constraints and Electoral Decisions: Does the Room to Maneuver Attenuate Economic Voting?,American Journal of Political Science,batch0016/a000736/a000736_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000749,"Nakashima, Nathaniel A.; Halali, Eliran; Halevy, Nir",2017,Third parties promote cooperative norms in repeated interactions,Journal of Experimental Social Psychology,batch0016/a000749/a000749_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000766,"Obaidi, Milan; Bergh, Robin; Akrami, Nazar; Anjum, Gulnaz",2019,Group-Based Relative Deprivation Explains Endorsement of Extremism Among Western-Born Muslims,Psychological Science,batch0016/a000766/a000766_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000794,"Cramblet Alvarez, Leslie D.; Jones, K. Nicole; Walljasper-Schuyler, Chelsea; Trujillo, Marissa; Weiser, Mikayla A.; Rodriguez, Jerome L.; Ringler, Rachael L.; Leach, Jonah L.",2019,Psychology’s Hidden Figures: Undergraduate Psychology Majors’ (In)Ability to Recognize Our Diverse Pioneers,Psi Chi Journal of Psychological Research,batch0016/a000794/a000794_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000804,"Bastian, Brock; Jetten, Jolanda; Ferris, Laura J.",2014,Pain as Social Glue: Shared Pain Increases Cooperation,Psychological Science,batch0016/a000804/a000804_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000828,"Elias, Elric; Dyer, Michael; Sweeny, Timothy D.",2017,Ensemble Perception of Dynamic Emotional Groups,Psychological Science,batch0016/a000828/a000828_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000937,"Miyoshi, Kiyofumi; Ashida, Hiroshi",2019,Systematic spatial patterns of the sense of familiarity: Hierarchical modelling based on eye-tracking experiments,Quarterly Journal of Experimental Psychology,batch0016/a000937/a000937_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000967,"Gernsbacher, Morton Ann; Yergeau, Melanie",2019,Empirical failures of the claim that autistic people lack a theory of mind.,Archives of Scientific Psychology,batch0016/a000967/a000967_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000968,"Oishi, Shigehiro; Kesebir, Selin",2015,Income Inequality Explains Why Economic Growth Does Not Always Translate to an Increase in Happiness,Psychological Science,batch0016/a000968/a000968_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000983,"Eastwick, Paul W.; Smith, Leigh K.; Ledgerwood, Alison",2019,How do people translate their experiences into abstract attribute preferences?,Journal of Experimental Social Psychology,batch0016/a000983/a000983_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a000996,"Seghezzi, Silvia; Giannini, Gianluigi; Zapparoli, Laura",2019,Neurofunctional correlates of body-ownership and sense of agency: A meta-analytical account of self-consciousness,Cortex,batch0016/a000996/a000996_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001013,"Kouchaki, Maryam; Dobson, Kyle S. H.; Waytz, Adam; Kteily, Nour S.",2018,The Link Between Self-Dehumanization and Immoral Behavior,Psychological Science,batch0016/a001013/a001013_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001025,"Williams, Matt N.; Albers, Casper",2019,Dealing with Distributional Assumptions in Preregistered Research,Meta-Psychology,batch0016/a001025/a001025_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001029,"Christensen, Alexander P.; Kenett, Yoed N.; Cotter, Katherine N.; Beaty, Roger E.; Silvia, Paul J.",2018,Remotely Close Associations: Openness to Experience and Semantic Memory Structure,European Journal of Personality,batch0016/a001029/a001029_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001034,"Zhang, Jinguang",2018,Contemporary parasite stress curvilinearly correlates with outgroup trust: Cross-country evidence from 2005 to 2014,Evolution and Human Behavior,batch0016/a001034/a001034_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001180,Vize Colin E.; Collison Katherine L.; Miller Joshua D.; Lynam Donald R.; Back Mitja,2018,Examining the Effects of Controlling for Shared Variance among the Dark Triad Using Meta‐analytic Structural Equation Modelling,European Journal of Personality,batch0016/a001180/a001180_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001206,"Ballingrud, Gordon; Dougherty, Keith L.",2018,Coalitional Instability and the Three-Fifths Compromise,American Journal of Political Science,batch0016/a001206/a001206_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001264,"Eskreis-Winkler, Lauren; Fishbach, Ayelet",2019,Not Learning From Failure—the Greatest Failure of All,Psychological Science,batch0016/a001264/a001264_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001287,"Bohlken, Anjali Thomas",2018,Targeting Ordinary Voters or Political Elites? Why Pork Is Distributed Along Partisan Lines in India,American Journal of Political Science,batch0016/a001287/a001287_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001334,Pletzer Jan Luca; Balliet Daniel; Joireman Jeff; Kuhlman D. Michael; Voelpel Sven C.; Van Lange Paul A.M.; Back Mitja,2018,"Social Value Orientation, Expectations, and Cooperation in Social Dilemmas: A Meta‐analysis",European Journal of Personality,batch0016/a001334/a001334_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001486,"Hu, Ying; Parde, Connor J.; Hill, Matthew Q.; Mahmood, Naureen; O’Toole, Alice J.",2018,First Impressions of Personality Traits From Body Shapes,Psychological Science,batch0016/a001486/a001486_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001515,"Rogers, Todd; Moore, Don A.; Norton, Michael I.",2017,The Belief in a Favorable Future,Psychological Science,batch0016/a001515/a001515_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001516,"James, Ella L.; Bonsall, Michael B.; Hoppitt, Laura; Tunbridge, Elizabeth M.; Geddes, John R.; Milton, Amy L.; Holmes, Emily A.",2015,Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms,Psychological Science,batch0016/a001516/a001516_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001576,"Kleiman, Tali; Stern, Chadly; Trope, Yaacov",2016,When the Spatial and Ideological Collide: Metaphorical Conflict Shapes Social Perception,Psychological Science,batch0016/a001576/a001576_article.pdf
batch0016,evelyn,2020-04-03,2020-04-03,a001604,"Pietri, Evava S.; Johnson, India R.; Ozgumus, Ezgi",2018,One size may not fit all: Exploring how the intersection of race and gender and stigma consciousness predict effective identity-safe cues for Black women,Journal of Experimental Social Psychology,batch0016/a001604/a001604_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000123,"Pohl, Rüdiger F.; Bayen, Ute J.; Arnold, Nina; Auer, Tina-Sarah; Martin, Claudia",2018,Age Differences in Processes Underlying Hindsight Bias: A Life-Span Study,Journal of Cognition and Development,batch0900/a000123/a000123_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000233,"Zhang, Zhi-Xue; Wei, Xin",2017,Superficial Harmony and Conflict Avoidance Resulting from Negative Anticipation in the Workplace,Management and Organization Review,batch0900/a000233/a000233_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000272,"Wang, Fei; Peng, Kaiping; Chechlacz, Magdalena; Humphreys, Glyn W.; Sui, Jie",2017,The Neural Basis of Independence Versus Interdependence Orientations: A Voxel-Based Morphometric Analysis of Brain Volume,Psychological Science,batch0900/a000272/a000272_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000403,"Pritschet, Laura; Powell, Derek; Horne, Zachary",2016,Marginally Significant Effects as Evidence for Hypotheses: Changing Attitudes Over Four Decades,Psychological Science,batch0900/a000403/a000403_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000592,"DeSteno, David; Li, Ye; Dickens, Leah; Lerner, Jennifer S.",2014,Gratitude: A Tool for Reducing Economic Impatience,Psychological Science,batch0900/a000592/a000592_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000911,"Vail, Kenneth E.; Horner, Dylan E.; Waggoner, Brett; Conti, Joseph P.",2019,"Pushing up daisies: Goal orientations, death awareness, and satisfaction with life",Journal of Experimental Social Psychology,batch0900/a000911/a000911_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a000954,"Pardos‐Prado, Sergi; Xena, Carla",2019,Skill Specificity and Attitudes toward Immigration,American Journal of Political Science,batch0900/a000954/a000954_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a001338,"John, Leslie K.; Donnelly, Grant E.; Roberto, Christina A.",2017,Psychologically Informed Implementations of Sugary-Drink Portion Limits,Psychological Science,batch0900/a001338/a001338_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a001381,"Garcia, David; Rimé, Bernard",2019,Collective Emotions and Social Resilience in the Digital Traces After a Terrorist Attack,Psychological Science,batch0900/a001381/a001381_article.pdf
batch0900,steve,2020-04-07,2020-04-07,a001614,"Spaniel, William; Poznansky, Michael",2018,Credible Commitment in Covert Affairs,American Journal of Political Science,batch0900/a001614/a001614_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000005,"Rychlowska, Magdalena; van der Schalk, Job; Gratch, Jonathan; Breitinger, Eva; Manstead, Antony S. R.",2019,Beyond actions: Reparatory effects of regret in intergroup trust games,Journal of Experimental Social Psychology,batch0017/a000005/a000005_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000009,"Hanniball, Katherine B.; Aknin, Lara B.; Douglas, Kevin S.; Viljoen, Jodi L.",2019,Does helping promote well-being in at-risk youth and ex-offender samples?,Journal of Experimental Social Psychology,batch0017/a000009/a000009_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000057,"Brandt, Mark J.; Evans, Anthony M.; Crawford, Jarret T.",2015,The Unthinking or Confident Extremist? Political Extremists Are More Likely Than Moderates to Reject Experimenter-Generated Anchors,Psychological Science,batch0017/a000057/a000057_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000148,"Benson, Alex J.; Azizi, Esti; Evans, M. Blair; Eys, Mark; Bray, Steven R.",2019,How innuendo shapes impressions of task and intimacy groups,Journal of Experimental Social Psychology,batch0017/a000148/a000148_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000174,"Miller, Jane E.; Windschitl, Paul D.; Treat, Teresa A.; Scherer, Aaron M.",2019,Unhealthy and unaware? Misjudging social comparative standing for health-relevant behavior,Journal of Experimental Social Psychology,batch0017/a000174/a000174_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000236,"Dianiska, Rachel E.; Swanner, Jessica K.; Brimbal, Laure; Meissner, Christian A.",2019,Conceptual priming and context reinstatement: A test of direct and indirect interview techniques.,Law and Human Behavior,batch0017/a000236/a000236_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000335,"Wirth, James H.; Bernstein, Michael J.; LeRoy, Angie S.",2015,Atimia: A New Paradigm for Investigating How Individuals Feel When Ostracizing Others,The Journal of Social Psychology,batch0017/a000335/a000335_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000387,"Engelmann, Jan M.; Herrmann, Esther; Tomasello, Michael",2018,Concern for Group Reputation Increases Prosociality in Young Children,Psychological Science,batch0017/a000387/a000387_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000425,"Romeo, Rachel R.; Leonard, Julia A.; Robinson, Sydney T.; West, Martin R.; Mackey, Allyson P.; Rowe, Meredith L.; Gabrieli, John D. E.",2018,Beyond the 30-Million-Word Gap: Children’s Conversational Exposure Is Associated With Language-Related Brain Function,Psychological Science,batch0017/a000425/a000425_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000508,"Bolton, Matthew J.; Ault, Lara K.",2018,Disclosure of Diagnosis Increases Positivity of Social Responses to Autistic Individuals,Psi Chi Journal of Psychological Research,batch0017/a000508/a000508_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000515,"McDonald, Melissa M.; Navarrete, Carlos David",2015,Examining the Link Between Conception Risk and Intergroup Bias: The Importance of Conceptual Coherence,Psychological Science,batch0017/a000515/a000515_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000545,"Jiang, Junyan",2018,"Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",American Journal of Political Science,batch0017/a000545/a000545_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000605,"Lin, Ying; Arieli, Sharon; Oyserman, Daphna",2019,"Cultural fluency means all is okay, cultural disfluency implies otherwise",Journal of Experimental Social Psychology,batch0017/a000605/a000605_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000620,"Bainbridge, Timothy F.; Quinlan, Joshua A.; Mar, Raymond A.; Smillie, Luke D.",2019,Openness/Intellect and Susceptibility to Pseudo-Profound Bullshit: A Replication and Extension,European Journal of Personality,batch0017/a000620/a000620_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000627,"Chorn, Jacqueline Austin; Kovera, Margaret Bull",2019,"Variations in reliability and validity do not influence judge, attorney, and mock juror decisions about psychological expert evidence.",Law and Human Behavior,batch0017/a000627/a000627_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000642,"Luo, Yu; Zhao, Jiaying",2018,Statistical Learning Creates Novel Object Associations via Transitive Relations,Psychological Science,batch0017/a000642/a000642_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000688,"Dewaele, Jean-Marc; Magdalena, Andrea Franco; Saito, Kazuya",2019,The Effect of Perception of Teacher Characteristics on Spanish EFL Learners’ Anxiety and Enjoyment,The Modern Language Journal,batch0017/a000688/a000688_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000760,"Eggers, Andrew C.; Freier, Ronny; Grembi, Veronica; Nannicini, Tommaso",2018,Regression Discontinuity Designs Based on Population Thresholds: Pitfalls and Solutions,American Journal of Political Science,batch0017/a000760/a000760_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000780,"Oriet, Chris; Fitzgerald, Ryan J.",2018,The single lineup paradigm: A new way to manipulate target presence in eyewitness identification experiments.,Law and Human Behavior,batch0017/a000780/a000780_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000814,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.",2015,Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies,Psychological Science,batch0017/a000814/a000814_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000930,"Simmons, Joseph P.; Simonsohn, Uri",2017,Power Posing: P-Curving the Evidence,Psychological Science,batch0017/a000930/a000930_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000968,"Oishi, Shigehiro; Kesebir, Selin",2015,Income Inequality Explains Why Economic Growth Does Not Always Translate to an Increase in Happiness,Psychological Science,batch0017/a000968/a000968_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a000997,"O’Brien, Ed; Roney, Ellen",2017,Worth the Wait? Leisure Can Be Just as Enjoyable With Work Left Undone,Psychological Science,batch0017/a000997/a000997_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001003,"Eskreis-Winkler, Lauren; Fishbach, Ayelet; Duckworth, Angela L.",2018,Dear Abby: Should I Give Advice or Receive It?,Psychological Science,batch0017/a001003/a001003_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001005,"Martín-Arévalo, E.; Lupiáñez, J.; Narganes-Pineda, C.; Marino, G.; Colás, I.; Chica, Ana B.",2019,The causal role of the left parietal lobe in facilitation and inhibition of return,Cortex,batch0017/a001005/a001005_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001028,"Leighton, Dana C.; Legate, Nicole; LePine, Sara; Anderson, Samantha F.; Grahe, Jon",2018,"Self-Esteem, Self-Disclosure, Self-Expression, and Connection on Facebook: A Collaborative Replication Meta-Analysis",Psi Chi Journal of Psychological Research,batch0017/a001028/a001028_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001091,"Ambrosini, Ettore; Arbula, Sandra; Rossato, Chiara; Pacella, Valentina; Vallesi, Antonino",2019,Neuro-cognitive architecture of executive functions: A latent variable analysis,Cortex,batch0017/a001091/a001091_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001185,"Doré, Bruce P.; Morris, Robert R.",2018,Linguistic Synchrony Predicts the Immediate and Lasting Impact of Text-Based Emotional Support,Psychological Science,batch0017/a001185/a001185_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001235,"Przybylski, Andrew K.; Weinstein, Netta",2017,A Large-Scale Test of the Goldilocks Hypothesis: Quantifying the Relations Between Digital-Screen Use and the Mental Well-Being of Adolescents,Psychological Science,batch0017/a001235/a001235_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001306,"Friedman, Jeffrey A.",2019,Priorities for Preventive Action: Explaining Americans’ Divergent Reactions to 100 Public Risks,American Journal of Political Science,batch0017/a001306/a001306_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001347,"Hance, Margaret A.; Blackhart, Ginette; Dew, Megan",2018,"Free to be me: The relationship between the true self, rejection sensitivity, and use of online dating sites",The Journal of Social Psychology,batch0017/a001347/a001347_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001381,"Garcia, David; Rimé, Bernard",2019,Collective Emotions and Social Resilience in the Digital Traces After a Terrorist Attack,Psychological Science,batch0017/a001381/a001381_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001464,"Díaz-Lago, Marcos; Matute, Helena",2019,Thinking in a Foreign language reduces the causality bias,Quarterly Journal of Experimental Psychology,batch0017/a001464/a001464_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001465,"Schepers, Scott T.; Bouton, Mark E.",2017,Hunger as a Context: Food Seeking That Is Inhibited During Hunger Can Renew in the Context of Satiety,Psychological Science,batch0017/a001465/a001465_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001467,"Vuletich, Heidi A.; Payne, B. Keith",2019,Stability and Change in Implicit Bias,Psychological Science,batch0017/a001467/a001467_article.pdf
batch0017,phuong,2020-04-07,2020-04-07,a001525,"Greene, Nathaniel R.; Jewell, Devin E.; Fuentes, Julian D.; Smith, C. Veronica",2019,Basic need satisfaction in the parental relationship offsets millennials’ worries about the transition to college,The Journal of Social Psychology,batch0017/a001525/a001525_article.pdf
