study_id,coder,link_number,link_url,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned
a000338,evelyn,1,https://doi.org/10.7910/DVN/KPJUFL,NA,https://doi.org/10.7910/DVN/KPJUFL,doi.org/10.7910/DVN/KPJUFL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL
a000338,michelle,1,https://doi.org/10.7910/DVN/KPJUFL,NA,https://doi.org/10.7910/DVN/KPJUFL,doi.org/10.7910/DVN/KPJUFL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL
a000338,sophia,1,https://doi.org/10.7910/DVN/KPJUFL,NA,https://doi.org/10.7910/DVN/KPJUFL,doi.org/10.7910/DVN/KPJUFL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL
a000339,aniruddah,1,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu
a000339,nguyenlam,1,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu
a000339,sophia,1,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu,https://osf.io/b7qpu/,NA,https://osf.io/b7qpu/,osf.io/b7qpu
a000340,evelyn,1,https://osf.io/7a9tt/,NA,https://osf.io/7a9tt/,osf.io/7a9tt,https://osf.io/7a9tt/,NA,https://osf.io/7a9tt/,osf.io/7a9tt
a000340,michelle,1,https://osf.io/7a9tt/,NA,https://osf.io/7a9tt/,osf.io/7a9tt,https://osf.io/7a9tt/,NA,https://osf.io/7a9tt/,osf.io/7a9tt
a000341,evelyn,1,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms
a000341,phuong,1,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms
a000341,sophia,1,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms,https://osf.io/d6hms/,NA,https://osf.io/d6hms/,osf.io/d6hms
a000342,michelle,1,https://osf.io/xyh24/,NA,https://osf.io/xyh24/,osf.io/xyh24,https://osf.io/xyh24/,NA,https://osf.io/xyh24/,osf.io/xyh24
a000342,oliver,1,osf.io/xyh24/,NA,osf.io/xyh24/,osf.io/xyh24,https://osf.io/xyh24/,NA,https://osf.io/xyh24/,osf.io/xyh24
a000343,aniruddah,1,https://osf.io/8z2an/,https://osf.io/8z2an/,https://osf.io/8z2an/,osf.io/8z2an,https://osf.io/8z2an,NA,https://osf.io/8z2an,osf.io/8z2an
a000343,evelyn,1,https://osf.io/8z2an/,https://osf.io/8z2an/,https://osf.io/8z2an/,osf.io/8z2an,https://osf.io/8z2an/,NA,https://osf.io/8z2an/,osf.io/8z2an
a000343,sophia,1,1https://osf.io/8z2an,https://osf.io/8z2an/,https://osf.io/8z2an/,osf.io/8z2an,https://osf.io/8z2an,NA,https://osf.io/8z2an,osf.io/8z2an
a000344,evelyn,1,osf.io/8dv5z,NA,osf.io/8dv5z,osf.io/8dv5z,osf.io/8dv5z,NA,osf.io/8dv5z,osf.io/8dv5z
a000344,matthew,1,osf.io/8dv5z,NA,osf.io/8dv5z,osf.io/8dv5z,https://osf.io/8dv5z,NA,https://osf.io/8dv5z,osf.io/8dv5z
a000344,sophia,1,https://osf.io/8dv5z,NA,https://osf.io/8dv5z,osf.io/8dv5z,https://osf.io/8dv5z,NA,https://osf.io/8dv5z,osf.io/8dv5z
a000345,evelyn,1,https://osf.io/rf3ys/,https://osf.io/rf3ys/,https://osf.io/rf3ys/,osf.io/rf3ys,https://osf.io/rf3ys/,NA,https://osf.io/rf3ys/,osf.io/rf3ys
a000345,sophia,1,https://osf.io/rf3ys/,https://osf.io/rf3ys/,https://osf.io/rf3ys/,osf.io/rf3ys,https://osf.io/rf3ys/,NA,https://osf.io/rf3ys/,osf.io/rf3ys
a000347,evelyn,1,https://osf.io/ha28n/,NA,https://osf.io/ha28n/,osf.io/ha28n,https://osf.io/ha28n/,NA,https://osf.io/ha28n/,osf.io/ha28n
a000347,matthew,1,https://osf.io/ha28n/,NA,https://osf.io/ha28n/,osf.io/ha28n,https://osf.io/ha28n,NA,https://osf.io/ha28n,osf.io/ha28n
a000347,sophia,1,https://osf.io/ha28n/,NA,https://osf.io/ha28n/,osf.io/ha28n,https://osf.io/ha28n/,NA,https://osf.io/ha28n/,osf.io/ha28n
a000348,kongmanas,1,https://doi.org/10.7910/DVN/ZRZGTT,NA,https://doi.org/10.7910/DVN/ZRZGTT,doi.org/10.7910/DVN/ZRZGTT,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT
a000348,sophia,1,https://doi.org/10.7910/DVN/ZRZGTT,NA,https://doi.org/10.7910/DVN/ZRZGTT,doi.org/10.7910/DVN/ZRZGTT,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT
a000350,matthew,1,https://osf.io/5gtyv/,NA,https://osf.io/5gtyv/,osf.io/5gtyv,https://osf.io/5gtyv/,NA,https://osf.io/5gtyv/,osf.io/5gtyv
a000350,michelle,1,osf.io/5gtyv,NA,osf.io/5gtyv,osf.io/5gtyv,https://osf.io/5gtyv/,NA,https://osf.io/5gtyv/,osf.io/5gtyv
a000352,kongmanas,1,https://doi.org/10.7910/DVN/RLLL1V,NA,https://doi.org/10.7910/DVN/RLLL1V,doi.org/10.7910/DVN/RLLL1V,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V
a000352,sophia,1,https://doi.org/10.7910/DVN/RLLL1V,NA,https://doi.org/10.7910/DVN/RLLL1V,doi.org/10.7910/DVN/RLLL1V,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V
a000353,aniruddah,1,https://osf.io/bdvxs/,NA,https://osf.io/bdvxs/,osf.io/bdvxs,https://osf.io/bdvxs,NA,https://osf.io/bdvxs,osf.io/bdvxs
a000353,evelyn,1,https://osf.io/bdvxs/,NA,https://osf.io/bdvxs/,osf.io/bdvxs,https://osf.io/bdvxs/,NA,https://osf.io/bdvxs/,osf.io/bdvxs
a000354,adrian,1,https://osf.io/i5knh/,NA,https://osf.io/i5knh/,osf.io/i5knh,https://osf.io/i5knh/,NA,https://osf.io/i5knh/,osf.io/i5knh
a000354,kongmanas,1,https://osf.io/i5knh/,NA,https://osf.io/i5knh/,osf.io/i5knh,https://osf.io/i5knh/,NA,https://osf.io/i5knh/,osf.io/i5knh
a000355,oliver,1,osf.io/7d5b5,NA,osf.io/7d5b5,osf.io/7d5b5,NA,NA,NA,NA
a000355,steve,1,https://osf.io/7d5b5/,NA,https://osf.io/7d5b5/,osf.io/7d5b5,https://osf.io/7d5b5/,https://osf.io/7d5b5/,https://osf.io/7d5b5/,osf.io/7d5b5
a000356,evelyn,1,https://doi.org/10.5283/epub.38033,NA,https://doi.org/10.5283/epub.38033,doi.org/10.5283/epub.38033,https://epub.uni-regensburg.de/38033/,NA,https://epub.uni-regensburg.de/38033/,epub.uni-regensburg.de/38033
a000356,michelle,1,https://doi.org/10.5283/epub.38033,NA,https://doi.org/10.5283/epub.38033,doi.org/10.5283/epub.38033,https://epub.uni-regensburg.de/38033/,NA,https://epub.uni-regensburg.de/38033/,epub.uni-regensburg.de/38033
a000357,evelyn,1,https://osf.io/2jme8/,NA,https://osf.io/2jme8/,osf.io/2jme8,https://osf.io/2jme8/,NA,https://osf.io/2jme8/,osf.io/2jme8
a000357,michelle,1,https://osf.io/2jme8/,NA,https://osf.io/2jme8/,osf.io/2jme8,https://osf.io/2jme8/,NA,https://osf.io/2jme8/,osf.io/2jme8
a000358,evelyn,1,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,NA,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae
a000358,sophia,1,https://osf.io/dpsyz/?view_only1⁄4a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,NA,https://osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae,osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae
a000359,andy,1,https://doi.org/10.5284/1011888,NA,https://doi.org/10.5284/1011888,doi.org/10.5284/1011888,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,archaeologydataservice.ac.uk/archives/view/t5_framework_2011
a000359,steve,1,https://doi.org/10.5284/1011888,NA,https://doi.org/10.5284/1011888,doi.org/10.5284/1011888,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,archaeologydataservice.ac.uk/archives/view/t5_framework_2011
a000361,kongmanas,1,http://osf.io/ft462/,NA,http://osf.io/ft462/,osf.io/ft462,https://osf.io/ft462/,NA,https://osf.io/ft462/,osf.io/ft462
a000361,phuong,1,https://osf.io/ft462/,NA,https://osf.io/ft462/,osf.io/ft462,https://osf.io/ft462/,NA,https://osf.io/ft462/,osf.io/ft462
a000362,michelle,1,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,NA,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,NA,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714
a000362,sophia,1,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,NA,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,NA,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714
a000363,evelyn,1,https://osf.io/6akvt/files/,NA,https://osf.io/6akvt/files/,osf.io/6akvt/files,https://osf.io/6akvt/files/,NA,https://osf.io/6akvt/files/,osf.io/6akvt/files
a000363,oliver,1,osf.io/6akvt/files/,NA,osf.io/6akvt/files/,osf.io/6akvt/files,https://osf.io/6akvt/files/,NA,https://osf.io/6akvt/files/,osf.io/6akvt/files
a000363,sophia,1,https://osf.io/6akvt/files/,NA,https://osf.io/6akvt/files/,osf.io/6akvt/files,https://osf.io/6akvt/files/,NA,https://osf.io/6akvt/files/,osf.io/6akvt/files
a000364,aniruddah,1,https://osf.io/pa8jw/,NA,https://osf.io/pa8jw/,osf.io/pa8jw,https://osf.io/pa8jw/,NA,https://osf.io/pa8jw/,osf.io/pa8jw
a000364,oliver,1,osf.io/pa8jw/,NA,osf.io/pa8jw/,osf.io/pa8jw,https://osf.io/pa8jw/,NA,https://osf.io/pa8jw/,osf.io/pa8jw
a000364,sophia,1,https://osf.io/pa8jw/,NA,https://osf.io/pa8jw/,osf.io/pa8jw,https://osf.io/pa8jw/,NA,https://osf.io/pa8jw/,osf.io/pa8jw
a000365,evelyn,1,http://dx.doi.org/10.7910/DVN/IXWZZO,NA,http://dx.doi.org/10.7910/DVN/IXWZZO,dx.doi.org/10.7910/DVN/IXWZZO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO
a000365,oliver,1,dx.doi.org/10.7910/DVN/IXWZZO,NA,dx.doi.org/10.7910/DVN/IXWZZO,dx.doi.org/10.7910/DVN/IXWZZO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO
a000366,evelyn,1,https://osf.io/9x6wm/,NA,https://osf.io/9x6wm/,osf.io/9x6wm,https://osf.io/9x6wm/,NA,https://osf.io/9x6wm/,osf.io/9x6wm
a000366,michelle,1,https://osf.io/9x6wm/,NA,https://osf.io/9x6wm/,osf.io/9x6wm,https://osf.io/9x6wm/,NA,https://osf.io/9x6wm/,osf.io/9x6wm
a000367,evelyn,1,https://doi.org/10.7910/DVN/YM4LDG,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,NA,NA,NA,NA
a000367,kongmanas,1,https://doi.org/10.7910/DVN/YM4LDG,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,NA,NA,NA,NA
a000367,sophia,1,https://doi.org/10.7910/DVN/YM4LDG,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,NA,NA,NA,NA
a000367,steve,1,https://doi.org/10.7910/DVN/YM4LDG,NA,https://doi.org/10.7910/DVN/YM4LDG,doi.org/10.7910/DVN/YM4LDG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK
a000368,michelle,1,https://osf.io/akp9n/,NA,https://osf.io/akp9n/,osf.io/akp9n,https://osf.io/akp9n/,NA,https://osf.io/akp9n/,osf.io/akp9n
a000368,oliver,1,osf.io/akp9n/,NA,osf.io/akp9n/,osf.io/akp9n,https://osf.io/akp9n/,NA,https://osf.io/akp9n/,osf.io/akp9n
a000368,sophia,1,https://osf.io/akp9n/,NA,https://osf.io/akp9n/,osf.io/akp9n,https://osf.io/akp9n/,NA,https://osf.io/akp9n/,osf.io/akp9n
a000369,kongmanas,1,https://osf.io/5fbac/,https://osf.io/5fbac/,https://osf.io/5fbac/,osf.io/5fbac,https://osf.io/5fbac,NA,https://osf.io/5fbac,osf.io/5fbac
a000369,steve,1,https://osf.io/5fbac/,https://osf.io/5fbac/,https://osf.io/5fbac/,osf.io/5fbac,https://osf.io/5fbac,NA,https://osf.io/5fbac,osf.io/5fbac
a000372,michelle,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE
a000372,steve,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE
a000373,adrian,1,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc
a000373,evelyn,1,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc
a000373,michelle,1,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc,https://osf.io/4q3dc/,NA,https://osf.io/4q3dc/,osf.io/4q3dc
a000376,michelle,1,https://osf.io/r96hg/,NA,https://osf.io/r96hg/,osf.io/r96hg,https://osf.io/r96hg/,NA,https://osf.io/r96hg/,osf.io/r96hg
a000376,oliver,1,osf.io/r96hg/,NA,osf.io/r96hg/,osf.io/r96hg,http://osf.io/r96hg/,NA,http://osf.io/r96hg/,osf.io/r96hg
a000377,phuong,2,https://osf.io/da56v/,NA,https://osf.io/da56v/,osf.io/da56v,https://osf.io/da56v/,NA,https://osf.io/da56v/,osf.io/da56v
a000377,sophia,2,https://osf.io/da56v/,NA,https://osf.io/da56v/,osf.io/da56v,https://osf.io/da56v/,NA,https://osf.io/da56v/,osf.io/da56v
a000377,phuong,1,https://osf.io/fwt65/,NA,https://osf.io/fwt65/,osf.io/fwt65,https://osf.io/fwt65/,NA,https://osf.io/fwt65/,osf.io/fwt65
a000377,sophia,1,https://osf.io/fwt65/,NA,https://osf.io/fwt65/,osf.io/fwt65,https://osf.io/fwt65/,NA,https://osf.io/fwt65/,osf.io/fwt65
a000378,matthew,1,osf.io/b9mnr,NA,osf.io/b9mnr,osf.io/b9mnr,https://osf.io/b9mnr/,NA,https://osf.io/b9mnr/,osf.io/b9mnr
a000378,michelle,1,https://osf.io/b9mnr,NA,https://osf.io/b9mnr,osf.io/b9mnr,https://osf.io/b9mnr,NA,https://osf.io/b9mnr,osf.io/b9mnr
a000379,evelyn,1,https://osf.io/d7w8a,NA,https://osf.io/d7w8a,osf.io/d7w8a,https://osf.io/d7w8a,NA,https://osf.io/d7w8a,osf.io/d7w8a
a000379,matthew,1,https://osf.io/d7w8a/,NA,https://osf.io/d7w8a/,osf.io/d7w8a,https://osf.io/d7w8a,NA,https://osf.io/d7w8a,osf.io/d7w8a
a000379,michelle,1,https://osf.io/d7w8a/,NA,https://osf.io/d7w8a/,osf.io/d7w8a,https://osf.io/d7w8a,NA,https://osf.io/d7w8a,osf.io/d7w8a
a000380,andy,1,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434
a000380,evelyn,1,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434
a000380,steve,1,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434,https://osf.io/w2434/,NA,https://osf.io/w2434/,osf.io/w2434
a000381,nguyenlam,1,https://osf.io/9dm3u/,https://osf.io/9dm3u/,https://osf.io/9dm3u/,osf.io/9dm3u,https://osf.io/9dm3u/,NA,https://osf.io/9dm3u/,osf.io/9dm3u
a000381,steve,1,https://osf.io/9dm3u/,https://osf.io/9dm3u/,https://osf.io/9dm3u/,osf.io/9dm3u,https://osf.io/9dm3u/,NA,https://osf.io/9dm3u/,osf.io/9dm3u
a000381,nguyenlam,2,https://osf.io/dkrmw/,https://osf.io/dkrmw/,https://osf.io/dkrmw/,osf.io/dkrmw,https://osf.io/dkrmw/,NA,https://osf.io/dkrmw/,osf.io/dkrmw
a000381,steve,2,https://osf.io/dkrmw/,https://osf.io/dkrmw/,https://osf.io/dkrmw/,osf.io/dkrmw,https://osf.io/dkrmw/,NA,https://osf.io/dkrmw/,osf.io/dkrmw
a000382,evelyn,1,https://osf.io/t3csz/,NA,https://osf.io/t3csz/,osf.io/t3csz,https://osf.io/t3csz/,NA,https://osf.io/t3csz/,osf.io/t3csz
a000382,michelle,1,https://osf.io/t3csz/,NA,https://osf.io/t3csz/,osf.io/t3csz,https://osf.io/t3csz,NA,https://osf.io/t3csz,osf.io/t3csz
a000383,evelyn,1,https://osf.io/uh3in/,NA,https://osf.io/uh3in/,osf.io/uh3in,https://osf.io/uh3in/,NA,https://osf.io/uh3in/,osf.io/uh3in
a000383,steve,1,osf.io/uh3in,NA,osf.io/uh3in,osf.io/uh3in,https://osf.io/uh3in/,NA,https://osf.io/uh3in/,osf.io/uh3in
a000386,adrian,1,http://www.osf.io/r483u,NA,http://www.osf.io/r483u,osf.io/r483u,http://www.osf.io/r483u,https://osf.io/r483u/,https://osf.io/r483u/,osf.io/r483u
a000386,evelyn,1,http://www.osf.io/r483u,NA,http://www.osf.io/r483u,osf.io/r483u,http://www.osf.io/r483u,https://osf.io/r483u/,https://osf.io/r483u/,osf.io/r483u
a000386,steve,1,http://www.osf.io/r483u,NA,http://www.osf.io/r483u,osf.io/r483u,https://osf.io/r483u/,https://osf.io/r483u/,https://osf.io/r483u/,osf.io/r483u
a000387,phuong,1,https://osf.io/wgfnm/,NA,https://osf.io/wgfnm/,osf.io/wgfnm,https://osf.io/wgfnm/,NA,https://osf.io/wgfnm/,osf.io/wgfnm
a000387,sophia,1,https://osf.io/wgfnm/,NA,https://osf.io/wgfnm/,osf.io/wgfnm,https://osf.io/wgfnm/,NA,https://osf.io/wgfnm/,osf.io/wgfnm
a000388,kongmanas,1,https://doi.org/10.6084/m9.figshare.4743547.v1,NA,https://doi.org/10.6084/m9.figshare.4743547.v1,doi.org/10.6084/m9.figshare.4743547.v1,https://figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1,NA,https://figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1,figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1
a000388,oliver,1,doi.org/10.6084/m9.figshare.4743547.v1,NA,doi.org/10.6084/m9.figshare.4743547.v1,doi.org/10.6084/m9.figshare.4743547.v1,https://figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1,NA,https://figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1,figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1
a000389,michelle,2,https://osf.io/f78gs/,https://osf.io/f78gs/,https://osf.io/f78gs/,osf.io/f78gs,https://osf.io/f78gs/,NA,https://osf.io/f78gs/,osf.io/f78gs
a000389,steve,3,https://osf.io/f78gs/,https://osf.io/f78gs/,https://osf.io/f78gs/,osf.io/f78gs,https://osf.io/f78gs/,NA,https://osf.io/f78gs/,osf.io/f78gs
a000389,matthew,1,https://osf.io/kq897,https://osf.io/kq897,https://osf.io/kq897,osf.io/kq897,https://osf.io/kq897,NA,https://osf.io/kq897,osf.io/kq897
a000389,michelle,1,https://osf.io/kq897,https://osf.io/kq897,https://osf.io/kq897,osf.io/kq897,https://osf.io/kq897,NA,https://osf.io/kq897,osf.io/kq897
a000389,steve,1,https://osf.io/kq897,https://osf.io/kq897,https://osf.io/kq897,osf.io/kq897,https://osf.io/kq897,NA,https://osf.io/kq897,osf.io/kq897
a000389,michelle,3,http://www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,NA,http://www.psych.nyu.edu/westlab/lab-resources.html,www.psych.nyu.edu/westlab/lab-resources.html
a000389,steve,2,http://www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,www.psych.nyu.edu/westlab/lab-resources.html,http://www.psych.nyu.edu/westlab/lab-resources.html,NA,http://www.psych.nyu.edu/westlab/lab-resources.html,www.psych.nyu.edu/westlab/lab-resources.html
a000390,evelyn,1,doi:10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,DOI 10.7910/DVN/SURSEO,NA,NA,NA,NA
a000390,oliver,1,doi:10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,DOI 10.7910/DVN/SURSEO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO
a000390,steve,1,10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,10.7910/DVN/SURSEO,DOI 10.7910/DVN/SURSEO,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO
a000391,steve,3,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,European Bioinformations Institute Accession No. PRJEB11414,https://www.ebi.ac.uk/ena/browser/view/PRJEB11414,NA,https://www.ebi.ac.uk/ena/browser/view/PRJEB11414,www.ebi.ac.uk/ena/browser/view/PRJEB11414
