"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other","is_repository","repository_name","all_notes","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","flag_credentials_required","final_download_success","final_download_success2"
"a000338","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/KPJUFL","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL","yes",,"yes",,"yes","Harvard Dataverse","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Chong, Alberto; León‐Ciliotta, Gianmarco; Roza, Vivian; Valdivia, Martín; Vega, Gabriela","Urbanization Patterns, Information Diffusion, and Female Voting in Rural Paraguay","American Journal of Political Science","1540-5907","10.1111/ajps.12404","323-341","2",63,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000339","yes",,"yes",,"yes",,"osf.io/b7qpu","yes",,"osf.io/b7qpu","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; nguyenlam: There were a link to online supplement material and another link to preregistered plan, but all of those materials are included in data link.; sophia: I didn't have any problems with this article",2019,"van Doeselaar, Lotte; Klimstra, Theo A.; Denissen, Jaap J. A.; Meeus, Wim","Distinctiveness as a marker of identity formation","Journal of Research in Personality","0092-6566","10.1016/j.jrp.2018.12.002","153-164",,78,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a000340","yes",,"yes",,"yes",,"osf.io/7a9tt","yes",,"osf.io/7a9tt","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: Did not download files as they were greater than 100MB",2017,"Nalepka, Patrick; Kallen, Rachel W.; Chemero, Anthony; Saltzman, Elliot; Richardson, Michael J.","Herd Those Sheep: Emergent Multiagent Coordination and Behavioral-Mode Switching","Psychological Science","0956-7976","10.1177/0956797617692107","630-650","5",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000341","yes",,"yes",,"yes",,"osf.io/d6hms","yes",,"osf.io/d6hms","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; phuong: I didn't have any problems with this article; sophia: There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",2018,"Paracampo, Riccardo; Montemurro, Mirella; de Vega, Manuel; Avenanti, Alessio","Primary motor cortex crucial for action prediction: A tDCS study","Cortex","0010-9452","10.1016/j.cortex.2018.09.019","287-302",,109,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000342","yes",,"yes",,"yes",,"osf.io/xyh24","yes",,"osf.io/xyh24","yes",,"yes",,"yes","Open Science Framework","michelle: There was links to ""supplementary data"" - this link was ignored, as there was an explicit link to the open data. Supplementary data links: https://doi.org/10.1016/j.jesp.2017.09.008 and https://osf.io/xyh24/; oliver: (no note made)",2018,"Kung, Franki Y. H.; Chao, Melody M.; Yao, Donna J.; Adair, Wendi L.; Fu, Jeanne H.; Tasa, Kevin","Bridging racial divides: Social constructionist (vs. essentialist) beliefs facilitate trust in intergroup contexts","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.09.008","121-134",,74,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000343","yes",,"yes",,"yes",,"osf.io/8z2an","yes",,"osf.io/8z2an","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2016,"Henry L. Roediger, III; DeSoto, K. Andrew","Recognizing the Presidents: Was Alexander Hamilton President?","Psychological Science","0956-7976","10.1177/0956797616631113","644-650","5",27,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000344","yes",,"yes",,"yes",,"osf.io/8dv5z","yes",,"osf.io/8dv5z","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; matthew: No problems with this article; sophia: I didn't have any problems with this article",2019,"Broos, Wouter PJ; Duyck, Wouter; Hartsuiker, Robert J","Monitoring speech production and comprehension: Where is the second-language delay?","Quarterly Journal of Experimental Psychology","1747-0218","10.1177/1747021818807447","1601-1619","7",72,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000345","yes",,"yes",,"yes",,"osf.io/rf3ys","yes",,"osf.io/rf3ys","yes",,"yes",,"yes","Open Science Framework","evelyn: Data files exceeded 100MB; evelyn: Data files exceeded 100MB; sophia: I didn't have any problems with this article",2019,"Carter, Evan C.; Schönbrodt, Felix D.; Gervais, Will M.; Hilgard, Joseph","Correcting for Bias in Psychology: A Comparison of Meta-Analytic Methods","Advances in Methods and Practices in Psychological Science","2515-2459","10.1177/2515245919847196","115-144","2",2,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000347","yes",,"yes",,"yes",,"osf.io/ha28n","yes",,"osf.io/ha28n","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; matthew: No problems with this article; sophia: I didn't have any problems with this article",2019,"Moritz, Christian P.; Mühlhaus, Timo; Tenzer, Stefan; Schulenborg, Thomas; Friauf, Eckhard","Poor transcript-protein correlation in the brain: negatively correlating gene products reveal neuronal polarity as a potential cause","Journal of Neurochemistry","1471-4159","10.1111/jnc.14664","582-604","5",149,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000348","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ZRZGTT","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT","yes",,"yes",,"yes","Harvard Dataverse","kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Lupu, Yonatan; Wallace, Geoffrey P. R.","Violence, Nonviolence, and the Effects of International Human Rights Law","American Journal of Political Science","1540-5907","10.1111/ajps.12416","411-426","2",63,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000350","yes",,"yes",,"yes",,"osf.io/5gtyv","yes",,"osf.io/5gtyv","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; michelle: There was a link to ""supplementary data"" - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2019.04.010",2019,"Daumeyer, Natalie M.; Onyeador, Ivuoma N.; Brown, Xanni; Richeson, Jennifer A.","Consequences of attributing discrimination to implicit vs. explicit bias","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2019.04.010","103812",,84,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000352","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/RLLL1V","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V","yes",,"yes",,"yes","Harvard Dataverse","kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Larson, Jennifer M.; Nagler, Jonathan; Ronen, Jonathan; Tucker, Joshua A.","Social Networks and Protest Participation: Evidence from 130 Million Twitter Users","American Journal of Political Science","1540-5907","10.1111/ajps.12436","690-705","3",63,TRUE,TRUE,FALSE,FALSE,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000353","yes",,"yes",,"yes",,"osf.io/bdvxs","yes",,"osf.io/bdvxs","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; evelyn: I didn't have any problems with this article",2018,"Gross, Jörg; Leib, Margarita; Offerman, Theo; Shalvi, Shaul","Ethical Free Riding: When Honest People Find Dishonest Partners","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618796480","1956-1968","12",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000354","yes",,"yes",,"yes",,"osf.io/i5knh","yes",,"osf.io/i5knh","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; kongmanas: There was link to ""supplementary information"" at the journal's website - this link was ignored, as there was an explicit link to the open data",2015,"Sokol-Hessner, Peter; Lackovic, Sandra F.; Tobe, Russell H.; Camerer, Colin F.; Leventhal, Bennett L.; Phelps, Elizabeth A.","Determinants of Propranolol’s Selective Effect on Loss Aversion","Psychological Science","0956-7976","10.1177/0956797615582026","1123-1130","7",26,TRUE,FALSE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000355","yes",,"yes",,"yes",,"osf.io/7d5b5","other","Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK","osf.io/7d5b5","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); phuong: The hyperlink was not correct; steve: Separate link to materials looked irrelevant on check",2017,"Goudeau, Sébastien; Croizet, Jean-Claude","Hidden Advantages and Disadvantages of Social Class: How Classroom Settings Reproduce Social Inequality by Staging Unfair Comparison","Psychological Science","0956-7976","10.1177/0956797616676600","162-170","2",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000356","yes",,"yes",,"yes",,"doi.org/10.5283/epub.38033","yes",,"epub.uni-regensburg.de/38033","yes",,"yes",,"no",,"evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2019,"Fröber, Kerstin; Pfister, Roland; Dreisbach, Gesine","Increasing reward prospect promotes cognitive flexibility: Direct evidence from voluntary task switching with double registration","Quarterly Journal of Experimental Psychology","1747-0218","10.1177/1747021818819449","1926-1944","8",72,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000357","yes",,"yes",,"yes",,"osf.io/2jme8","yes",,"osf.io/2jme8","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2018,"Denning, Emily C.; Brannan, Debi; Murphy, Lauren A.; Losco, Josephina A.; Payne, Danielle N.","Not All Roles Are the Same: An Examination Between Work-Family-School Satisfaction, Social Integration, and Negative Affect Among College Students","Psi Chi Journal of Psychological Research","23257342","10.24839/2325-7342.JN23.2.166","166-178","2",23,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000358","yes",,"yes",,"yes",,"osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae","yes",,"osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Buchwald, Adam; Calhoun, Holly; Rimikis, Stacey; Lowe, Mara Steinberg; Wellner, Rebecca; Edwards, Dylan J.","Using tDCS to facilitate motor learning in speech production: The role of timing","Cortex","0010-9452","10.1016/j.cortex.2018.11.014","274-285",,111,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000359","yes",,"yes",,"yes",,"doi.org/10.5284/1011888","yes",,"archaeologydataservice.ac.uk/archives/view/t5_framework_2011","yes",,"partial","Repository contained hundreds of files organised into seven sections (folder). Downloaded at least one file from each section to check","yes","Archaeology Data Service","andy: (no note made); steve: Straightforward, no issues",2014,"Framework Archaeology","Heathrow Terminal 5 Excavation Archive (Data Paper)","Internet Archaeology","13635387","10.11141/ia.36.8",,"36",,TRUE,FALSE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","partial","yes"
"a000361","yes",,"yes",,"yes",,"osf.io/ft462","yes",,"osf.io/ft462","yes",,"yes",,"yes","Open Science Framework","kongmanas: I didn't have any problems with this article; phuong: (no note made)",2019,"Balaban, Halely; Drew, Trafton; Luria, Roy","Neural evidence for an object-based pointer system underlying working memory","Cortex","0010-9452","10.1016/j.cortex.2019.05.008","362-372",,119,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000362","yes",,"yes",,"yes",,"osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714","yes",,"osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2015,"Enge, Luke R.; Lupo, Amber K.; Zárate, Michael A.","Neurocognitive Mechanisms of Prejudice Formation: The Role of Time-Dependent Memory Consolidation","Psychological Science","0956-7976","10.1177/0956797615572903","964-971","7",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000363","yes",,"yes",,"yes",,"osf.io/6akvt/files","yes",,"osf.io/6akvt/files","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; oliver: (no note made); sophia: I didn't have any problems with this article",2015,"Ranehill, Eva; Dreber, Anna; Johannesson, Magnus; Leiberg, Susanne; Sul, Sunhae; Weber, Roberto A.","Assessing the Robustness of Power Posing: No Effect on Hormones and Risk Tolerance in a Large Sample of Men and Women","Psychological Science","0956-7976","10.1177/0956797614553946","653-656","5",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000364","yes",,"yes",,"yes",,"osf.io/pa8jw","yes",,"osf.io/pa8jw","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; oliver: (no note made); sophia: I didn't have any problems with this article",2019,"Yang, Yueran; Moody, Sarah A.; Cabell, Jean J.; Madon, Stephanie","Why suspects confess: The power of outcome certainty.","Law and Human Behavior","1573-661X, 0147-7307","10.1037/lhb0000350","468-476","5",43,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000365","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/IXWZZO","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO","yes",,"yes",,"yes","Harvard Dataverse","evelyn: I didn't have any problems with this article; oliver: (no note made)",2017,"Cruz, Cesi; Schneider, Christina J.","Foreign Aid and Undeserved Credit Claiming","American Journal of Political Science","1540-5907","10.1111/ajps.12285","396-408","2",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000366","yes",,"yes",,"yes",,"osf.io/9x6wm","yes",,"osf.io/9x6wm","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.04.007",2019,"Kommattam, Pum; Jonas, Kai J.; Fischer, Agneta H.","Perceived to feel less: Intensity bias in interethnic emotion perception","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2019.04.007","103809",,84,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000367","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/YM4LDG","other","Link provided does not work but searching on Harvard Dataverse located the data repository","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK","yes",,"yes",,"yes","Harvard Dataverse","evelyn: Doi cannot be found; kongmanas: The provided link didn't work; sophia: (no note made); steve: Link provided did not work, had to search for correct repo",2018,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.","Putting Politics First: The Impact of Politics on American Religious and Secular Orientations","American Journal of Political Science","1540-5907","10.1111/ajps.12365","551-565","3",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","no",,"no",,
"a000368","yes",,"yes",,"yes",,"osf.io/akp9n","yes",,"osf.io/akp9n","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; oliver: (no note made); sophia: I didn't have any problems with this article",2018,"Witt, Jessica K.; Tenhundfeld, Nathan L.; Tymoski, Michael J.","Is There a Chastity Belt on Perception?","Psychological Science","0956-7976","10.1177/0956797617730892","139-146","1",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000369","yes",,"yes",,"yes",,"osf.io/5fbac","yes",,"osf.io/5fbac","yes",,"yes",,"yes","Open Science Framework","kongmanas: I didn't have any problems with this article; kongmanas: No data file available, there is only addiction registration file.; steve: Straightforward, no issues",2019,"Przybylski, Andrew K.; Weinstein, Netta","Investigating the Motivational and Psychosocial Dynamics of Dysregulated Gaming: Evidence From a Preregistered Cohort Study","Clinical Psychological Science","2167-7026","10.1177/2167702619859341","1257-1265","6",7,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000371","yes",,"yes",,"no",,,,,,,,,,,,"oliver: (no note made); sophia: article says all data is available on the American Journal of Political Science on the Harvard Dataverse Network",2018,"Kogelmann, Brian; Ogden, Benjamin G.","Enough and as Good: A Formal Model of Lockean First Appropriation","American Journal of Political Science","1540-5907","10.1111/ajps.12369","682-694","3",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","no",,,"no",,
"a000372","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE","yes",,"yes",,"yes","Harvard Dataverse","michelle: I didn't have any problems with this article; oliver: (no note made); steve: Straightforward, no issues",2019,"Yu, Dian; Xiao, Xiao; Bemis, Douglas K; Franconeri, Steven L","Similarity Grouping as Feature-Based Selection","Psychological Science","0956-7976","10.1177/0956797618822798","376-385","3",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000373","yes",,"yes",,"yes",,"osf.io/4q3dc","yes",,"osf.io/4q3dc","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2018,"Biella, Marco; Sacchi, Simona","Not fair but acceptable… for us! Group membership influences the tradeoff between equality and utility in a Third Party Ultimatum Game","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2018.04.007","117-131",,77,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000376","yes",,"yes",,"yes",,"osf.io/r96hg","yes",,"osf.io/r96hg","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; oliver: (no note made)",2017,"Kornadt Anna E.; Hagemeyer Birk; Neyer Franz J.; Kandler Christian; Back Mitja","Sound Body, Sound Mind? The Interrelation Between Health Change and Personality Change in Old Age","European Journal of Personality","0890-2070","10.1002/per.2135","30-45","1",32,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000377","yes",,"yes",,"yes",,"osf.io/da56v","yes",,"osf.io/da56v","yes",,"yes",,"yes","Open Science Framework","phuong: I didn't have any problems with this article; phuong: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,,"Corrigendum: Group Influences on Engaging Self-Control: Children Delay Gratification and Value It More When Their In-Group Delays and Their Out-Group Doesn’t","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618783747","1380-1380","8",29,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a000377","yes",,"yes",,"yes",,"osf.io/fwt65","yes",,"osf.io/fwt65","yes",,"yes",,"yes","Open Science Framework","phuong: I didn't have any problems with this article; phuong: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,,"Corrigendum: Group Influences on Engaging Self-Control: Children Delay Gratification and Value It More When Their In-Group Delays and Their Out-Group Doesn’t","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618783747","1380-1380","8",29,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a000378","yes",,"yes",,"yes",,"osf.io/b9mnr","yes",,"osf.io/b9mnr","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; michelle: I didn't have any problems with this article",2018,"Edlund, John E.; Heider, Jeremy D.; Nichols, Austin Lee; McCarthy, Randy J.; Wood, Sarah E.; Scherer, Cory R.; Hartnett, Jessica L.; Walker, Richard","Sex differences in jealousy: the (lack of) influence of researcher theoretical perspective","The Journal of Social Psychology","0022-4545","10.1080/00224545.2017.1365686","515-520","5",158,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000379","yes",,"yes",,"yes",,"osf.io/d7w8a","yes",,"osf.io/d7w8a","yes",,"yes",,"yes","Open Science Framework","evelyn: Data files exceeded 100MB; matthew: No problems with this article; michelle: I didn't have any problems with this article",2018,"Patil, Anuya; Duncan, Katherine","Lingering Cognitive States Shape Fundamental Mnemonic Abilities","Psychological Science","0956-7976","10.1177/0956797617728592","45-55","1",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000380","yes",,"yes",,"yes",,"osf.io/w2434","yes",,"osf.io/w2434","yes",,"yes",,"yes","Open Science Framework","andy: No issues; evelyn: I didn't have any problems with this article; steve: Straightforward, no issues",2017,"Lloyd, E. Paige; Hugenberg, Kurt; McConnell, Allen R.; Kunstman, Jonathan W.; Deska, Jason C.","Black and White Lies: Race-Based Biases in Deception Judgments","Psychological Science","0956-7976","10.1177/0956797617705399","1125-1136","8",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000381","yes",,"yes",,"yes",,"osf.io/9dm3u","yes",,"osf.io/9dm3u","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; nguyenlam: Note in ""number_of_links:"": 2 links provided; nguyenlam: Note in ""number_of_links:"": 2 links provided; steve: Straightforward, no issues; steve: This repository is for a different unrelated study - noted in log",2019,"Daalmans, Serena; Odink, Mariette","Stereotyped but Liked? A Content Analysis of the Presence and Stereotypical Portrayal of Minority Groups in Award-Winning Commercials","Communication Research Reports","0882-4096","10.1080/08824096.2019.1630605","231-241","3",36,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000381","yes",,"yes",,"yes",,"osf.io/dkrmw","yes",,"osf.io/dkrmw","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; nguyenlam: Note in ""number_of_links:"": 2 links provided; nguyenlam: Note in ""number_of_links:"": 2 links provided; steve: Straightforward, no issues; steve: This repository is for a different unrelated study - noted in log",2019,"Daalmans, Serena; Odink, Mariette","Stereotyped but Liked? A Content Analysis of the Presence and Stereotypical Portrayal of Minority Groups in Award-Winning Commercials","Communication Research Reports","0882-4096","10.1080/08824096.2019.1630605","231-241","3",36,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000382","yes",,"yes",,"yes",,"osf.io/t3csz","yes",,"osf.io/t3csz","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2017,"Wetzel, Eunike; Brown, Anna; Hill, Patrick L.; Chung, Joanne M.; Robins, Richard W.; Roberts, Brent W.","The Narcissism Epidemic Is Dead; Long Live the Narcissism Epidemic","Psychological Science","0956-7976","10.1177/0956797617724208","1833-1847","12",28,TRUE,FALSE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000383","yes",,"yes",,"yes",,"osf.io/uh3in","yes",,"osf.io/uh3in","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; steve: Straightforward, no issues",2014,"Fuente, Juanma de la; Santiago, Julio; Román, Antonio; Dumitrache, Cristina; Casasanto, Daniel","When You Think About It, Your Past Is in Front of You: How Culture Shapes Spatial Conceptions of Time","Psychological Science","0956-7976","10.1177/0956797614534695","1682-1690","9",25,TRUE,FALSE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000386","yes",,"yes",,"yes",,"osf.io/r483u","yes",,"osf.io/r483u","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; evelyn: I didn't have any problems with this article; steve: straightforward, no issues",2019,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf","Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity","Psychological Science","0956-7976","10.1177/0956797619844231","942-954","6",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000387","yes",,"yes",,"yes",,"osf.io/wgfnm","yes",,"osf.io/wgfnm","yes",,"yes",,"yes","Open Science Framework","phuong: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Engelmann, Jan M.; Herrmann, Esther; Tomasello, Michael","Concern for Group Reputation Increases Prosociality in Young Children","Psychological Science","0956-7976","10.1177/0956797617733830","181-190","2",29,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
