"study_id","link_url_cleaned","resolved_url_cleaned","is_repository","repository_name"
"a000325","osf.io/kzmr5","osf.io/kzmr5","yes","Open Science Framework"
"a000325","osf.io/rt6un","osf.io/rt6un","yes","Open Science Framework"
"a000327","osf.io/5whvu","osf.io/5whvu","yes","Open Science Framework"
"a000328","osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650","osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650","yes","Open Science Framework"
"a000329","osf.io/gw9jh","osf.io/gw9jh","yes","Open Science Framework"
"a000330","doi.org/10.7910/DVN/WD3IUA","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XSRNRB","yes","Harvard Dataverse"
"a000331","dx.doi.org/10.7910/DVN/ZFLG25","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFLG25","yes","Harvard Dataverse"
"a000332","osf.io/5xmb2","osf.io/5xmb2","yes","Open Science Framework"
"a000333","osf.io/x3prf","osf.io/x3prf","yes","Open Science Framework"
"a000334","dx.doi.org/10.7910","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KUWA5X","yes","Harvard Dataverse"
"a000335","osf.io/6fgnq","osf.io/6fgnq","yes","Open Science Framework"
"a000336","osf.io/nydsz","osf.io/nydsz","yes","Open Science Framework"
"a000337","doi.org/10.7910/DVN/RW10GZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RW10GZ","yes","Harvard Dataverse"
"a000338","doi.org/10.7910/DVN/KPJUFL","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL","yes","Harvard Dataverse"
"a000339","osf.io/b7qpu","osf.io/b7qpu","yes","Open Science Framework"
"a000340","osf.io/7a9tt","osf.io/7a9tt","yes","Open Science Framework"
"a000341","osf.io/d6hms","osf.io/d6hms","yes","Open Science Framework"
"a000342","osf.io/xyh24","osf.io/xyh24","yes","Open Science Framework"
"a000343","osf.io/8z2an","osf.io/8z2an","yes","Open Science Framework"
"a000344","osf.io/8dv5z","osf.io/8dv5z","yes","Open Science Framework"
"a000345","osf.io/rf3ys","osf.io/rf3ys","yes","Open Science Framework"
"a000347","osf.io/ha28n","osf.io/ha28n","yes","Open Science Framework"
"a000348","doi.org/10.7910/DVN/ZRZGTT","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZRZGTT","yes","Harvard Dataverse"
"a000350","osf.io/5gtyv","osf.io/5gtyv","yes","Open Science Framework"
"a000352","doi.org/10.7910/DVN/RLLL1V","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLLL1V","yes","Harvard Dataverse"
"a000353","osf.io/bdvxs","osf.io/bdvxs","yes","Open Science Framework"
"a000354","osf.io/i5knh","osf.io/i5knh","yes","Open Science Framework"
"a000355","osf.io/7d5b5","osf.io/7d5b5","yes","Open Science Framework"
"a000356","doi.org/10.5283/epub.38033","epub.uni-regensburg.de/38033","no",
"a000357","osf.io/2jme8","osf.io/2jme8","yes","Open Science Framework"
"a000358","osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae","osf.io/dpsyz/?view_only=a256f1d6e5fb4d97adac2147f58811ae","yes","Open Science Framework"
"a000359","doi.org/10.5284/1011888","archaeologydataservice.ac.uk/archives/view/t5_framework_2011","yes","Archaeology Data Service"
"a000361","osf.io/ft462","osf.io/ft462","yes","Open Science Framework"
"a000362","osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714","osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714","yes","Open Science Framework"
"a000363","osf.io/6akvt/files","osf.io/6akvt/files","yes","Open Science Framework"
"a000364","osf.io/pa8jw","osf.io/pa8jw","yes","Open Science Framework"
"a000365","dx.doi.org/10.7910/DVN/IXWZZO","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IXWZZO","yes","Harvard Dataverse"
"a000366","osf.io/9x6wm","osf.io/9x6wm","yes","Open Science Framework"
"a000367","doi.org/10.7910/DVN/YM4LDG","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK","yes","Harvard Dataverse"
"a000368","osf.io/akp9n","osf.io/akp9n","yes","Open Science Framework"
"a000369","osf.io/5fbac","osf.io/5fbac","yes","Open Science Framework"
"a000371",,,,
"a000372","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE","yes","Harvard Dataverse"
"a000373","osf.io/4q3dc","osf.io/4q3dc","yes","Open Science Framework"
"a000376","osf.io/r96hg","osf.io/r96hg","yes","Open Science Framework"
"a000377","osf.io/da56v","osf.io/da56v","yes","Open Science Framework"
"a000377","osf.io/fwt65","osf.io/fwt65","yes","Open Science Framework"
"a000378","osf.io/b9mnr","osf.io/b9mnr","yes","Open Science Framework"
"a000379","osf.io/d7w8a","osf.io/d7w8a","yes","Open Science Framework"
"a000380","osf.io/w2434","osf.io/w2434","yes","Open Science Framework"
"a000381","osf.io/9dm3u","osf.io/9dm3u","yes","Open Science Framework"
"a000381","osf.io/dkrmw","osf.io/dkrmw","yes","Open Science Framework"
"a000382","osf.io/t3csz","osf.io/t3csz","yes","Open Science Framework"
"a000383","osf.io/uh3in","osf.io/uh3in","yes","Open Science Framework"
"a000386","osf.io/r483u","osf.io/r483u","yes","Open Science Framework"
"a000387","osf.io/wgfnm","osf.io/wgfnm","yes","Open Science Framework"
"a000388","doi.org/10.6084/m9.figshare.4743547.v1","figshare.com/articles/Stats_-_In_an_Absolute_State_xlsx/4743547/1","yes","Figshare"
"a000389","osf.io/f78gs","osf.io/f78gs","yes","Open Science Framework"
"a000389","osf.io/kq897","osf.io/kq897","yes","Open Science Framework"
"a000389","www.psych.nyu.edu/westlab/lab-resources.html","www.psych.nyu.edu/westlab/lab-resources.html","no",
"a000390","DOI 10.7910/DVN/SURSEO","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SURSEO","yes","Harvard Dataverse"
"a000391","European Bioinformations Institute Accession No. PRJEB11414","www.ebi.ac.uk/ena/browser/view/PRJEB11414","yes","European Nucleotide Archive"
"a000391","European Bioinformations Institute Accession No. PRJEB30873","www.ebi.ac.uk/ena/browser/view/PRJEB30873","yes","European Nucleotide Archive"
"a000391","github.com/knights-lab/douc_gut_sites","github.com/knights-lab/douc_gut_sites","yes","Github"
"a000391","iris-database.org/iris/app/home/detail?id=york:934328","www.iris-database.org/iris/app/home/detail?id=york:934328","yes","IRIS"
"a000392","dx.doi.org/10.7910/DVN/RJAUNW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RJAUNW","yes","Harvard Dataverse"
"a000393","osf.io/9ge7n","osf.io/9ge7n","yes","Open Science Framework"
"a000394","osf.io/sr9f4","osf.io/sr9f4","yes","Open Science Framework"
"a000395","doi.org/10.17863/CAM.31530","www.repository.cam.ac.uk/handle/1810/284168","yes","Apollo (University of Cambridge)"
"a000398","doi.org/10.1594/PANGAEA.885879","doi.pangaea.de/10.1594/PANGAEA.885879","yes","PANGAEA"
"a000399","dx.doi.org/10.5061/dryad.5t0b8","datadryad.org/stash/dataset/doi:10.5061/dryad.5t0b8","yes","Dryad"
"a000400","doi.org/10.1002/jnr.24441","onlinelibrary.wiley.com/doi/full/10.1002/jnr.24441","no",
"a000401","osf.io/c5ju9","osf.io/c5ju9","yes","Open Science Framework"
"a000402","doi.org/10.7910/DVN/I0VEMG","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I0VEMG","yes","Harvard Dataverse"
"a000403","osf.io/92xqk","osf.io/92xqk","yes","Open Science Framework"
"a000404","dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT","dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT","yes","Harvard Dataverse"
"a000406","osf.io/b9tse","osf.io/b9tse","yes","Open Science Framework"
"a000407","hdl.handle.net/10871/24754","ore.exeter.ac.uk/repository/handle/10871/24754","yes","Open Research Exeter (University of Exeter)"
"a000408","osf.io/nrf72","osf.io/nrf72","yes","Open Science Framework"
"a000409","doi.org/10.6084/m9.figshare.4742935.v2","figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2","yes","Figshare"
"a000410","osf.io/xf7rn","osf.io/xf7rn","yes","Open Science Framework"
"a000411","doi.org/10.7910/DVN/8R3LTP","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8R3LTP","yes","Harvard Dataverse"
"a000412","osf.io/fzmsa","osf.io/fzmsa","yes","Open Science Framework"
"a000413","doi.org/10.7910/DVN/LD6NL8","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LD6NL8","yes","Harvard Dataverse"
"a000414","osf.io/eujyn","osf.io/eujyn","yes","Open Science Framework"
"a000416","osf.io/g3sca/wiki/home","osf.io/g3sca/wiki/home","yes","Open Science Framework"
"a000417","doi.org/10.1016/j.jrp.2018.02.003","www.sciencedirect.com/science/article/pii/S0092656618300151","no",
"a000418","dx.doi.org/10.5284/1019856","archaeologydataservice.ac.uk/archives/view/scarr_eh_2013","yes","Archaeology Data Service"
"a000419","dx.doi.org/10.5281/zenodo.18545","zenodo.org/record/18545","yes","Zenodo"
"a000420","catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e","catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e","yes","CEDA Archive"
"a000421","osf.io/b8c7z","osf.io/b8c7z","yes","Open Science Framework"
"a000422","osf.io/sgwv6","osf.io/sgwv6","yes","Open Science Framework"
"a000423","doi.org/10.7910/DVN/D5DEHM","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D5DEHM","yes","Harvard Dataverse"
"a000425","www.dx.doi.org/10.7910/DVN/DIDBMQ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DIDBMQ","yes","Harvard Dataverse"
"a000426","catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb","catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb","yes","CEDA Archive"
"a000427","osf.io/wcrd2","osf.io/wcrd2","yes","Open Science Framework"
"a000429","osf.io/4d3b9","osf.io/4d3b9","yes","Open Science Framework"
"a000429","reshare.ukdataservice.ac.uk/852716","reshare.ukdataservice.ac.uk/852716","yes","ReShare (UK Data Service)"
"a000430","osf.io/nmabe","osf.io/nmabe","yes","Open Science Framework"
"a000433","osf.io/pnvjf","osf.io/pnvjf","yes","Open Science Framework"
"a000437","osf.io/5tejq","osf.io/5tejq","yes","Open Science Framework"
"a000438","osf.io/snfjx","osf.io/snfjx","yes","Open Science Framework"
"a000439","dx.doi.org/10.7910/DVN/HDMGLY","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HDMGLY","yes","Harvard Dataverse"
"a000440","dx.doi.org/10.17605/OSF.IO/ZFPMD","osf.io/zfpmd","yes","Open Science Framework"
"a000441","doi.org/10.7910/DVN/HUZGPJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HUZGPJ","yes","Harvard Dataverse"
"a000442","osf.io/hkzsm","osf.io/hkzsm","yes","Open Science Framework"
"a000443","dx.doi.org/10.7289/V5QJ7F8R","data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS","yes","National Oceanographic Data Center"
"a000444","data.mendeley.com/datasets/f2wvbpsmyv/draft?a=e8c3968c-8b4a-47b5-a7d1-5aa120f1bc76","data.mendeley.com/datasets/f2wvbpsmyv/1","yes","Mendeley"
"a000446","osf.io/k3fj6","osf.io/k3fj6","yes","Open Science Framework"
"a000447","osf.io/embpx","osf.io/embpx","yes","Open Science Framework"
"a000448","osf.io/m573q","osf.io/m573q","yes","Open Science Framework"
"a000449","osf.io/krshq","osf.io/krshq","yes","Open Science Framework"
"a000450","osf.io/ry75j","osf.io/ry75j","yes","Open Science Framework"
"a000452","osf.io/arqp8","osf.io/arqp8","yes","Open Science Framework"
"a000457","osf.io/gjc5b","osf.io/gjc5b","yes","Open Science Framework"
"a000458","osf.io/huc2k","osf.io/huc2k","yes","Open Science Framework"
"a000460","osf.io/92vfw","osf.io/92vfw","yes","Open Science Framework"
"a000463","osf.io/t2wby","osf.io/t2wby","yes","Open Science Framework"
"a000464","neurovault.org/collections/YYMVWBOF","neurovault.org/collections/YYMVWBOF","yes","NeuroVault"
"a000464","osf.io/c8gbj","osf.io/c8gbj","yes","Open Science Framework"
"a000465","nyu.databrary.org/volume/79","nyu.databrary.org/volume/79","yes","Databrary"
"a000466","doi.org/10.7910/DVN/SEHMGR","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SEHMGR","yes","Harvard Dataverse"
"a000470","osf.io/h5nbu","osf.io/h5nbu","yes","Open Science Framework"
"a000471","osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392","osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392","yes","Open Science Framework"
"a000473","dx.doi.org/10.5061/dryad.d2441","datadryad.org/stash/dataset/doi:10.5061/dryad.d2441","yes","Dryad"
"a000474","osf.io/8yufm","osf.io/8yufm","yes","Open Science Framework"
"a000475","osf.io/qknug","osf.io/qknug","yes","Open Science Framework"
"a000476","osf.io/avz8g","osf.io/avz8g","yes","Open Science Framework"
"a000477","osf.io/yf3da","osf.io/yf3da","yes","Open Science Framework"
"a000479","osf.io/kce5n","osf.io/kce5n","yes","Open Science Framework"
"a000480","dx.doi.org/10.7910/DVN/FS90RJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FS90RJ","yes","Harvard Dataverse"
"a000483","osf.io/tewvk","osf.io/tewvk","yes","Open Science Framework"
"a000484","www.oa.uni-hamburg.de/hattke-kalucza","www.oa.uni-hamburg.de/hattke-kalucza","no",
"a000485","osf.io/wjxpf","osf.io/wjxpf","yes","Open Science Framework"
"a000489","osf.io/x8q4j","osf.io/x8q4j","yes","Open Science Framework"
"a000490","osf.io/24mej","osf.io/24mej","yes","Open Science Framework"
"a000490","osf.io/gsv84","osf.io/gsv84","yes","Open Science Framework"
"a000491","osf.io/pzvue","osf.io/pzvue","yes","Open Science Framework"
"a000492","osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff","osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff","yes","Open Science Framework"
"a000493","BioProject Accession No. PRJNA574440","www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440","yes","BioProject (National Center for Biotechnology Information)"
"a000493","iris-database.org/iris/app/home/detail?id=york:934328","www.iris-database.org/iris/app/home/detail?id=york:934328","yes","IRIS"
"a000494",,,,
"a000495","github.com/iancballard/magnitude","github.com/iancballard/magnitude","yes","Github"
"a000495","openfmri.org/dataset/ds000223","openneuro.org/datasets/ds000223/versions/00001","yes","OpenNeuro"
"a000496","osf.io/9ua8f","osf.io/9ua8f","yes","Open Science Framework"
"a000497","doi.org/10.5281/zenodo.2555766","zenodo.org/record/2555766","yes","Zenodo"
"a000500","osf.io/grh8s","osf.io/grh8s","yes","Open Science Framework"
"a000501","iris-database.org/iris/app/home/search?query=Jung+in+press","www.iris-database.org/iris/app/home/detail?id=york:935306, https://www.iris-database.org/iris/app/home/detail?id=york:935307, https://www.iris-database.org/iris/app/home/detail?id=york:935308, https://www.iris-database.org/iris/app/home/detail?id=york:935309, https://www.iris-database.org/iris/app/home/detail?id=york:935310, https://www.iris-database.org/iris/app/home/detail?id=york:935311, https://www.iris-database.org/iris/app/home/detail?id=york:935313","yes","IRIS"
"a000502","osf.io/5itqa","osf.io/5itqa","yes","Open Science Framework"
"a000502","osf.io/8q769","osf.io/8q769","yes","Open Science Framework"
"a000503","osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab","osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab","yes","Open Science Framework"
"a000504","osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0","osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0","yes","Open Science Framework"
"a000505","osf.io/mvz3r","osf.io/mvz3r","yes","Open Science Framework"
"a000507","osf.io/qcdgp","osf.io/qcdgp","yes","Open Science Framework"
"a000508","osf.io/wmg6t","osf.io/wmg6t","yes","Open Science Framework"
"a000509","osf.io/rwvc4","osf.io/rwvc4","yes","Open Science Framework"
"a000510","osf.io/n6d9f","osf.io/n6d9f","yes","Open Science Framework"
"a000511","https:osf.io/mnz8j","osf.io/mnz8j","yes","Open Science Framework"
"a000512","data.mendeley.com/datasets/n23pgm86rr/1","data.mendeley.com/datasets/n23pgm86rr/1","yes","Mendeley"
"a000514","osf.io/dwza4","osf.io/dwza4","yes","Open Science Framework"
"a000515","osf.io/7bujx","osf.io/7bujx","yes","Open Science Framework"
"a000516","osf.io/p778t","osf.io/p778t","yes","Open Science Framework"
"a000518","iris-database.org","iris-database.org/iris/app/home/detail?id=york:934567","yes","IRIS"
"a000519","osf.io/9tgy4","osf.io/9tgy4","yes","Open Science Framework"
"a000522","osf.io/ajvgt","osf.io/ajvgt","yes","Open Science Framework"
"a000523","doi.org/10.7910/DVN/FPYKTP","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FPYKTP","yes","Harvard Dataverse"
"a000524","osf.io/mcvt7/wiki/home","osf.io/mcvt7/wiki/home","yes","Open Science Framework"
"a000525","osf.io/x8jzb","osf.io/x8jzb","yes","Open Science Framework"
"a000527","doi.org/10.5285/7925ded722d743fa8259a93acc7073f2","catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2","yes","CEDA Archive"
"a000529","doi.org/10.7910/DVN/SSEN5A","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SSEN5A","yes","Harvard Dataverse"
"a000530","osf.io/zf4tj","osf.io/zf4tj","yes","Open Science Framework"
"a000531","osf.io/u9bsv","osf.io/u9bsv","yes","Open Science Framework"
"a000532","doi.org/10.1002/jnr.24485","onlinelibrary.wiley.com/doi/full/10.1002/jnr.24485","no",
"a000533","github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository","github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository","yes","Github"
"a000534","osf.io/t46nw","osf.io/t46nw","yes","Open Science Framework"
"a000535","osf.io/rkf9p","osf.io/rkf9p","yes","Open Science Framework"
"a000538","doi.org/10.7910/DVN/OGVWDE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OGVWDE","yes","Harvard Dataverse"
"a000539","osf.io/px8h3","osf.io/px8h3","yes","Open Science Framework"
"a000540",,,,
"a000541","osf.io/zqg9y","osf.io/zqg9y","yes","Open Science Framework"
"a000543","osf.io/daj2p","osf.io/daj2p","yes","Open Science Framework"
"a000544","data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37","data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37","yes","Mendeley"
"a000545","doi.org/10.7910/DVN/XZ0IZE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE","yes","Harvard Dataverse"
"a000547","hdl.handle.net/1902.29/11793","dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793","yes","UNC Dataverse"
"a000548","osf.io/cuz8g","osf.io/cuz8g","yes","Open Science Framework"
"a000550","dx.doi.org/10.23668/psycharchives.2367","www.psycharchives.org/handle/20.500.12034/1999","yes","PsychArchives"
"a000552","osf.io/78ukq","osf.io/78ukq","yes","Open Science Framework"
"a000553","osf.io/d5s2t","osf.io/d5s2t","yes","Open Science Framework"
"a000553","osf.io/nz3su","osf.io/nz3su","yes","Open Science Framework"
"a000553","osf.io/vwytd","osf.io/vwytd","yes","Open Science Framework"
"a000554","osf.io/u9ac3","osf.io/u9ac3","yes","Open Science Framework"
"a000556","osf.io/hjfw9","osf.io/hjfw9","yes","Open Science Framework"
"a000557","osf.io/8cd4r","osf.io/8cd4r","yes","Open Science Framework"
"a000558","osf.io/zuwxt","osf.io/zuwxt","yes","Open Science Framework"
"a000559","iris-database.org/iris/app/home/detail?id=york:932233","www.iris-database.org/iris/app/home/detail?id=york:932233","yes","IRIS"
"a000560","osf.io/ck22q","osf.io/ck22q","yes","Open Science Framework"
"a000561","osf.io/ik356","osf.io/ik356","yes","Open Science Framework"
"a000561","osf.io/kj3r7","osf.io/kj3r7","yes","Open Science Framework"
"a000562","10.6084/m9.figshare.9225476","figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476","yes","Figshare"
"a000562","10.6084/m9.figshare.9227495","figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495","yes","Figshare"
"a000562","10.6084/m9.figshare.9249530","figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530","yes","Figshare"
"a000563","osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400","osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400","yes","Open Science Framework"
"a000563","osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a","osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a","yes","Open Science Framework"
"a000564","github.com/piazzai/smj-18-19552","github.com/piazzai/smj-18-19552","yes","Github"
"a000565","github.com/richarddmorey/nullHistoryAMPPS","github.com/richarddmorey/nullHistoryAMPPS","yes","Github"
"a000566","thedata.harvard.edu/dvn/dv/physics","dataverse.harvard.edu/dataverse/physics","yes","Harvard Dataverse"
"a000567","osf.io/fnps3","osf.io/fnps3","yes","Open Science Framework"
"a000568","hdl.handle.net/10871/19257","ore.exeter.ac.uk/repository/handle/10871/19257","yes","Open Research Exeter (University of Exeter)"
"a000569","osf.io/vh5jt","osf.io/vh5jt","yes","Open Science Framework"
"a000570","doi.org/10.7910/DVN/WGWMAV","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV","yes","Harvard Dataverse"
"a000571","osf.io/vcqmd","osf.io/vcqmd","yes","Open Science Framework"
"a000572","osf.io/u7tkp","osf.io/u7tkp","yes","Open Science Framework"
"a000573","data.mendeley.com/datasets/3w48v2nbgc/2","data.mendeley.com/datasets/3w48v2nbgc/2","yes","Mendeley"
"a000575","hdl.handle.net/2374.MIA/6254","sc.lib.miamioh.edu/handle/2374.MIA/6254","no",
"a000577","osf.io/nmt5f","osf.io/nmt5f","yes","Open Science Framework"
"a000578","osf.io/8bknh","osf.io/8bknh","yes","Open Science Framework"
"a000579","osf.io/gytpn","osf.io/gytpn","yes","Open Science Framework"
"a000579","osf.io/x6ehp","osf.io/x6ehp","yes","Open Science Framework"
"a000580","osf.io/5zuq7","osf.io/5zuq7","yes","Open Science Framework"
"a000580","osf.io/6n3yq","osf.io/6n3yq","yes","Open Science Framework"
"a000580","osf.io/g5cxj","osf.io/g5cxj","yes","Open Science Framework"
"a000580","osf.io/jckvq","osf.io/jckvq","yes","Open Science Framework"
"a000580","osf.io/siqyz","osf.io/siqyz","yes","Open Science Framework"
"a000581","osf.io/n8v3c","osf.io/n8v3c","yes","Open Science Framework"
"a000581","reshare.ukdataservice.ac.uk/852882","reshare.ukdataservice.ac.uk/852882","yes","ReShare (UK Data Service)"
"a000582",,,,
"a000583","osf.io/u8sdh","osf.io/u8sdh","yes","Open Science Framework"
"a000585","osf.io/j9aa7","osf.io/j9aa7","yes","Open Science Framework"
"a000586","dx.doi.org/10.7910/DVN/PLLBQJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PLLBQJ","yes","Harvard Dataverse"
"a000588","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7","yes","Harvard Dataverse"
"a000589","doi.org/10.7910/DVN/QBHGRC","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC","yes","Harvard Dataverse"
"a000591","osf.io/4pdvg","osf.io/4pdvg","yes","Open Science Framework"
"a000591","osf.io/xytch","osf.io/xytch","yes","Open Science Framework"
"a000592","dx.doi.org/10.7910/DVN/24885","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/24885","yes","Harvard Dataverse"
"a000594","osf.io/xzp9s","osf.io/xzp9s","yes","Open Science Framework"
"a000595","doi.org/10.17632/42djnzsw8f.2","data.mendeley.com/datasets/42djnzsw8f/2","yes","Mendeley"
"a000596","osf.io/ge2d5","osf.io/ge2d5","yes","Open Science Framework"
"a000597","aisel.aisnet.org/trr/vol2/iss1/4","aisel.aisnet.org/trr/vol2/iss1/4","no",
"a000598","doi.org/10.7910/DVN/XYUWYJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYUWYJ","yes","Harvard Dataverse"
"a000601","osf.io/4bwq3","osf.io/fc463/, https://github.com/arotto/lottery","yes","Open Science Framework"
"a000604","osf.io/jazfy","osf.io/jazfy","yes","Open Science Framework"
"a000605","www.openicpsr.org/openicpsr/project/101920/version/V3/view","www.openicpsr.org/openicpsr/project/101920/version/V3/view","yes","openICPSR"
"a000606","osf.io/9yt23","osf.io/9yt23","yes","Open Science Framework"
"a000608","osf.io/9ungb","osf.io/9ungb","yes","Open Science Framework"
"a000609","osf.io/96s4v","osf.io/96s4v","yes","Open Science Framework"
"a000614","osf.io/bktjs","osf.io/bktjs","yes","Open Science Framework"
"a000615","osf.io/vy62h","osf.io/vy62h","yes","Open Science Framework"
"a000616","osf.io/am5nh","osf.io/am5nh","yes","Open Science Framework"
"a000617","figshare.com/s/cccac39f891998509c85","figshare.com/s/cccac39f891998509c85","yes","Figshare"
"a000618","dx.doi.org/10.6084/m9.figshare.1275172","figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172","yes","Figshare"
"a000620","osf.io/cwbgv","osf.io/cwbgv","yes","Open Science Framework"
"a000621","osf.io/6xgfn","osf.io/6xgfn","yes","Open Science Framework"
"a000622","osf.io/myfg7","osf.io/myfg7","yes","Open Science Framework"
"a000624","dx.doi.org/10.17632/fdmshk2d5x.1","data.mendeley.com/datasets/fdmshk2d5x/1","yes","Mendeley"
"a000625","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2","yes","Harvard Dataverse"
"a000627","osf.io/x37d5","osf.io/x37d5","yes","Open Science Framework"
"a000628","osf.io/4qbxv","osf.io/4qbxv","yes","Open Science Framework"
"a000629","osf.io/473gq","osf.io/473gq","yes","Open Science Framework"
"a000629","osf.io/d2ncs","osf.io/d2ncs","yes","Open Science Framework"
"a000631","osf.io/k8nur","osf.io/k8nur","yes","Open Science Framework"
"a000634","osf.io/7gdxt","osf.io/7gdxt","yes","Open Science Framework"
"a000634","osf.io/k8pqw","osf.io/k8pqw","yes","Open Science Framework"
"a000635","doi.org/10.7910/DVN/XU8ZWB","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XU8ZWB","yes","Harvard Dataverse"
"a000636","osf.io/7uvcp","osf.io/7uvcp","yes","Open Science Framework"
