study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a000492,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,https://osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000530,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zf4tj/,yes,NA,https://osf.io/zf4tj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000615,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/vy62h,yes,NA,http://www.osf.io/vy62h,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000724,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/OKZMIY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000745,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,osf.io/uqg5m/#,yes,NA,osf.io/uqg5m/#,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000844,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3r96f/,yes,NA,https://osf.io/3r96f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000850,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/RYNSDG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000857,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,Harvard Dataverse Network,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB
a000906,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NS3NMH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001007,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/m64ue/,yes,NA,https://osf.io/m64ue/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB
a001008,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9e3a9/,yes,NA,https://osf.io/9e3a9/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001040,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/yw7d9,yes,NA,http://osf.io/yw7d9,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001223,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tde3r/,yes,NA,https://osf.io/tde3r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001238,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ut382/,yes,NA,https://osf.io/ut382/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001278,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bifc7/,yes,NA,https://osf.io/bifc7/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/jxd47/,yes,NA,https://osf.io/jxd47/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,Iris Database,other,Login needed to access and download files,no,NA,Login needed to access and download files
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,3,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article
a001302,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,doi:10.7910/DVN/BXXWWW,no,DOI not found,NA,NA,NA,NA,NA,NA,NA,NA,DOI not found
a001326,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5tus8/,yes,NA,https://osf.io/5tus8/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB
a001353,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,yes,NA,Havard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001377,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j2g7t/,yes,NA,https://osf.io/j2g7t/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001444,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cd893/?view_only=5c5dd4ed81cc,yes,NA,https://osf.io/cd893/?view_only=5c5dd4ed81cc,yes,NA,OSF,other,Login required to access and download files,no,NA,Login required to access and download files
a001455,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI,yes,NA,Havard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001489,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/akbfj/,yes,NA,https://osf.io/akbfj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001518,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,osf.io/fhmyb,yes,NA,osf.io/fhmyb,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001536,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5ahzj/,yes,NA,https://osf.io/5ahzj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001597,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bjpe3,yes,NA,https://osf.io/bjpe3,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001605,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/STOQ1Q,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STOQ1Q,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001645,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bpwf8,yes,NA,https://osf.io/bpwf8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001658,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,10.17605/OSF.IO/MGBVC,yes,NA,10.17605/OSF.IO/MGBVC,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000031,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,1,https://scholarbank.nus.edu.sg/handle/10635/150104,yes,NA,https://scholarbank.nus.edu.sg/handle/10635/150104,yes,NA,National University of Singapore Library,yes,NA,no,NA,Need to enter details to download files
a000031,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,2,http://five.dartmouth.edu/datasets,yes,NA,http://five.dartmouth.edu/datasets,yes,NA,Fives project,other,require to search for projects using the link,no,NA,require to search for projects using the link
a000041,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.17605/OSF.IO/GDTPM,yes,NA,https://osf.io/gdtpm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000074,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t9c52/,yes,NA,https://osf.io/t9c52/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000080,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4x8tn/,yes,NA,https://osf.io/4x8tn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000100,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/z6sdm/,yes,NA,https://osf.io/z6sdm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000142,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000144,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/EZSJ1S,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000156,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3csng/,yes,NA,https://osf.io/3csng/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000344,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,osf.io/8dv5z,yes,NA,osf.io/8dv5z,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000379,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/d7w8a,yes,NA,https://osf.io/d7w8a,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000403,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/92xqk/,yes,NA,https://osf.io/92xqk/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000430,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nmabe/,yes,NA,https://osf.io/nmabe/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000463,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t2wby/,yes,NA,https://osf.io/t2wby/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000490,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/gsv84/,yes,NA,https://osf.io/gsv84/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000490,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/24mej/,yes,NA,https://osf.io/24mej/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000497,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2555766,yes,NA,https://zenodo.org/record/2555766,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article
a000504,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000566,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/physics,yes,NA,https://dataverse.harvard.edu/dataverse/physics,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000578,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/8bknh/,yes,NA,https://osf.io/8bknh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000578,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,2,2,https://drive.google.com/drive/folders/0BxEN1HSrsCEFSWY0UGRMWTFhRFU,yes,NA,https://drive.google.com/drive/folders/0BxEN1HSrsCEFSWY0UGRMWTFhRFU,yes,NA,Google Drive,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000585,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j9aa7/,yes,NA,https://osf.io/j9aa7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000597,evelyn,2020-05-22,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data badge and availability was not found
a000605,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,https://www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,ICPSR,other,Requires login to download files,no,NA,Requires login to download files
a000621,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6xgfn/,yes,NA,https://osf.io/6xgfn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000719,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ah54c/,yes,NA,https://osf.io/ah54c/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000739,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jd4d2/,yes,NA,https://osf.io/jd4d2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000753,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8w4vq/,yes,NA,https://osf.io/8w4vq/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000761,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qe5nw/,yes,NA,https://osf.io/qe5nw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000807,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x9h8b/,yes,NA,https://osf.io/x9h8b/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000808,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000856,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://journals.sagepub.com/doi/suppl/10.1177/0956797619842251,yes,NA,https://journals.sagepub.com/doi/suppl/10.1177/0956797619842251,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000943,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/R3GZZW,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R3GZZW,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000957,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3wz2j/,yes,NA,https://osf.io/3wz2j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001049,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/X88LYH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001051,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.03.007,yes,NA,https://www.sciencedirect.com/science/article/pii/S0022103118304426?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article
a001070,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/q6gbw/,yes,NA,https://osf.io/q6gbw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001151,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/79sqe/,yes,NA,https://osf.io/79sqe/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001201,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9gyvd/,yes,NA,https://osf.io/9gyvd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001202,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/uxych/,yes,NA,https://osf.io/uxych/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001239,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a001296,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=0F37B361668F42DACB8C820F623C0CDD,yes,NA,Iris Database,other,Require to search the article for the files with the provided link,no,NA,Require to search the article for the files with the provided link
a001314,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vjacn/,yes,NA,https://osf.io/vjacn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000793,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/n4hj6/,yes,NA,https://osf.io/n4hj6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000793,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,2,https://doi.org/10.1016/j.evolhumbehav.2018.03.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article
a000822,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/MTQEE1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000863,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/v4qys,yes,NA,http://www.osf.io/v4qys,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000934,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j479p/,yes,NA,https://osf.io/j479p/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000936,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7rajd/,yes,NA,https://osf.io/7rajd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000971,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9dbsa/,yes,NA,https://osf.io/9dbsa/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000977,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/45mxw/,yes,NA,https://osf.io/45mxw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000986,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t26xq/,yes,NA,https://osf.io/t26xq/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001020,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rh8pv/,yes,NA,https://osf.io/rh8pv/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001132,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9z3nw/,yes,NA,https://osf.io/9z3nw/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a001240,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/v36a6/,yes,NA,https://osf.io/v36a6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001240,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/k4erv,yes,NA,https://osf.io/k4erv,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001358,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/62wn9/,yes,NA,https://osf.io/62wn9/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a001388,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pwy9r/,yes,NA,https://osf.io/pwy9r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001477,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wqnnx/,yes,NA,https://osf.io/wqnnx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001481,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://zenodo.org/record/1217215,yes,NA,https://zenodo.org/record/1217215,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article
a001567,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6csnh/,yes,NA,https://osf.io/6csnh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001590,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/XZFHCP,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZFHCP,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000044,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2pgtj/,yes,NA,https://osf.io/2pgtj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000160,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,1,https://journals.sagepub.com/doi/suppl/10.1177/0956797616677753,yes,NA,https://journals.sagepub.com/doi/suppl/10.1177/0956797616677753,yes,NA,Sage Pub,yes,NA,yes,NA,I didn't have any problems with this article
a000160,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,2,https://childes.talkbank.org/,yes,NA,https://childes.talkbank.org/,yes,NA,Childes Talkbank,other,Require to search for journal with the provided link,no,NA,Require to search for journal with the provided link
a000229,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7c9bw/,yes,NA,https://osf.io/7c9bw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000236,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/q9kd3/,yes,NA,https://osf.io/q9kd3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000470,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/h5nbu/,yes,NA,https://osf.io/h5nbu/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000660,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t86zx/,yes,NA,https://osf.io/t86zx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000713,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/EMF9H,yes,NA,https://osf.io/emf9h/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB
a000787,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gm5j6/,yes,NA,https://osf.io/gm5j6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000872,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/q8zx3/,yes,NA,https://osf.io/q8zx3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000872,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/965xu/,yes,NA,https://osf.io/965xu/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000872,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/mrq5g/,yes,NA,https://osf.io/mrq5g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000882,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nyq9j/,yes,NA,https://osf.io/nyq9j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000904,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://dataverse.nl/dvn/dv/chemosignaling,yes,NA,http://dataverse.nl/dvn/dv/chemosignaling,yes,NA,Dutch Dataverse Network,yes,NA,other,Some files were unable to be downloaded without appropriate login recess and tiles exceedeed 100MB,Some files were unable to be downloaded without appropriate login recess and tiles exceedeed 100MB
a000949,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/r6idy/,yes,NA,https://osf.io/r6idy/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000970,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zgq7m/,yes,NA,https://osf.io/zgq7m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000982,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LZGQOH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001026,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wc3sj/,yes,NA,https://osf.io/wc3sj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001115,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,osf.io/g2t36,yes,NA,osf.io/g2t36,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001140,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t28bw/,yes,NA,https://osf.io/t28bw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001166,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/PGCVDP,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGCVDP,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001186,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://midus.colectica.org/,no,Login required,NA,NA,NA,NA,NA,NA,NA,NA,Login required
a001215,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gwk45/,yes,NA,https://osf.io/gwk45/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
